Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Bulk carrier,145,66,10181.0,17494.4,1997.0,1998.0,1997.7,1997.8,3254.2,3323.9,3288.6,3296.9,323.0,353.0,391.3,393.5,97.0,103.6,127.8,127.5,997.0,932.4,64.6,76989.4,72065.6,4923.9,78467.6,73449.2,5018.4
General cargo,96,36,2039.7,2750.8,2002.2,2004.7,1999.7,1999.8,922.5,2358.5,1758.9,1923.1,81.5,254.0,290.4,308.7,26.0,56.5,60.6,65.9,388.2,361.1,27.1,29888.9,27847.1,2041.7,30462.7,28381.8,2080.9
Container,93,24,1694.3,2171.6,2009.3,2008.2,2009.7,2009.5,955.7,1347.5,1249.7,1254.8,81.0,105.1,139.1,140.0,21.0,24.4,26.5,26.7,362.3,333.6,28.8,27864.5,25697.3,2167.2,28399.5,26190.7,2208.8
Miscellaneous - fishing,59,49,642.1,611.2,2009.2,2008.7,2008.5,2008.4,9396.6,12430.1,10798.1,10893.2,1013.0,1254.3,1253.9,1350.9,91.0,879.6,972.3,784.0,311.3,195.5,115.7,23370.5,14681.4,8689.1,23819.2,14963.3,8855.9
Chemical tanker,33,27,1072.7,1786.3,2013.0,2013.0,2012.8,2012.8,1111.0,1687.1,1187.4,1183.1,92.0,173.7,227.5,222.8,39.0,65.9,55.9,57.0,174.3,139.6,34.7,13468.0,10791.9,2676.0,13726.5,10999.1,2727.4
Refrigerated bulk,22,18,307.6,338.7,1989.4,1989.4,1990.3,1989.6,1254.3,2914.8,3076.9,2988.3,187.5,423.9,891.9,929.6,144.5,167.4,144.9,146.0,234.0,179.5,54.5,17739.3,13644.3,4095.0,18079.8,13906.2,4173.6
Liquefied gas tanker,13,3,35.6,37.0,2012.0,2012.7,2012.1,2012.2,637.0,660.3,692.3,693.3,57.0,56.0,59.4,59.5,22.0,22.3,20.7,20.8,19.1,15.1,4.0,1463.5,1161.0,302.5,1491.6,1183.3,308.3
Oil tanker,12,9,294.9,463.3,2002.7,2003.0,2005.6,2005.4,1161.2,1817.4,1192.5,1205.1,108.0,266.6,182.3,194.2,55.0,90.6,77.7,81.7,77.4,58.8,18.6,5914.2,4494.4,1419.8,6027.8,4580.7,1447.0
Cruise,10,9,191.3,27.2,1995.8,1996.1,1995.5,1995.0,618.5,583.8,702.8,687.2,54.0,56.9,54.9,54.3,10.5,12.4,11.0,11.4,50.6,45.3,5.3,3899.4,3491.7,407.8,3974.3,3558.7,415.6
Service - other,4,4,27.4,13.7,1997.2,1997.2,1991.2,1989.9,1257.9,1376.7,1434.9,1531.6,96.0,182.8,142.0,136.2,59.5,61.2,86.9,88.5,10.8,10.2,0.6,829.3,785.0,44.4,845.2,800.0,45.2
Vehicle,4,3,365.7,115.6,2006.0,2005.0,2006.3,2006.4,1977.2,2147.1,2165.0,2117.3,147.5,173.0,179.6,171.6,57.5,79.3,82.8,88.3,32.2,28.4,3.7,2488.6,2202.0,286.6,2536.3,2244.2,292.1
Ro-Ro,1,1,2.8,5.1,2009.0,2009.0,2009.0,2009.0,5643.8,5643.8,5643.8,5643.8,877.0,877.0,877.0,877.0,2693.0,2693.0,2693.0,2693.0,33.7,8.6,25.1,2528.8,647.4,1881.4,2577.4,659.8,1917.6
Service - tug,1,1,1.1,0.6,2008.0,2008.0,2008.0,2008.0,3178.2,3178.2,3178.2,3178.2,556.0,556.0,556.0,556.0,15.0,15.0,15.0,15.0,3.0,3.0,0.1,228.8,223.5,5.3,233.2,227.8,5.4
Ferry-pax only,1,1,0.2,0.0,2016.0,2016.0,2016.0,2016.0,732.7,732.7,732.7,732.7,40.0,40.0,40.0,40.0,4.0,4.0,4.0,4.0,0.2,0.2,0.0,18.5,18.1,0.5,18.9,18.4,0.5
