Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,1083,174,28859.9,33547.0,2006.8,2007.4,2009.2,2009.1,436.9,482.5,473.4,474.1,42.0,54.6,62.7,62.9,39.0,47.3,51.3,51.3,3835.0,2995.3,839.7,296446.6,231751.4,64695.2,302138.4,236201.0,65937.3
Chemical tanker,535,109,4309.7,6951.6,2009.8,2008.9,2010.2,2010.2,350.0,468.5,429.3,430.3,45.0,74.5,100.4,98.1,41.0,66.7,71.0,71.4,1320.7,785.2,535.6,101555.2,60411.2,41144.0,103505.1,61571.1,41934.0
Bulk carrier,436,319,10821.7,19121.8,2011.0,2011.1,2010.7,2010.6,494.5,776.2,725.5,725.9,70.0,129.3,400.9,406.2,77.5,93.8,84.6,84.5,1038.6,857.7,180.9,80408.4,66414.5,13993.9,81952.3,67689.7,14262.6
General cargo,218,63,2500.7,3318.6,2006.1,2005.9,2007.8,2007.9,439.2,600.9,489.4,496.3,66.0,207.2,113.7,110.0,43.0,73.1,67.4,69.3,471.8,383.6,88.2,36060.3,29432.5,6627.8,36752.7,29997.6,6755.1
Miscellaneous - fishing,200,34,511.1,306.2,1985.0,1990.4,1990.8,1989.8,992.5,6525.2,2844.7,3052.5,161.5,988.2,1237.3,1263.6,46.0,623.7,1095.2,1077.7,422.5,301.0,121.5,31738.8,22612.8,9126.1,32348.2,23046.9,9301.3
Vehicle,189,111,3425.4,1167.3,2007.6,2007.8,2007.7,2007.5,276.6,316.9,294.8,291.9,24.0,31.7,45.3,44.6,13.0,16.3,18.7,18.4,210.9,178.5,32.4,16334.7,13825.4,2509.3,16648.4,14090.9,2557.5
Oil tanker,112,44,3283.1,6055.9,2007.8,2007.4,2007.0,2006.9,379.7,814.5,845.1,870.7,80.5,199.2,478.0,485.3,40.0,57.2,52.3,52.2,617.0,458.9,158.1,47299.2,35197.0,12102.2,48207.3,35872.8,12334.5
Service - other,67,16,215.0,148.0,1999.1,1998.2,1997.1,1999.5,344.8,778.1,804.5,751.8,141.0,318.9,596.3,617.5,43.0,104.3,388.0,467.6,103.2,77.2,26.0,7746.9,5793.2,1953.7,7895.7,5904.4,1991.3
Cruise,62,16,826.6,106.1,1998.3,2000.6,1999.3,1995.7,277.8,343.6,360.7,371.2,21.5,25.3,35.1,36.1,12.0,16.7,21.4,24.3,233.2,171.9,61.4,18044.8,13300.6,4744.2,18391.2,13555.9,4835.3
Offshore,55,14,186.8,171.2,1999.3,2002.1,2010.5,2007.1,493.7,765.0,510.9,369.7,116.0,277.0,330.1,364.9,35.0,157.6,156.7,174.4,102.2,83.5,18.7,7693.2,6292.0,1401.1,7840.9,6412.8,1428.0
Refrigerated bulk,44,21,274.6,291.2,1995.8,1995.5,1995.5,1995.4,418.1,741.2,645.9,658.4,29.5,97.8,833.0,860.3,39.0,61.3,45.1,44.5,188.7,130.8,57.9,14291.8,9943.3,4348.6,14566.2,10134.2,4432.1
Liquefied gas tanker,40,14,528.0,613.2,2010.0,2010.9,2011.5,2011.3,572.6,834.2,814.6,811.2,69.0,128.2,257.3,255.0,42.0,56.0,64.2,64.1,155.3,118.5,36.8,11895.9,9106.1,2789.8,12124.3,9281.0,2843.3
Service - tug,34,17,50.6,41.3,2005.1,2008.6,2002.7,2003.3,476.8,607.4,538.0,543.3,86.0,327.6,713.7,706.3,29.5,243.3,463.7,511.9,60.4,50.7,9.6,4560.8,3833.0,727.8,4648.4,3906.6,741.8
Other liquids tankers,1,1,24.4,34.6,2016.0,2016.0,2016.0,2016.0,883.9,883.9,883.9,883.9,93.0,93.0,93.0,93.0,76.0,76.0,76.0,76.0,3.2,1.8,1.3,244.5,140.9,103.5,249.2,143.6,105.5
