Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
India,1038,843,220825.0,385276.0,2010.3,2010.4,2010.2,2010.3,4333.4,4445.4,4491.2,4500.9,379.0,411.2,425.1,432.3,56.0,74.4,76.4,79.0,14662.5,14122.1,540.4,1120857.7,1079016.1,41841.6,1142378.2,1099733.2,42645.0
Mozambique,522,359,10100.2,13213.0,2004.9,2007.7,2006.6,2007.5,708.6,870.9,681.0,733.9,61.0,140.6,129.6,145.2,58.0,94.0,71.5,81.2,1720.3,1330.0,390.3,132448.3,102561.7,29886.6,134991.3,104530.8,30460.4
Singapore,432,352,125595.1,189286.8,2008.9,2008.9,2009.0,2009.0,5055.0,5400.1,5467.4,5520.2,419.0,483.6,494.7,513.1,63.5,89.2,78.2,84.9,10279.0,9937.7,341.3,791446.8,765085.6,26361.2,806642.5,779775.2,26867.3
Brazil,349,279,68616.8,108167.7,2009.3,2009.1,2009.8,2009.4,3911.3,4174.3,4191.5,4271.2,351.0,395.3,435.3,469.4,11.0,27.6,27.7,26.4,6079.8,5958.2,121.6,469546.3,460146.5,9399.9,478561.6,468981.3,9580.3
Malaysia,285,233,115056.4,205217.8,2009.2,2009.3,2009.6,2009.8,4997.4,5319.4,5461.9,5510.1,430.0,477.9,512.4,524.4,59.0,75.7,70.5,71.1,7089.2,6881.4,207.8,546578.0,530487.1,16090.9,557072.3,540672.4,16399.8
Mauritius,248,180,25982.0,36007.5,2009.0,2009.6,2010.3,2010.5,1608.4,2165.0,1863.3,1951.1,135.5,263.5,264.3,306.0,82.0,112.7,83.6,82.1,2563.8,2307.5,256.3,197491.7,177753.4,19738.3,201283.5,181166.2,20117.3
Sri Lanka,233,187,43423.5,66682.7,2010.4,2010.5,2010.5,2010.4,3764.6,3981.1,3981.0,4028.8,307.0,334.6,347.7,367.4,40.0,76.9,72.0,78.7,3445.4,3334.2,111.2,266745.8,258138.3,8607.5,271867.3,263094.5,8772.8
Namibia,220,154,6377.2,5842.8,2004.2,2005.1,2007.7,2007.2,1169.6,1839.2,1219.0,1226.6,109.0,306.8,175.0,191.7,44.5,155.5,79.5,92.3,1010.6,813.2,197.3,76570.0,61554.9,15015.1,78040.2,62736.7,15303.4
United Arab Emirates,194,188,39716.2,72238.7,2010.3,2010.3,2010.6,2010.6,4027.9,4319.9,4439.6,4451.2,350.0,398.1,437.3,440.2,64.0,86.6,74.8,72.9,3085.0,2918.6,166.4,238827.5,225961.4,12866.0,243413.0,230299.9,13113.1
Argentina,179,173,23353.6,39268.2,2009.9,2009.9,2010.2,2010.2,4384.6,4386.2,4350.9,4352.1,377.0,391.6,389.3,392.7,13.0,28.5,23.7,23.4,2223.4,2183.6,39.8,172057.8,168991.8,3065.9,175361.3,172236.5,3124.8
Spain,178,110,57775.8,61783.0,2009.4,2008.4,2010.3,2010.9,5126.6,5462.5,5177.8,5122.8,314.0,445.5,340.1,359.1,29.0,59.9,40.1,48.6,6389.4,6269.3,120.1,494472.1,485241.6,9230.5,503965.9,494558.2,9407.7
"Tanzania, United Republic of",165,137,10868.9,10552.2,2009.3,2009.1,2010.0,2009.6,1639.9,1774.7,1742.4,1790.9,141.0,187.5,171.6,199.9,47.0,64.2,53.8,65.2,915.0,844.2,70.8,70730.7,65298.6,5432.1,72088.7,66552.4,5536.4
Angola,162,95,17128.4,25877.9,2004.3,2005.8,2007.7,2007.9,1717.2,2077.8,1923.5,1969.4,167.0,246.7,244.2,253.4,35.5,71.9,47.7,43.3,1725.1,1607.5,117.6,132417.4,123416.4,9001.0,134959.9,125786.0,9173.9
Kenya,154,151,8868.4,14743.5,2009.4,2009.3,2009.6,2009.9,1823.9,1957.2,1956.6,1948.5,171.0,241.0,251.4,251.5,66.5,88.6,81.2,82.5,750.9,691.2,59.7,58081.3,53487.7,4593.6,59196.4,54514.7,4681.8
Indonesia,124,120,37309.3,68548.5,2008.2,2008.4,2008.5,2008.6,4952.6,5452.7,5670.5,5711.5,435.0,490.6,562.5,568.9,35.0,60.7,51.9,51.0,2465.9,2397.4,68.5,190806.2,185512.6,5293.6,194469.7,189074.4,5395.2
United States of America,116,107,41888.5,64877.6,2009.6,2009.8,2010.1,2009.9,7979.7,8098.6,8110.3,8125.8,681.0,701.3,724.3,752.3,13.5,31.8,25.5,25.0,3802.0,3741.4,60.7,291015.0,286337.1,4677.9,296602.5,291834.8,4767.7
Australia,109,108,29988.6,53221.3,2011.6,2011.5,2011.6,2011.5,5421.4,5992.2,6939.9,7023.8,506.0,569.0,830.3,849.5,34.0,89.6,94.6,96.4,2339.0,2269.2,69.8,179484.4,174091.6,5392.8,182930.5,177434.2,5496.3
Madagascar,107,72,4103.8,5599.3,2010.5,2009.8,2010.9,2012.2,1344.4,1476.2,1476.6,1500.6,104.0,202.6,190.5,216.0,57.0,126.6,70.6,79.0,410.1,360.8,49.3,31671.8,27898.7,3773.1,32279.9,28434.4,3845.5
Nigeria,102,93,21914.3,36024.9,2008.8,2008.8,2009.6,2009.2,3259.5,3029.4,2979.5,3011.3,276.5,322.1,330.3,352.4,24.0,51.3,43.4,46.6,1957.0,1864.2,92.8,145930.5,138763.6,7166.8,148732.3,141427.9,7304.4
China,90,81,32213.4,56624.3,2008.4,2009.3,2010.5,2010.5,7209.9,6498.9,6507.4,6549.4,597.0,606.2,708.7,708.9,54.0,79.8,87.1,91.5,2103.3,2056.8,46.5,159508.1,155925.0,3583.2,162570.7,158918.8,3651.9
Oman,76,68,11982.8,21141.2,2010.3,2010.2,2010.6,2010.6,3942.5,4047.5,3909.8,3895.0,349.5,393.0,403.2,402.0,87.0,101.3,85.9,83.4,1270.4,1133.1,137.3,98395.7,87760.7,10635.0,100284.9,89445.7,10839.2
Ghana,64,41,7665.6,10003.4,2009.4,2008.8,2010.5,2010.7,3034.0,3011.0,3007.6,2993.1,241.0,356.9,303.7,290.4,28.0,59.2,37.7,35.8,801.0,747.6,53.4,61897.7,57814.9,4082.8,63086.1,58924.9,4161.2
Togo,61,41,18531.1,20561.4,2008.6,2007.8,2010.1,2009.9,3415.3,3241.7,3394.5,3387.3,251.0,308.1,271.8,280.7,46.0,41.6,53.9,51.9,1514.0,1460.3,53.8,117222.7,113070.4,4152.4,119473.4,115241.3,4232.1
Réunion,57,44,3914.6,4726.6,2007.3,2007.5,2008.8,2009.3,1452.9,1557.7,1781.0,1764.0,132.0,143.1,163.4,167.8,42.0,66.8,43.9,48.1,488.2,455.6,32.6,37783.9,35268.9,2515.0,38509.3,35946.0,2563.3
Saudi Arabia,56,56,33062.2,62963.8,2011.5,2011.5,2012.1,2012.1,4473.9,5284.6,5547.7,5573.7,408.0,470.2,758.7,767.2,24.0,41.1,27.3,26.6,2120.6,2079.4,41.2,164209.6,161021.7,3187.9,167362.4,164113.3,3249.1
Bangladesh,54,51,8698.5,15134.3,2011.2,2011.1,2011.6,2011.6,4926.4,4980.0,4978.6,4980.9,496.5,558.3,571.7,572.2,71.5,92.5,93.6,94.2,679.8,657.9,21.9,52648.0,50953.7,1694.3,53658.8,51932.0,1726.8
Bahamas,51,15,11796.2,16274.7,2007.6,2006.1,2007.6,2008.0,7007.0,7007.2,7101.7,7194.9,430.0,504.0,528.1,568.1,17.0,15.0,16.9,15.6,1791.8,1778.6,13.2,138573.7,137566.3,1007.4,141234.4,140207.6,1026.8
Equatorial Guinea,49,42,3771.8,6054.7,2007.2,2007.2,2007.3,2007.3,3088.8,3222.6,3002.9,2942.4,310.0,399.9,405.5,357.1,13.0,34.7,33.3,26.6,361.5,351.9,9.6,27927.8,27192.7,735.0,28464.0,27714.8,749.2
Pakistan,46,46,8215.6,13037.6,2011.4,2011.4,2011.5,2011.6,4431.9,4385.5,4456.2,4423.5,389.5,416.0,422.4,430.3,61.0,82.4,68.2,75.0,630.5,611.4,19.2,46465.8,44982.8,1483.0,47358.0,45846.5,1511.5
Uruguay,44,44,6683.2,9872.3,2008.8,2008.8,2010.3,2010.9,4302.0,4789.3,4530.8,4559.0,368.0,496.6,439.6,471.6,11.0,35.3,50.8,57.0,605.1,590.0,15.1,46721.1,45565.9,1155.2,47618.1,46440.8,1177.4
Morocco,28,21,11139.0,3831.8,2010.6,2009.6,2011.2,2010.5,5906.5,5892.9,5887.5,5820.5,379.0,383.9,382.3,383.8,39.5,39.6,40.8,41.9,605.1,593.8,11.4,46876.1,45994.2,881.9,47776.1,46877.2,898.9
Côte d'Ivoire,25,25,2739.9,3484.1,2005.4,2005.4,2008.9,2009.4,3509.3,3694.9,3538.3,3488.1,365.0,370.7,376.0,395.7,20.0,141.5,42.9,35.9,236.8,220.3,16.6,18231.0,16980.6,1250.5,18581.1,17306.6,1274.5
Germany,25,25,9056.4,4658.8,2009.0,2009.0,2009.4,2010.8,6967.8,7092.2,7102.9,7195.1,439.0,504.1,491.7,551.9,18.0,68.2,49.1,113.8,646.3,636.6,9.7,49906.7,49153.3,753.3,50864.9,50097.1,767.8
"Saint Helena, Ascension and Tristan da Cunha",25,12,616.6,661.2,1995.6,1994.5,2004.7,2006.1,1731.6,2392.1,2305.4,2431.0,179.0,315.0,336.7,357.0,107.0,253.0,276.6,179.2,152.5,123.7,28.8,11676.5,9480.9,2195.5,11900.7,9663.0,2237.7
Chile,24,23,4187.0,5978.9,2009.7,2009.7,2012.7,2012.4,6241.7,6096.8,6233.1,6305.2,548.0,569.9,530.8,549.0,16.5,191.9,50.9,34.3,467.1,456.6,10.5,34920.1,34121.1,799.0,35590.5,34776.2,814.4
Belgium,23,23,6037.3,3058.2,2007.6,2007.6,2006.8,2007.8,6869.4,6873.2,6841.2,6865.1,476.0,523.7,459.1,516.6,12.0,42.6,31.3,53.8,467.1,462.6,4.5,36082.1,35740.3,341.8,36774.9,36426.5,348.4
"Korea, Republic of",22,18,9860.2,17249.8,2008.7,2008.4,2009.5,2009.1,7641.6,7453.2,7470.5,7441.8,616.0,621.7,644.9,648.7,59.0,64.4,70.8,76.0,637.7,622.4,15.2,48029.3,46853.5,1175.8,48951.5,47753.1,1198.4
Netherlands,21,19,6558.9,11356.3,2009.5,2009.1,2010.6,2010.7,6817.8,6809.3,6829.7,6861.2,589.0,625.8,710.5,733.6,55.0,70.4,38.0,36.1,654.3,624.9,29.4,50501.5,48242.8,2258.7,51471.1,49169.0,2302.1
Russian Federation,21,21,4904.7,8307.0,2008.6,2008.6,2008.5,2008.3,8224.0,7966.4,8482.5,8590.6,708.0,676.8,790.6,807.8,111.0,114.9,102.2,99.1,541.3,517.7,23.6,41666.4,39883.4,1783.0,42466.4,40649.2,1817.2
Gabon,21,21,2398.4,4140.9,2006.4,2006.4,2007.6,2007.7,2971.8,3140.8,3378.2,3393.8,266.0,317.9,536.8,544.8,7.0,12.9,8.6,8.1,227.9,225.8,2.1,17636.8,17479.3,157.6,17975.5,17814.9,160.6
Trinidad and Tobago,21,21,5724.7,7535.1,2007.5,2007.5,2008.9,2010.5,6163.8,6191.3,6062.1,5923.0,489.0,561.5,527.7,507.6,17.0,49.5,37.5,37.8,477.8,468.8,9.0,36945.2,36255.7,689.4,37654.5,36951.9,702.7
Gibraltar,20,20,3654.0,6160.6,2008.2,2008.2,2008.9,2009.0,5967.0,6343.7,6684.4,6733.0,486.0,551.3,632.2,641.1,68.5,76.2,73.8,74.5,413.1,395.6,17.6,31973.9,30618.2,1355.8,32587.8,31206.0,1381.8
Cameroon,19,18,2432.1,4046.2,2005.9,2005.8,2006.0,2005.8,3167.0,3018.9,2759.5,2694.6,268.0,340.9,288.1,287.0,15.0,38.1,17.6,16.8,262.1,255.7,6.5,19290.2,18802.8,487.5,19660.6,19163.8,496.8
Venezuela (Bolivarian Republic of),19,18,16839.2,32592.2,2009.4,2009.4,2009.1,2009.1,5848.4,5676.5,6012.0,6014.1,667.0,623.5,657.2,657.1,0.0,3.1,0.9,0.9,1207.7,1207.4,0.3,93550.0,93529.8,20.2,95346.1,95325.5,20.6
Comoros,19,19,1707.0,3159.1,2011.0,2011.0,2010.5,2010.5,1304.1,1434.5,1416.0,1413.8,117.0,123.1,128.8,128.8,36.0,42.1,39.7,40.2,120.3,110.3,10.0,9316.2,8541.0,775.1,9495.0,8705.0,790.0
