Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Bulk carrier,3021,2180,687991.8,1268612.8,2010.3,2010.3,2010.1,2010.1,4719.5,4776.3,5037.6,5075.5,450.0,478.3,576.8,580.4,60.0,95.9,96.4,96.6,47714.8,45887.4,1827.4,3694712.2,3553470.0,141242.2,3765650.7,3621696.7,143954.0
Container,952,270,214276.2,249243.0,2007.2,2008.0,2009.8,2009.8,4058.0,3716.5,3875.4,3858.9,230.5,250.1,292.3,292.7,21.0,27.7,23.2,23.1,23633.6,23175.4,458.2,1829964.9,1794640.1,35324.8,1865100.2,1829097.2,36003.0
Chemical tanker,501,342,45094.9,73794.4,2009.5,2009.9,2010.0,2010.1,4200.7,4068.9,3920.4,3925.6,363.0,377.2,450.1,450.1,45.0,74.7,74.6,74.6,6836.7,6236.9,599.8,528832.8,482598.8,46234.0,538986.4,491864.7,47121.7
General cargo,470,278,28872.5,39713.5,2006.7,2007.7,2007.6,2007.9,3587.6,4171.4,3876.2,3934.2,315.0,381.2,472.7,477.4,41.0,86.5,85.4,83.8,4315.2,4112.8,202.5,332405.2,317167.7,15237.4,338787.3,323257.4,15530.0
Oil tanker,463,357,214750.6,409022.1,2008.7,2009.0,2009.5,2009.5,4034.4,4744.0,5175.5,5211.3,417.0,470.9,726.5,731.7,46.0,74.7,87.5,87.6,14515.1,13047.3,1467.8,1123791.2,1010236.3,113554.9,1145368.0,1029632.8,115735.2
Vehicle,343,234,80907.5,27281.4,2008.1,2008.0,2008.6,2008.3,4314.5,3977.4,3909.0,3910.1,267.0,255.9,310.7,309.6,12.0,16.8,16.4,16.4,4885.8,4823.0,62.8,378444.4,373578.0,4866.4,385710.5,380750.7,4959.8
Liquefied gas tanker,152,102,36232.6,34256.3,2011.4,2011.3,2012.6,2012.4,3871.7,4662.3,4379.6,4358.6,341.0,367.2,429.0,436.6,37.0,80.2,66.0,68.6,4218.3,3967.1,251.2,284545.8,265436.8,19109.0,290009.1,270533.2,19475.9
Refrigerated bulk,101,77,4158.1,4527.6,1994.8,1995.2,1996.3,1996.1,5743.8,5367.3,5387.7,5376.7,371.0,456.7,544.8,553.1,46.0,125.2,92.2,96.5,1955.2,1743.4,211.8,149036.6,133135.5,15901.1,151898.1,135691.7,16206.4
Miscellaneous - fishing,64,49,753.9,442.9,1990.9,1994.4,1997.2,1998.0,4736.6,10665.8,9735.8,9652.7,613.5,1770.7,2220.9,1883.9,46.0,371.8,1259.6,1388.0,381.5,310.9,70.6,28683.4,23375.0,5308.5,29234.2,23823.8,5410.4
Cruise,58,22,2486.3,289.9,2002.2,2000.0,2001.8,2001.1,417.9,1125.2,726.3,769.6,34.0,76.7,109.8,118.4,8.0,14.7,15.8,16.6,593.3,532.2,61.2,45932.1,41198.3,4733.8,46814.0,41989.3,4824.7
Offshore,56,45,3638.7,2973.1,2005.1,2009.5,2010.2,2008.2,2510.5,3569.6,3490.0,2647.2,267.0,381.3,542.9,468.5,72.5,345.1,378.0,397.0,795.3,692.2,103.1,58985.4,51245.4,7740.0,60118.0,52229.3,7888.6
Service - other,46,34,1216.7,840.8,1996.6,1999.1,2000.0,2002.7,2704.3,3751.6,4221.3,4524.9,371.0,725.5,859.8,826.7,99.5,384.0,243.6,196.9,411.0,378.1,32.8,31243.5,28778.2,2465.2,31843.4,29330.8,2512.6
Service - tug,32,31,361.1,296.5,2008.6,2008.5,2010.3,2010.0,2406.4,3159.3,3797.5,4055.0,334.5,649.7,1028.9,1119.2,28.0,146.7,154.1,168.1,192.0,187.9,4.0,14615.3,14311.6,303.7,14895.9,14586.4,309.5
Ro-Ro,18,4,418.0,379.7,2012.1,2012.0,2012.0,2012.0,357.2,426.4,457.8,455.4,27.0,31.2,54.1,53.8,19.5,21.0,28.8,28.7,46.8,40.9,6.0,3629.0,3165.8,463.2,3698.6,3226.6,472.1
Ferry-RoPax,1,1,2.0,0.1,1976.0,1976.0,1976.0,1976.0,4464.4,4464.4,4464.4,4464.4,394.0,394.0,394.0,394.0,2.0,2.0,2.0,2.0,4.4,4.4,0.0,333.5,332.9,0.7,339.9,339.3,0.7
Yacht,1,1,0.6,0.6,1911.0,1911.0,1911.0,1911.0,1817.4,1817.4,1817.4,1817.4,895.0,895.0,895.0,895.0,42.0,42.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other liquids tankers,1,1,172.0,244.2,2016.0,2016.0,2016.0,2016.0,6230.3,6230.3,6230.3,6230.3,1092.0,1092.0,1092.0,1092.0,43.0,43.0,43.0,43.0,23.1,22.4,0.8,1792.2,1733.6,58.6,1826.6,1766.9,59.7
