Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Richards Bay,1351,1046,238056.8,432593.6,2010.5,2010.5,2010.1,2010.0,4028.0,3744.9,4084.1,4139.0,342.0,341.1,486.2,488.7,88.0,108.0,117.5,118.5,15833.1,14924.0,909.0,1226014.6,1155766.8,70247.8,1249554.1,1177957.5,71596.6
Island View,1248,1011,206181.0,320871.4,2008.5,2008.8,2009.5,2009.8,4121.6,4034.0,4016.9,4412.4,361.0,386.9,505.1,542.3,29.0,54.3,46.3,46.7,18195.0,17246.6,948.3,1405915.4,1332696.8,73218.6,1432909.0,1358284.6,74624.4
Port Elizabeth,917,824,167886.1,253321.6,2010.0,2010.0,2010.2,2010.3,4435.8,4551.3,4656.1,4594.5,389.0,410.1,460.8,475.1,13.0,36.8,29.3,31.8,13935.8,13678.6,257.3,1075287.0,1055443.7,19843.3,1095932.5,1075708.2,20224.3
Durban,740,487,125631.6,144641.1,2007.5,2007.7,2009.0,2009.3,3664.3,3700.6,3394.3,3357.4,307.0,334.2,336.9,345.2,48.0,72.8,59.8,59.4,12689.0,12098.0,591.0,981460.2,935968.9,45491.2,1000304.2,953939.5,46364.7
Cape Town,684,526,160521.6,255026.1,2006.5,2007.3,2009.9,2009.8,3751.5,4350.7,4477.3,4643.3,336.5,450.5,537.9,567.2,23.5,78.2,20.8,17.0,13971.0,13529.1,441.9,1039876.7,1006178.5,33698.2,1059842.3,1025497.1,34345.2
Saldanha,386,331,156026.8,297420.9,2009.9,2010.0,2010.3,2010.3,5334.0,4933.2,5476.8,5502.9,519.0,516.9,644.2,647.2,54.0,78.1,64.2,63.9,8068.0,7880.6,187.4,622188.7,607722.1,14466.6,634134.8,619390.4,14744.4
Salt River,272,144,56321.7,65408.0,2006.6,2006.2,2009.3,2009.4,4420.0,4080.5,4126.6,4114.7,276.5,435.9,317.2,315.5,28.0,158.2,37.6,35.5,6837.9,6657.5,180.5,529059.4,515216.5,13842.9,539217.4,525108.7,14108.7
Congella,259,191,22692.0,36699.1,2005.5,2007.5,2009.1,2009.5,3702.9,4265.0,4026.6,4041.7,329.0,469.9,501.0,498.7,111.0,146.6,141.6,142.2,2442.4,2251.0,191.4,188166.0,173619.8,14546.2,191778.8,176953.3,14825.5
Port Of Ngqura,250,181,57404.1,81890.4,2007.9,2008.6,2010.8,2010.5,3923.2,4204.8,4201.4,4324.3,281.5,373.3,391.8,427.6,36.0,49.5,45.3,43.8,5671.0,5495.7,175.3,438933.1,425407.0,13526.2,447360.6,433574.8,13785.9
East London,44,28,6491.2,2948.0,2002.0,2006.1,2005.5,2006.5,1871.1,3873.9,4225.2,3949.6,223.0,288.9,399.2,384.4,19.0,50.1,26.1,57.3,420.0,413.6,6.5,32467.8,31972.9,494.9,33091.2,32586.8,504.4
