Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Port Elizabeth,561,292,9363.3,12522.4,2005.1,2007.5,2008.8,2009.2,439.6,715.6,509.1,584.4,47.0,122.4,255.8,315.7,46.0,92.5,111.8,91.0,1477.8,1086.7,391.1,113295.6,83401.2,29894.4,115470.9,85002.5,30468.4
Island View,430,248,5673.0,7672.3,2008.6,2008.1,2008.7,2008.9,401.9,545.7,505.6,507.8,64.5,134.0,113.4,122.5,35.0,83.4,62.7,70.9,1122.9,808.4,314.5,86467.9,62338.9,24129.0,88128.0,63535.8,24592.3
Durban,428,229,12839.5,14986.4,2007.7,2006.7,2008.8,2008.9,410.5,621.9,486.7,515.3,34.0,86.1,100.8,127.7,31.0,59.1,49.8,52.8,1573.2,1256.1,317.1,121624.5,97176.8,24447.7,123959.7,99042.6,24917.1
Cape Town,290,189,4902.0,6454.7,2005.0,2005.6,2008.6,2009.3,576.2,989.5,586.3,592.4,68.0,197.9,158.1,153.9,41.0,65.2,63.3,68.4,931.8,772.9,158.9,71600.1,59442.9,12157.2,72974.9,60584.2,12390.6
Port Of Ngqura,286,104,7849.5,9169.8,2006.7,2005.9,2010.1,2009.9,432.9,408.2,457.9,456.6,44.0,65.4,67.5,67.5,58.5,78.3,72.2,72.1,1068.1,748.6,319.5,82522.7,57919.7,24603.0,84107.2,59031.8,25075.4
East London,240,106,2060.6,1771.4,2006.9,2007.2,2008.2,2009.0,259.3,317.9,270.8,287.0,24.0,62.4,46.1,58.9,22.0,50.1,41.7,60.5,365.5,209.1,156.4,28127.7,16123.9,12003.7,28667.7,16433.5,12234.2
Richards Bay,228,138,4110.1,6930.0,2009.4,2009.4,2011.8,2012.3,300.5,825.7,745.7,824.5,76.0,167.5,575.2,602.0,44.0,102.6,71.4,69.9,638.2,492.0,146.2,49092.2,37881.9,11210.3,50034.8,38609.3,11425.5
Salt River,179,86,4336.9,5197.2,2006.1,2005.3,2008.8,2009.0,485.4,1014.3,547.0,552.7,51.0,168.5,75.1,72.3,34.0,47.0,38.8,40.0,619.5,503.0,116.5,47806.5,38853.2,8953.3,48724.4,39599.2,9125.2
Congella,142,92,1456.8,2282.0,2005.8,2009.2,2008.5,2009.5,420.8,1364.7,503.6,495.7,61.5,256.0,186.6,127.6,66.0,148.1,103.0,99.9,298.8,226.2,72.6,22859.2,17335.3,5523.9,23298.1,17668.1,5630.0
Saldanha,81,62,1729.4,2858.1,2003.6,2006.0,2005.7,2006.1,879.9,1083.7,1043.9,1031.6,88.0,190.8,414.8,372.5,38.0,107.4,45.4,37.8,220.3,194.2,26.1,16871.0,14896.3,1974.7,17194.9,15182.3,2012.6
Mossel Bay,59,26,465.2,620.0,2005.0,2002.9,2005.4,2007.2,344.8,927.5,442.5,461.5,44.0,230.5,141.3,119.5,30.0,52.2,51.9,53.7,152.5,98.1,54.4,11737.4,7546.2,4191.3,11962.8,7691.0,4271.8
St Francis Bay,29,4,9.1,6.6,1965.2,1976.0,1966.0,1965.3,721.4,637.3,938.1,974.5,102.0,107.1,317.9,320.9,48.0,105.6,215.4,218.7,27.2,18.3,9.0,2044.0,1371.6,672.4,2083.3,1398.0,685.3
Kommetjie,20,18,150.9,195.6,2006.2,2005.8,2010.4,2010.8,456.2,550.3,241.6,224.4,56.5,110.9,95.4,94.7,52.5,194.1,60.8,59.4,31.8,19.4,12.3,2437.9,1495.0,942.8,2484.7,1523.7,960.9
Elands Bay,18,13,69.7,113.0,1996.9,2000.8,2001.5,2001.2,257.1,359.3,129.9,113.8,105.0,175.3,261.8,198.7,80.0,129.3,117.0,97.1,18.3,14.3,4.0,1396.8,1097.0,299.8,1423.6,1118.1,305.5
Simon'S Town,15,12,274.9,422.2,1991.1,1995.9,1996.0,1995.8,1251.5,1360.4,1206.3,1215.6,308.0,527.5,239.0,162.8,36.0,288.9,39.2,32.6,50.0,37.9,12.1,3801.0,2886.1,914.8,3874.0,2941.6,932.4
Laaiplek,12,10,192.8,239.9,1999.3,2000.4,2001.9,2003.4,547.8,1994.3,753.3,598.3,129.5,432.4,1192.8,1058.5,78.0,119.9,47.8,49.0,68.2,62.2,6.0,5180.6,4721.9,458.7,5280.0,4812.6,467.5
Port Nolloth,10,7,30.8,41.8,1985.3,1991.0,1984.8,1984.1,800.2,1237.7,1065.7,1062.2,170.0,793.9,160.5,119.8,150.5,380.5,170.4,160.5,18.6,13.5,5.0,1397.8,1020.3,377.5,1424.7,1039.9,384.8
Goudiniweg,8,7,31.2,34.4,1998.6,1997.4,1996.9,2000.0,195.8,3330.1,242.0,207.0,30.0,39.3,38.4,39.1,73.0,1240.0,2184.6,1557.8,26.2,2.5,23.7,1971.9,194.1,1777.7,2009.7,197.9,1811.8
Kenton-On-Sea,7,7,13.0,17.0,1993.3,1993.3,2004.4,2004.5,77.0,229.5,85.7,85.3,16.0,34.3,57.1,54.4,20.0,33.6,32.1,35.6,5.2,2.3,2.9,399.0,176.9,222.1,406.7,180.3,226.4
Bottelary,7,6,55.2,94.7,1999.3,2001.5,2007.0,2008.4,417.6,1109.4,367.2,381.6,163.0,163.8,81.3,74.8,65.0,478.6,182.6,174.3,13.8,7.2,6.6,1041.5,545.1,496.4,1061.5,555.6,505.9
Port Saint John'S,6,4,29.7,23.7,1993.2,1996.2,1992.3,1994.4,290.4,334.7,497.3,429.6,76.0,66.5,403.4,335.4,34.0,240.8,95.9,75.2,7.0,4.6,2.4,531.2,347.8,183.4,541.4,354.5,186.9
Port Alfred,5,5,13.2,16.8,1993.8,1993.8,2006.8,2009.3,98.8,303.4,100.5,97.3,45.0,64.8,23.6,21.2,31.0,50.0,48.8,42.9,3.5,2.5,0.9,263.0,190.8,72.2,268.0,194.5,73.5
Pennington,3,3,84.2,96.9,2011.0,2011.0,2008.5,2009.5,585.2,630.5,561.0,540.8,65.0,81.0,81.2,35.3,83.0,124.7,151.7,209.9,6.4,2.5,4.0,497.8,189.7,308.1,507.3,193.3,314.0
Southbroom,2,2,12.4,13.6,2008.5,2008.5,2008.1,2008.3,111.6,111.6,110.2,110.7,21.0,21.0,20.8,20.9,37.5,37.5,39.5,38.7,2.2,1.0,1.2,173.0,79.4,93.6,176.3,80.9,95.4
Knysna,2,2,19.0,30.7,2008.5,2008.5,2015.8,2016.0,671.3,671.3,777.8,780.5,48.0,48.0,57.8,57.9,72.0,72.0,10.5,9.4,2.3,1.7,0.6,173.6,130.4,43.1,176.9,132.9,43.9
Strand,2,2,3.8,1.2,2005.5,2005.5,2004.2,2004.3,1127.5,1127.5,1520.3,1367.7,42.0,42.0,46.4,46.1,81.5,81.5,100.5,99.1,0.5,0.2,0.3,38.7,16.5,22.3,39.5,16.8,22.7
Eastern Cape,1,1,25.3,41.2,2016.0,2016.0,2016.0,2016.0,1049.7,1049.7,1049.7,1049.7,82.0,82.0,82.0,82.0,8.0,8.0,8.0,8.0,2.4,2.2,0.2,186.3,169.8,16.6,189.9,173.0,16.9
