Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,259,39,1705.8,2252.9,2007.5,2006.1,2008.8,2009.1,274.5,1540.6,1082.2,1045.8,26.0,156.2,287.9,284.4,53.0,70.7,73.0,74.8,396.9,336.4,60.5,30484.8,25928.1,4556.7,31070.1,26426.0,4644.2
Service - tug,250,10,18.5,17.6,1999.7,2007.0,2007.4,2006.5,76.0,441.8,190.8,166.1,14.0,148.4,446.4,387.1,15.0,32.7,67.3,65.9,29.3,25.0,4.2,2199.1,1880.0,319.1,2241.3,1916.1,325.2
Bulk carrier,50,38,2680.1,4280.6,2004.7,2007.6,2008.9,2008.7,3253.7,2896.8,2697.4,2631.5,284.5,325.1,339.5,342.4,107.5,144.1,118.8,118.4,287.8,267.7,20.1,22242.2,20707.8,1534.5,22669.3,21105.3,1563.9
Refrigerated bulk,43,28,436.6,511.0,1990.2,1990.9,1990.6,1990.6,1352.8,1982.6,1893.7,1870.0,118.0,169.4,232.1,231.1,131.0,144.1,204.2,201.6,298.6,171.2,127.4,22612.5,13044.0,9568.6,23046.7,13294.4,9752.3
Container,35,2,91.4,119.7,2008.0,2008.5,2008.0,2008.0,498.6,463.2,420.0,420.2,49.0,54.2,46.8,46.9,50.0,87.0,52.5,52.8,33.3,19.1,14.2,2536.1,1468.9,1067.3,2584.8,1497.1,1087.8
Chemical tanker,22,19,510.1,824.7,2008.8,2008.7,2009.7,2009.7,1050.0,1268.8,1475.8,1481.1,80.0,119.6,248.6,248.5,60.5,93.4,67.3,67.1,106.0,71.3,34.8,8150.7,5501.7,2649.0,8307.2,5607.3,2699.9
Ro-Ro,7,1,3.7,4.5,2017.0,2017.0,2017.0,2017.0,235.5,235.5,377.3,377.3,30.0,30.0,99.6,99.6,3.0,3.0,15.1,15.1,2.9,2.5,0.4,216.0,184.4,31.5,220.1,188.0,32.1
Ferry-RoPax,5,1,2.0,0.1,1976.0,1976.0,1976.0,1976.0,933.6,933.6,929.4,929.4,202.0,202.0,252.0,252.0,49.0,49.0,64.7,64.7,8.1,6.5,1.6,606.4,487.8,118.6,618.1,497.2,120.9
Service - other,5,4,8.8,8.7,1995.4,1997.5,1995.0,1991.6,1040.3,2207.1,1423.2,1266.6,313.0,1435.2,1559.4,998.7,191.0,422.5,359.1,273.0,19.2,15.8,3.4,1439.3,1184.5,254.7,1466.9,1207.3,259.6
Offshore,5,2,1.7,1.2,1988.8,1996.0,2006.5,2005.8,115.2,830.5,846.3,706.1,10.0,910.0,1695.0,1644.7,111.0,169.8,258.7,253.3,6.7,5.2,1.5,501.2,390.4,110.8,510.8,397.9,112.9
Miscellaneous - fishing,2,1,1.0,0.9,1986.0,1986.0,1986.0,1986.0,489.1,489.1,489.1,489.1,538.5,538.5,811.2,811.2,8.0,8.0,8.5,8.5,1.8,1.7,0.0,133.2,131.2,1.9,135.7,133.7,2.0
Oil tanker,2,2,329.6,575.8,2012.0,2012.0,2009.1,2009.1,3838.8,3838.8,3830.7,3838.8,376.0,376.0,585.4,585.8,156.5,156.5,46.7,46.5,28.2,25.5,2.7,2184.5,1972.2,212.3,2226.4,2010.0,216.4
