Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Angola,262,27,67.9,89.7,1998.9,2001.7,1998.3,1998.9,76.0,318.4,251.2,240.6,14.0,92.5,180.3,159.9,15.0,79.9,193.2,208.2,64.4,36.4,28.0,4864.2,2750.0,2114.2,4957.6,2802.8,2154.8
Congo,210,32,282.2,396.1,2008.2,2007.4,2009.0,2009.0,246.5,316.5,257.0,255.7,22.0,92.1,48.1,40.1,61.0,88.6,84.5,85.2,138.0,83.6,54.4,10524.5,6423.4,4101.0,10726.5,6546.8,4179.8
Gabon,52,15,224.9,309.9,2007.9,2007.7,2008.2,2008.4,612.6,638.4,619.7,622.4,55.0,226.8,119.4,125.3,30.5,116.6,105.6,122.4,62.5,50.1,12.4,4780.8,3843.0,937.7,4872.6,3916.8,955.8
Cameroon,30,9,193.5,275.4,2007.0,2004.8,2006.3,2006.0,780.1,836.0,830.2,845.9,77.0,332.7,452.5,555.6,48.0,137.8,145.3,170.0,53.4,43.4,10.0,4106.7,3350.4,756.3,4185.5,3414.8,770.8
Namibia,24,11,119.5,138.2,1986.2,1986.7,1987.4,1987.5,1190.0,1247.2,1287.9,1281.1,107.5,136.5,127.9,127.2,136.0,243.4,277.8,281.9,121.9,48.2,73.7,9205.9,3668.5,5537.4,9382.7,3739.0,5643.7
Brazil,17,16,1253.9,1964.8,2011.0,2010.7,2011.0,2010.9,3733.4,3609.6,3603.6,3598.4,293.0,307.1,310.1,309.2,131.0,124.7,124.2,123.9,130.6,124.4,6.2,10082.8,9615.7,467.1,10276.4,9800.4,476.1
Spain,15,10,350.8,457.0,1998.6,1999.9,1999.6,2000.4,3262.2,3607.8,3284.3,3276.9,251.0,738.4,301.6,283.4,6.0,164.1,62.4,52.4,113.7,100.1,13.6,8697.1,7676.6,1020.5,8864.1,7824.0,1040.1
Togo,11,11,200.0,332.0,2007.2,2007.2,2009.8,2010.0,1140.3,1190.4,1250.2,1257.6,116.0,131.9,148.3,149.7,103.0,145.1,175.7,175.1,54.7,33.8,20.9,4197.6,2603.0,1594.6,4278.2,2653.0,1625.2
Uruguay,9,9,715.4,1132.7,2005.2,2005.2,2006.3,2006.1,4336.7,4387.2,4397.8,4397.7,366.0,368.9,372.0,373.9,43.0,63.3,68.0,66.6,79.2,77.4,1.8,6113.2,5978.1,135.1,6230.6,6092.9,137.7
South Africa,9,9,243.0,369.2,1994.7,1994.7,2002.4,2003.5,2235.7,2314.7,2523.7,2550.3,216.0,239.2,263.2,265.7,63.0,82.7,75.6,70.8,53.1,43.2,10.0,4065.2,3312.8,752.4,4143.3,3376.4,766.8
Morocco,4,4,177.1,265.8,2010.5,2010.5,2011.3,2011.2,3772.8,3783.2,3784.4,3785.4,314.0,353.8,330.0,331.4,242.0,221.8,254.2,250.8,29.5,25.9,3.5,2265.6,2000.6,265.0,2309.1,2039.0,270.1
Argentina,4,4,407.8,639.1,2013.5,2013.5,2013.6,2013.6,4647.5,4635.1,4632.2,4631.0,384.0,386.2,384.7,384.4,120.0,114.2,115.7,116.7,38.3,36.3,2.0,2959.4,2808.5,150.9,3016.3,2862.4,153.8
France,4,1,280.2,338.6,2011.0,2011.0,2011.0,2011.0,4703.0,4703.0,4714.7,4714.7,495.5,495.5,494.8,494.8,37.0,37.0,41.2,41.2,54.9,53.7,1.3,4228.1,4133.0,95.1,4309.3,4212.4,96.9
Côte d'Ivoire,4,4,29.2,36.8,1992.8,1992.8,1992.8,1992.8,1416.8,1403.2,1405.4,1410.9,117.0,113.8,113.0,112.5,90.5,84.0,83.5,83.4,19.1,13.4,5.6,1448.9,1024.7,424.2,1476.7,1044.4,432.3
Guinea,3,3,132.8,223.0,2002.7,2002.7,2002.6,2002.5,2038.4,2085.5,2075.2,2075.6,183.0,246.7,234.0,235.2,110.0,80.0,85.5,85.1,13.5,12.9,0.6,1046.5,999.0,47.6,1066.6,1018.1,48.5
China,3,3,47.5,92.9,1991.0,1991.0,2010.9,2010.9,222.1,261.5,502.0,505.5,62.0,76.7,128.6,128.8,38.0,32.3,51.8,51.9,2.9,2.3,0.5,221.2,180.6,40.6,225.4,184.0,41.4
United Kingdom of Great Britain and Northern Ireland,3,2,136.7,166.2,2003.7,2000.0,2009.2,2009.1,4518.5,4372.2,4248.4,4249.8,400.0,339.2,332.7,333.1,1.0,66.5,97.8,97.2,26.1,19.6,6.5,2004.1,1501.6,502.5,2042.6,1530.4,512.2
Gibraltar,2,2,159.8,240.1,2010.0,2010.0,2010.5,2010.6,4079.1,4079.1,4118.2,4122.7,302.5,302.5,291.9,290.7,23.5,23.5,28.4,29.0,20.4,19.2,1.1,1573.5,1486.5,86.9,1603.7,1515.1,88.6
Belgium,2,1,152.7,184.5,2011.0,2011.0,2011.0,2011.0,5137.3,5137.3,5137.3,5137.3,417.0,417.0,417.0,417.0,93.5,93.5,93.5,93.5,27.7,26.3,1.4,2128.6,2020.0,108.6,2169.5,2058.8,110.7
Nigeria,2,2,28.0,37.5,2012.5,2012.5,2012.3,2012.2,898.0,898.0,896.0,895.6,76.0,76.0,75.1,74.9,47.0,47.0,47.9,48.1,5.0,4.3,0.6,381.0,333.8,47.2,388.3,340.2,48.1
