Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Angola,28,12,197.7,263.0,2004.5,2004.2,2004.0,2004.0,724.5,644.3,679.1,678.7,71.5,65.4,71.5,72.7,93.5,101.9,114.4,114.8,62.2,36.4,25.8,4740.0,2794.2,1945.8,4831.0,2847.9,1983.1
Gabon,21,16,38.3,57.1,2006.3,2005.2,2006.3,2005.9,168.8,583.3,230.6,247.3,17.0,82.5,55.4,57.9,41.0,59.5,137.6,156.2,13.8,8.7,5.1,1054.0,666.9,387.2,1074.3,679.7,394.6
Equatorial Guinea,15,7,177.4,289.9,2006.3,2004.6,2000.1,1999.9,210.4,595.3,1045.7,1226.8,20.0,77.8,185.4,191.2,28.0,30.6,24.8,24.3,22.7,18.1,4.5,1743.0,1399.7,343.2,1776.4,1426.6,349.8
Côte d'Ivoire,14,11,120.2,107.5,1995.1,1995.0,1992.5,1993.9,1920.5,3901.4,3094.3,2446.0,211.5,418.0,862.2,807.9,76.0,118.0,408.1,404.5,69.0,58.1,10.9,5185.5,4369.7,815.8,5285.0,4453.6,831.5
Nigeria,14,12,294.4,502.4,2006.4,2005.7,2008.0,2007.9,331.6,375.0,410.3,421.8,60.5,76.4,93.6,100.3,34.5,62.9,26.3,20.0,37.7,26.4,11.3,2827.6,1962.3,865.3,2881.9,1999.9,881.9
Togo,6,6,76.1,106.8,1990.5,1990.5,2006.7,2006.7,1051.0,2417.1,3583.7,3810.7,148.0,412.2,927.0,896.7,173.0,385.0,59.7,54.8,28.8,23.9,4.9,2191.4,1822.6,368.8,2233.5,1857.6,375.9
Portugal,6,4,243.4,306.3,2007.2,2006.2,2005.2,2005.2,3455.5,3536.7,3526.7,3529.7,286.5,303.0,285.2,286.3,55.0,82.1,86.4,83.8,42.8,39.3,3.5,3295.8,3033.4,262.4,3359.1,3091.6,267.4
Namibia,3,3,131.2,16.2,1992.0,1992.0,2007.7,2000.2,1478.9,4320.2,1524.5,1795.4,87.0,555.3,140.2,381.5,10.0,15.3,17.3,14.2,36.9,35.1,1.8,2839.3,2702.0,137.4,2893.9,2753.9,140.0
Congo,2,2,2.7,1.6,1997.5,1997.5,2009.8,2011.4,728.3,728.3,920.5,978.2,99.5,99.5,128.9,132.5,16.5,16.5,2.5,0.7,1.1,1.1,0.1,83.9,79.7,4.2,85.5,81.2,4.3
Mauritania,2,2,31.5,38.5,2008.5,2008.5,2007.4,2007.6,2395.8,2395.8,2362.0,2366.9,212.5,212.5,194.4,197.4,9.5,9.5,10.9,10.7,7.6,7.5,0.1,589.5,580.4,9.1,600.8,591.5,9.3
