Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,53,18,357.9,468.9,2007.0,2005.8,2005.5,2005.4,265.9,640.2,679.0,679.4,32.0,74.9,146.9,147.3,45.0,70.3,78.8,79.0,74.9,59.0,15.9,5739.1,4544.8,1194.3,5849.3,4632.1,1217.2
Oil tanker,14,10,3367.9,6339.0,2006.9,2007.2,2011.0,2011.1,723.3,3186.3,3797.9,3785.4,117.5,348.7,931.9,934.9,28.0,43.7,138.5,140.4,232.6,211.6,21.0,17992.8,16371.9,1620.9,18338.2,16686.2,1652.0
Container,13,7,246.8,305.6,2004.4,2003.9,2004.6,2004.6,701.4,830.3,1324.0,1299.0,63.0,74.4,214.3,214.8,85.0,100.1,90.2,87.8,59.0,46.7,12.2,4526.4,3602.3,924.2,4613.3,3671.4,941.9
Miscellaneous - fishing,11,10,123.6,101.8,1994.1,1994.4,1991.5,1992.2,5183.2,5701.0,6282.3,6717.6,604.0,652.8,955.3,960.0,80.0,116.2,397.1,416.4,76.7,66.7,10.0,5758.0,5007.1,750.9,5868.6,5103.3,765.3
Chemical tanker,10,5,104.3,153.2,2006.0,2007.0,2007.2,2007.3,753.2,2654.2,1467.2,1374.7,110.5,476.7,711.4,664.5,71.0,83.1,70.9,73.2,46.2,31.3,14.9,3517.7,2392.8,1124.9,3585.2,2438.7,1146.5
Ferry-pax only,5,1,1.2,0.2,1983.0,1983.0,1983.0,1983.0,509.9,509.9,535.2,535.2,115.0,115.0,107.8,107.8,52.0,52.0,299.7,299.7,3.6,0.9,2.7,269.5,64.3,205.2,274.6,65.5,209.1
Liquefied gas tanker,5,4,1478.0,1256.1,2003.6,2006.5,2012.0,2011.9,341.2,3336.8,4381.9,4500.7,136.0,228.5,410.5,415.5,49.0,48.5,52.4,52.4,163.9,156.5,7.4,9929.2,9358.3,570.9,10119.9,9538.0,581.9
Bulk carrier,3,3,264.9,516.6,2001.3,2001.3,1994.1,1994.0,767.0,1458.1,2230.9,2302.5,69.0,109.0,207.8,209.5,157.0,163.0,47.9,45.9,14.1,12.5,1.7,1093.4,966.3,127.2,1114.4,984.8,129.6
Offshore,2,2,1.1,1.2,1981.5,1981.5,1975.5,1975.0,676.3,676.3,725.3,730.0,107.0,107.0,112.6,113.1,12.5,12.5,4.8,4.2,1.8,1.7,0.1,136.7,129.0,7.7,139.3,131.5,7.9
Cruise,2,2,126.0,12.8,2007.0,2007.0,2009.6,2010.4,1474.9,1474.9,1473.7,1473.4,85.5,85.5,85.1,84.9,21.0,21.0,17.8,16.9,30.3,28.5,1.8,2344.0,2207.3,136.7,2389.0,2249.7,139.4
Service - other,2,2,9.2,6.2,2006.5,2006.5,2004.0,2003.7,740.7,740.7,557.1,549.1,131.5,131.5,130.4,130.2,16.5,16.5,24.0,24.8,2.2,2.1,0.1,164.0,159.7,4.3,167.2,162.8,4.4
Service - tug,1,1,0.2,0.1,1975.0,1975.0,1975.0,1975.0,700.6,700.6,700.6,700.6,116.0,116.0,116.0,116.0,484.0,484.0,484.0,484.0,0.6,0.2,0.4,46.0,15.5,30.4,46.8,15.8,31.0
Other liquids tankers,1,1,0.0,0.0,1978.0,1978.0,1978.0,1978.0,65.3,65.3,65.3,65.3,8.0,8.0,8.0,8.0,83.0,83.0,83.0,83.0,1.6,0.1,1.5,119.9,4.7,115.2,122.2,4.8,117.4
Vehicle,1,1,139.7,44.7,2006.0,2006.0,2006.0,2006.0,2278.8,2278.8,2278.8,2278.8,197.0,197.0,197.0,197.0,8.0,8.0,8.0,8.0,5.7,5.6,0.1,442.1,435.7,6.4,450.6,444.1,6.5
Ro-Ro,1,1,0.3,0.3,2017.0,2017.0,2017.0,2017.0,185.6,185.6,185.6,185.6,34.0,34.0,34.0,34.0,69.0,69.0,69.0,69.0,0.7,0.2,0.5,49.6,14.3,35.3,50.5,14.6,36.0
