Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Jelsa,626,183,3627.2,5576.6,2001.4,2001.6,2004.6,2004.6,471.4,571.3,515.5,514.3,46.0,59.1,56.9,55.7,16.0,27.4,21.6,20.7,682.1,641.3,40.8,51216.3,48150.3,3066.0,52199.7,49074.8,3124.9
Oslo,570,74,8069.7,806.0,1991.5,2000.4,1994.7,1995.0,273.8,433.6,345.2,367.3,19.0,57.5,28.8,39.0,5.0,14.7,12.7,15.4,1616.2,1380.3,235.9,121368.4,103637.7,17730.7,123698.7,105627.6,18071.1
Tananger,552,150,3778.5,1628.3,2009.2,2004.9,2012.1,2009.5,359.8,1136.5,402.5,569.8,24.0,221.8,156.7,340.8,11.0,160.0,64.5,108.3,1020.6,740.9,279.7,68919.2,50423.6,18495.5,70242.4,51391.8,18850.7
Karsto,548,129,8731.9,11522.2,2009.8,2009.8,2012.2,2012.3,559.9,1309.1,1103.2,1111.9,61.0,128.3,249.2,250.0,28.0,43.5,56.9,60.6,1659.8,1289.9,369.9,124809.3,96942.5,27866.9,127205.7,98803.7,28401.9
Porsgrunn,547,319,4741.3,7492.2,2003.8,2004.4,2010.7,2010.8,498.5,972.1,1514.7,1611.7,51.0,99.5,422.6,442.6,17.0,38.3,88.7,92.4,827.8,726.0,101.8,62927.6,55242.8,7684.7,64135.8,56303.5,7832.3
Rekefjord,520,211,570.3,829.6,1996.9,1998.8,1999.1,1998.8,330.9,407.9,394.2,396.2,40.0,47.7,54.3,54.2,15.0,23.1,34.8,35.1,188.3,158.3,30.0,14147.3,11889.1,2258.2,14419.0,12117.4,2301.6
Fredrikstad,494,248,1718.9,1939.7,2001.2,2000.8,2005.3,2005.4,482.2,507.3,498.1,508.8,41.0,63.1,61.7,67.3,20.0,46.8,39.2,46.6,501.0,431.7,69.3,37652.5,32449.7,5202.8,38375.5,33072.7,5302.7
Rafnes,493,155,7729.2,9767.8,2003.3,2006.3,2011.8,2011.3,530.4,1426.4,1815.9,1836.3,48.0,138.5,426.0,463.2,19.0,45.7,70.1,77.7,1300.2,1137.6,162.7,92288.4,80059.1,12229.4,94060.4,81596.2,12464.2
Sjursoja/Oslo,479,167,1381.2,1497.9,2002.6,2003.0,2002.7,2004.4,263.6,414.1,345.8,331.4,25.0,45.4,48.2,50.8,16.0,37.7,30.2,33.9,452.9,354.6,98.3,33823.8,26436.1,7387.7,34473.2,26943.7,7529.5
Mongstad,437,209,17152.6,29650.0,2008.5,2007.6,2010.6,2010.6,670.7,1486.7,1521.8,1583.7,70.0,151.1,300.1,306.0,26.0,49.4,72.8,73.4,2463.4,1669.6,793.7,187221.6,127184.2,60037.4,190816.2,129626.1,61190.1
