Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,30096,667,11052.9,13231.6,1990.1,1998.5,1995.5,1997.1,121.6,222.6,185.4,192.8,16.0,28.4,45.3,46.7,5.0,25.0,20.7,22.9,4162.8,3687.9,474.9,309449.3,273854.6,35594.8,315390.8,279112.6,36278.2
Miscellaneous - fishing,23785,502,11687.9,8580.9,2001.3,1997.0,2003.4,2004.7,124.5,1214.0,358.5,257.2,20.0,236.6,581.2,424.0,9.0,54.4,173.0,124.7,8797.0,6608.1,2188.9,660694.0,496330.6,164363.4,673379.4,505860.1,167519.2
Ferry-RoPax,7182,201,42114.4,4968.1,1997.9,1993.0,2003.4,2002.0,194.3,4341.3,422.0,535.1,18.0,880.2,521.1,1117.3,2.0,203.3,60.4,121.2,12782.7,11053.0,1729.7,938197.4,811284.8,126912.5,956210.7,826861.5,129349.3
Ferry-pax only,4521,80,1249.0,157.3,2006.2,2000.8,2007.3,2004.0,337.2,1289.2,787.3,952.8,17.0,268.4,477.7,761.9,10.0,75.0,103.6,118.9,2002.6,1385.1,617.5,150056.6,103695.1,46361.4,152937.6,105686.1,47251.6
Service - other,4095,102,2273.1,1171.6,1997.5,1996.7,2001.8,1999.4,116.3,566.2,529.2,428.9,27.0,151.6,664.4,585.9,12.0,72.9,145.7,147.7,1545.6,1098.9,446.7,115382.0,81891.7,33490.3,117597.3,83464.0,34133.3
Service - tug,4094,143,2486.1,1630.6,1994.7,1997.6,2008.0,2007.0,160.1,301.9,386.0,379.1,35.0,127.8,274.7,271.0,19.0,41.7,113.1,119.0,2316.7,1785.9,530.8,173904.0,134055.8,39848.2,177242.9,136629.7,40613.3
Offshore,2835,196,8827.0,8394.4,2003.8,2006.6,2010.4,2010.3,212.7,747.4,685.3,694.8,50.0,227.1,982.6,1013.5,21.0,100.5,162.3,149.1,4617.4,3524.3,1093.1,339048.0,258562.5,80485.4,345557.7,263526.9,82030.8
Refrigerated bulk,2799,24,1528.3,1225.0,1997.9,1992.1,1997.8,1997.4,125.3,241.2,168.2,169.5,13.0,27.6,26.8,27.4,2.0,5.4,6.0,6.3,1141.3,964.1,177.3,86445.8,73136.2,13309.6,88105.6,74540.4,13565.1
Chemical tanker,2310,131,4217.0,5747.4,2002.7,2003.9,2007.1,2007.0,231.0,262.4,344.8,344.2,24.0,31.7,51.3,51.9,9.0,19.4,20.3,20.7,1853.0,1413.9,439.0,129677.8,96755.6,32922.1,132167.6,98613.3,33554.2
Cruise,2006,105,26515.3,2682.8,1998.4,1995.9,2006.6,2004.6,203.1,226.1,282.8,278.9,16.0,18.8,27.9,28.2,8.0,9.4,9.0,9.0,6562.0,5312.5,1249.5,500197.0,405187.0,95010.0,509800.8,412966.6,96834.2
Ro-Ro,1941,21,2728.1,1888.3,2004.0,1994.8,2005.4,2004.1,122.9,251.0,170.0,168.2,13.0,28.7,64.9,63.6,3.0,58.3,16.8,17.6,1131.0,864.5,266.5,82987.4,62737.2,20250.2,84580.8,63941.7,20639.0
Container,1833,39,2020.8,2415.1,2003.7,2003.9,2003.8,2003.7,106.3,123.8,130.7,130.6,11.0,14.8,17.2,17.2,6.0,11.7,9.5,9.6,721.8,603.9,117.9,54629.4,45767.7,8861.7,55678.3,46646.5,9031.8
Oil tanker,1804,71,3847.9,6188.7,1997.3,2005.7,2006.9,2007.0,137.1,360.8,422.1,424.6,17.0,74.9,156.1,157.7,4.0,50.8,57.9,59.8,1243.7,676.6,567.1,93662.5,51076.5,42586.0,95460.9,52057.2,43403.6
Bulk carrier,1536,90,3128.3,4716.5,1989.1,2005.0,1996.7,1997.7,218.3,296.9,299.8,306.8,21.0,41.9,52.9,55.8,12.0,64.6,44.9,49.2,659.6,576.5,83.1,49874.1,43577.0,6297.1,50831.6,44413.6,6418.0
Liquefied gas tanker,426,39,855.7,868.6,2005.1,2009.2,2009.4,2009.4,262.5,342.3,356.6,360.3,24.0,32.7,47.7,49.0,5.0,28.1,33.4,35.8,337.3,232.2,105.1,23741.9,15894.7,7847.2,24197.8,16199.9,7997.9
Vehicle,3,3,81.0,27.1,1991.0,1991.0,1994.7,1994.8,743.1,521.3,598.9,568.1,61.0,45.0,62.9,63.2,11.0,13.7,15.3,14.0,5.0,4.5,0.5,377.4,342.9,34.5,384.6,349.5,35.2
Other liquids tankers,1,1,0.1,0.2,1988.0,1988.0,1988.0,1988.0,71.2,71.2,71.2,71.2,10.0,10.0,10.0,10.0,14.0,14.0,14.0,14.0,0.4,0.1,0.2,28.9,9.6,19.3,29.4,9.8,19.7
