Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,6968,1169,19033.1,26946.6,1997.9,2001.7,2002.7,2003.0,525.9,816.7,786.3,789.9,58.5,88.0,175.2,175.6,20.0,40.4,63.3,63.8,5114.2,4555.4,558.8,385830.2,343842.5,41987.8,393238.2,350444.2,42793.9
Chemical tanker,2055,423,17073.9,26993.4,2002.0,2006.1,2008.0,2008.2,573.0,1077.4,1039.6,1080.9,58.0,108.9,224.9,231.9,19.0,38.9,42.3,42.2,4259.8,3442.1,817.6,320816.0,259247.6,61568.4,326975.6,264225.1,62750.5
Bulk carrier,1219,403,53840.8,98425.8,2003.0,2009.6,2010.6,2010.7,555.8,1925.6,1817.6,1910.9,55.0,215.3,477.8,489.7,22.0,76.2,84.9,85.3,4372.8,4149.0,223.8,334468.2,317459.6,17008.5,340889.9,323554.9,17335.1
Liquefied gas tanker,1214,153,41628.6,35201.6,2008.1,2009.6,2010.2,2010.5,607.1,1525.2,1858.7,1719.6,60.0,126.5,285.7,282.4,23.0,34.4,39.4,40.5,5669.4,5003.5,666.0,379756.4,329656.8,50099.6,387047.8,335986.2,51061.5
Miscellaneous - fishing,1208,410,3196.9,2050.2,1995.9,1996.6,1998.8,2000.1,715.9,2034.1,1882.0,1618.8,99.0,342.4,874.1,771.7,29.0,214.3,356.2,340.8,1816.4,1382.9,433.5,136524.7,103957.4,32567.3,139146.0,105953.4,33192.6
Ferry-RoPax,955,21,13139.6,1585.7,1997.3,1996.5,1998.0,1998.7,276.8,898.3,419.7,481.8,18.0,323.2,99.7,140.9,5.0,135.6,31.6,37.0,3111.0,2315.2,795.8,226157.1,169144.9,57012.2,230499.3,172392.4,58106.8
Container,877,65,3515.0,4229.6,2004.5,2004.4,2004.8,2004.8,475.5,464.0,453.9,451.8,39.0,40.6,51.4,51.2,15.0,16.6,22.6,23.0,1138.1,994.3,143.8,85509.7,74706.2,10803.4,87151.5,76140.6,11010.9
Offshore,733,286,6678.7,6029.6,2008.2,2007.3,2009.7,2009.4,525.9,1295.9,1308.9,1281.6,75.0,294.3,503.8,501.5,39.0,222.3,170.6,182.4,2162.2,1670.2,492.1,160132.6,123186.0,36946.6,163207.1,125551.1,37656.0
Oil tanker,696,249,39181.1,69508.3,2007.3,2008.0,2009.5,2009.4,639.3,1398.3,1200.1,1225.0,74.0,144.9,263.3,267.2,29.0,58.7,65.9,65.8,5419.7,3380.4,2039.4,411329.6,257082.5,154247.1,419227.1,262018.5,157208.6
Cruise,579,111,18221.1,1864.9,1993.4,1995.2,2006.3,2003.7,546.9,587.0,563.7,573.4,39.0,54.8,47.9,54.0,10.0,11.2,11.2,12.3,4214.4,3745.3,469.1,317785.2,282223.2,35562.0,323886.7,287641.9,36244.8
Ro-Ro,537,32,3809.7,2278.0,2000.5,1998.2,2002.4,2001.6,434.5,660.6,387.1,438.5,34.0,95.5,49.8,54.8,10.0,25.0,18.3,20.2,856.4,746.7,109.7,64032.3,55715.8,8316.5,65261.7,56785.5,8476.2
Service - tug,422,168,893.9,621.3,2000.9,2001.3,2008.8,2007.9,451.0,828.1,889.1,908.5,74.5,235.8,295.4,276.4,24.0,157.0,600.9,596.2,554.9,374.3,180.6,41709.3,28147.3,13562.0,42510.1,28687.7,13822.4
Refrigerated bulk,366,36,812.2,714.2,1993.4,1990.3,1992.1,1991.6,588.2,1381.8,688.7,710.8,51.5,241.6,281.7,280.8,24.0,155.4,120.1,125.2,797.9,560.1,237.8,60030.7,42165.9,17864.8,61183.3,42975.5,18207.9
Service - other,215,99,1209.5,1151.0,1994.3,1999.6,2003.4,2008.3,670.2,1429.5,1018.9,749.2,103.0,268.4,489.9,298.5,29.0,168.7,171.7,142.2,479.3,386.9,92.4,36129.9,29187.1,6942.8,36823.6,29747.5,7076.1
Vehicle,199,21,1721.7,598.1,1997.2,1999.0,1993.8,1992.5,426.5,513.7,449.8,450.0,29.0,41.7,98.0,88.4,12.0,25.2,24.4,23.2,236.4,202.0,34.4,17794.5,15212.0,2582.5,18136.2,15504.0,2632.1
Ferry-pax only,33,12,58.6,8.7,1985.0,1985.7,1989.7,1988.5,638.0,921.2,921.9,832.3,165.0,419.0,189.9,209.7,18.0,232.2,127.2,96.4,46.3,34.1,12.1,3475.9,2563.9,912.0,3542.6,2613.1,929.5
Other liquids tankers,3,3,48.5,68.4,2006.0,2006.0,2014.0,2013.8,726.7,803.5,840.5,837.3,80.0,75.0,76.7,76.5,9.0,9.0,6.7,6.7,5.3,4.8,0.4,397.8,364.0,33.8,405.4,371.0,34.4
Yacht,1,1,0.2,0.2,1911.0,1911.0,1911.0,1911.0,495.8,495.8,495.8,495.8,124.0,124.0,124.0,124.0,96.0,96.0,96.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
