Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Tromso,3067,506,5811.9,2227.5,1996.7,1995.8,2003.1,2003.4,180.7,1101.8,351.9,433.3,19.0,217.9,473.6,569.7,4.0,80.9,103.1,129.7,2236.9,1852.8,384.1,168505.9,139534.3,28971.6,171741.2,142213.3,29527.8
Alesund,2149,448,4641.4,1483.3,1997.6,1997.3,2005.3,2002.8,174.2,704.9,268.3,262.0,16.0,130.5,183.4,300.0,5.0,79.5,34.4,55.9,1655.4,1335.6,319.9,125109.5,101008.3,24101.2,127511.6,102947.7,24564.0
Bergen,1727,335,2837.4,893.0,2001.7,1997.3,2004.8,2003.5,134.9,294.0,215.7,176.6,14.0,44.2,51.5,80.4,8.0,48.8,26.0,53.0,1103.0,841.5,261.5,82691.1,63162.7,19528.4,84278.8,64375.4,19903.4
Bodoe,1589,273,939.8,476.1,1994.4,1994.3,2003.0,2001.3,135.5,359.0,287.9,226.1,14.0,44.9,104.1,74.3,7.0,50.0,49.6,45.2,547.8,389.9,157.8,39507.2,28154.9,11352.3,40265.8,28695.5,11570.3
Kristiansund,1420,361,1673.2,1282.2,1997.0,1997.6,2006.8,2008.7,135.6,565.4,360.2,431.2,18.0,146.2,1208.3,1685.5,7.0,42.6,92.3,102.2,898.2,732.8,165.4,66629.4,54269.8,12359.7,67908.7,55311.8,12597.0
Damsgard,1220,244,2972.4,760.1,1998.1,1998.8,2006.4,2004.1,161.2,344.3,201.2,200.8,15.0,69.0,41.6,83.3,3.0,48.2,22.9,42.8,1004.5,801.0,203.5,73898.6,58724.0,15174.7,75317.5,59851.5,15466.0
Kolvereid,1145,138,2388.3,557.9,1994.9,1995.8,1998.7,2000.2,225.1,553.2,271.3,279.8,23.0,91.9,413.9,481.5,1.0,30.3,14.2,22.4,822.4,788.9,33.5,61139.5,58626.0,2513.5,62313.4,59751.6,2561.8
Harstad,1093,206,652.7,403.9,1998.1,1996.0,2001.2,2002.4,101.3,356.2,181.5,207.4,13.0,57.1,141.6,148.2,4.0,94.8,51.1,46.5,369.2,239.6,129.5,27398.7,17663.2,9735.4,27924.7,18002.4,9922.4
Sandnessjoen,1085,228,641.0,449.0,1997.8,1996.4,2003.6,2005.0,146.6,397.6,379.1,410.2,14.0,116.3,530.3,519.5,8.0,37.1,138.6,118.2,501.0,388.4,112.6,37085.1,28663.0,8422.1,37797.2,29213.3,8583.8
Tananger,1052,192,3529.9,2709.0,2003.8,2003.6,2009.6,2008.4,136.5,793.0,308.9,411.8,15.0,187.2,824.8,1078.8,8.0,54.4,39.4,55.2,1257.5,1030.8,226.8,89429.8,73287.8,16142.0,91146.9,74694.9,16452.0
Husoy - Karmoy,1007,244,609.5,672.2,1996.9,1996.8,2000.4,1999.7,90.5,263.1,193.2,195.0,15.0,63.4,107.0,91.7,7.0,60.4,36.4,36.5,357.8,282.9,74.9,26744.4,21141.8,5602.6,27257.9,21547.7,5710.1
Hammerfest,967,203,1160.4,452.1,1999.4,1998.5,2001.3,2004.5,149.4,653.0,222.4,341.4,13.0,125.9,273.6,431.8,3.0,55.8,70.3,109.4,520.4,436.0,84.4,39142.7,32809.4,6333.4,39894.3,33439.3,6455.0
Honningsvaag,939,211,3396.2,421.8,1997.3,1996.5,2005.6,2002.8,226.7,499.9,362.7,345.9,21.0,81.2,54.1,96.5,3.0,58.9,16.7,40.5,926.7,819.2,107.5,71017.5,62853.4,8164.0,72381.0,64060.2,8320.8
Kvalvika,937,106,1061.9,211.6,1992.9,1995.1,1997.9,1996.9,135.3,235.7,144.0,159.1,13.0,28.1,18.7,34.1,0.0,40.9,6.0,20.4,333.0,311.8,21.3,25269.1,23694.1,1575.1,25754.3,24149.0,1605.3
Averoy,929,192,612.2,719.3,1999.5,1996.7,2003.3,2003.1,153.6,290.4,236.8,248.8,19.0,51.9,146.1,134.7,5.0,28.6,20.0,19.6,280.3,240.2,40.1,21005.2,17994.6,3010.6,21408.5,18340.1,3068.4
Svolvaer,925,127,932.9,122.4,1996.1,1995.0,1997.1,1996.8,106.7,303.8,136.3,141.8,10.0,88.5,42.9,70.7,1.0,55.2,5.3,10.1,370.4,325.5,44.9,28131.9,24750.1,3381.8,28672.0,25225.3,3446.8
Mongstadbase,888,162,1936.9,2216.9,2003.4,2003.7,2008.5,2008.2,158.4,494.7,436.5,431.8,23.0,108.0,625.3,604.9,8.0,42.8,79.8,71.9,907.5,749.9,157.6,65919.3,54138.3,11781.1,67185.0,55177.7,12007.3
