Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Tromso,3045,509,5801.1,1956.4,1996.7,1995.9,2003.0,2002.0,152.5,1082.8,348.2,395.2,17.0,198.4,411.0,621.0,5.0,64.2,98.6,139.0,2264.9,1830.9,433.9,171125.2,138395.4,32729.9,174410.8,141052.6,33358.3
Alesund,2232,451,4203.0,1413.6,1997.8,1997.5,2003.6,2001.9,171.2,586.0,237.1,229.4,15.0,118.5,137.2,196.1,5.0,39.7,48.9,77.3,1548.3,1258.5,289.8,117272.8,95328.2,21944.6,119524.4,97158.5,22365.9
Bergen,1743,331,3769.6,909.9,2001.5,1997.1,2005.5,2002.8,124.4,324.6,247.4,173.7,14.0,54.4,57.4,75.2,9.0,47.2,20.6,32.8,1329.7,1028.8,300.9,100092.9,77460.3,22632.7,102014.7,78947.5,23067.2
Bodoe,1600,273,1260.3,572.6,1994.6,1994.4,2004.8,2004.1,131.2,283.8,365.1,252.0,14.0,71.2,144.9,71.3,9.0,37.3,37.2,31.4,687.3,501.1,186.2,49197.5,35557.2,13640.2,50142.1,36239.9,13902.1
Kristiansund,1439,369,1598.8,1111.4,1997.1,1998.1,2006.1,2007.5,128.0,502.8,339.3,361.1,17.0,120.2,515.3,411.9,10.0,56.6,131.2,141.2,917.6,705.4,212.2,67646.7,51929.7,15717.0,68945.5,52926.8,16018.8
Damsgard,1183,245,2929.4,896.5,1997.3,1997.8,2004.9,2004.1,163.8,651.2,233.2,241.3,15.0,151.0,359.0,562.5,6.0,112.5,46.5,75.8,1165.3,906.6,258.7,86313.3,66871.7,19441.6,87970.6,68155.7,19814.9
Kolvereid,1136,130,1645.4,412.4,1994.9,1995.6,1998.0,1999.6,172.6,257.5,187.0,211.4,15.0,35.9,29.2,37.7,3.0,28.2,7.3,13.8,553.9,495.5,58.4,41833.6,37511.7,4321.9,42636.8,38231.9,4404.9
Harstad,1096,207,1024.2,628.5,1998.0,1995.4,2001.3,2003.7,121.2,677.0,284.9,320.6,16.0,184.4,966.5,594.2,5.0,61.1,122.5,81.7,524.4,405.6,118.8,38568.8,29634.7,8934.1,39309.3,30203.6,9105.7
Sandnessjoen,1081,229,915.3,522.2,1997.7,1996.2,2003.4,2004.6,159.2,768.9,551.4,484.8,17.0,174.6,992.2,533.1,7.0,107.7,678.3,463.4,718.4,497.4,221.0,53272.2,36953.2,16319.1,54295.1,37662.7,16632.4
Hammerfest,964,202,1477.4,475.7,1999.3,1998.1,1999.4,2003.1,209.3,641.7,281.4,362.5,22.0,155.9,202.1,320.6,2.0,55.2,43.9,102.2,628.2,551.8,76.4,47410.3,41689.8,5720.5,48320.6,42490.3,5830.3
Honningsvaag,943,210,3040.3,397.8,1997.4,1997.0,2005.9,2002.5,210.9,440.0,342.8,339.8,19.0,81.1,45.0,87.0,4.0,36.3,13.7,34.7,866.6,759.5,107.0,66411.0,58279.8,8131.2,67686.1,59398.8,8287.3
Kvalvika,930,99,1416.0,254.6,1993.0,1995.6,1998.9,1999.0,108.8,264.0,192.4,196.3,12.0,33.9,25.9,33.3,1.0,23.4,9.2,35.8,438.9,413.4,25.5,33200.9,31263.2,1937.7,33838.4,31863.4,1975.0
Svolvaer,919,126,1077.1,138.4,1996.2,1995.3,1997.7,1997.5,163.5,416.6,157.7,161.1,16.0,122.8,50.1,92.1,1.0,70.7,5.4,12.5,398.5,347.6,50.9,30292.6,26456.6,3835.9,30874.2,26964.6,3909.6
