Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Casablanca,643,258,2512.3,2816.5,2003.2,2003.7,2004.6,2004.7,265.3,259.3,283.9,289.5,25.0,61.0,56.8,64.1,19.0,53.5,35.0,39.5,591.0,416.5,174.5,45304.1,32009.2,13294.9,46174.0,32623.8,13550.2
Tanger Med,292,95,1287.6,1646.3,2003.7,2005.7,2005.1,2005.1,206.4,479.7,312.0,312.4,21.0,109.4,100.6,90.9,34.0,87.2,67.1,69.5,414.3,220.6,193.7,31685.5,16932.7,14752.8,32293.8,17257.8,15036.0
Agadir,274,140,886.2,1105.0,1999.4,2001.5,2002.9,2004.5,315.1,514.8,405.5,382.3,33.0,116.9,94.8,75.6,27.5,71.1,64.2,74.9,267.2,182.5,84.6,20352.5,13943.6,6408.9,20743.3,14211.3,6532.0
Jorf Lasfar,178,131,827.0,1321.9,2006.1,2007.3,2009.6,2009.6,207.0,316.2,325.7,321.4,32.0,111.0,234.0,230.6,46.0,75.1,90.3,95.6,240.4,137.6,102.7,18390.1,10572.6,7817.4,18743.2,10775.6,7967.5
Mohammedia,151,48,450.3,669.5,2005.0,2005.0,2010.9,2011.2,244.1,436.2,376.3,404.2,24.0,79.9,205.7,228.4,20.0,56.0,67.4,74.3,180.4,118.3,62.1,13747.1,9031.8,4715.3,14011.0,9205.2,4805.8
Tangier,85,24,115.1,102.6,1995.3,1999.0,1999.7,1999.1,406.3,384.7,286.4,318.3,87.0,91.2,62.0,58.0,30.0,39.8,78.2,109.2,62.9,37.2,25.6,4762.6,2816.5,1946.1,4854.0,2870.5,1983.5
Asilah,74,55,384.2,414.9,2004.9,2005.7,2007.9,2007.0,124.7,169.4,141.7,141.3,12.5,23.7,30.9,35.1,13.0,18.8,17.1,18.6,59.8,35.1,24.8,4611.4,2704.6,1906.8,4699.9,2756.5,1943.4
Dakhla,61,32,559.4,391.2,2000.9,1996.5,1992.5,1994.7,378.2,2520.7,1621.5,1169.2,46.0,703.6,666.8,829.5,54.0,382.8,314.2,328.1,186.4,124.9,61.5,14035.6,9413.7,4621.9,14305.1,9594.4,4710.6
Safi,61,51,210.6,343.0,2001.0,2002.0,2008.1,2008.6,272.9,377.6,298.0,298.6,41.0,185.6,115.6,117.4,64.0,88.2,83.1,84.1,84.2,37.6,46.6,6457.4,2878.6,3578.8,6581.4,2933.9,3647.5
Laayoune,57,30,138.2,163.6,1999.2,1999.1,2002.5,2003.6,497.7,668.0,577.3,532.5,59.0,102.8,190.4,128.8,27.0,110.9,121.6,80.0,58.8,39.0,19.8,4443.7,2955.9,1487.8,4529.0,3012.6,1516.4
Larache,57,28,92.9,128.1,1997.7,1998.1,2003.9,2004.2,268.9,602.8,259.4,264.3,51.0,168.2,111.8,88.4,21.0,131.7,52.1,40.2,45.6,27.7,17.9,3450.4,2093.2,1357.2,3516.7,2133.4,1383.3
Kenitra,35,16,16.5,18.9,1991.3,1993.8,1999.7,2000.8,522.3,824.4,693.0,607.7,104.0,430.2,646.7,633.9,17.0,103.5,275.0,253.7,37.1,28.0,9.1,2784.7,2101.2,683.5,2838.2,2141.6,696.6
Rabat,27,11,27.3,29.3,1993.2,1998.1,2012.6,2013.0,438.6,1374.1,505.9,460.3,112.0,286.4,310.7,222.4,53.0,175.2,146.1,92.6,19.5,13.7,5.7,1466.8,1036.5,430.3,1495.0,1056.4,438.6
Al Hoceima,24,12,75.4,97.5,2001.9,2001.3,2005.8,2005.7,199.0,409.5,348.3,343.1,35.0,66.1,125.2,116.3,19.0,42.4,31.8,32.0,18.1,11.8,6.3,1374.4,898.2,476.2,1400.8,915.5,485.3
Essaouira,16,13,42.9,48.9,1998.0,2000.8,1998.8,1998.5,353.6,894.7,442.1,376.0,66.0,134.9,203.0,120.4,121.0,137.0,203.5,205.8,17.4,7.3,10.1,1313.5,553.7,759.8,1338.8,564.4,774.4
Tan Tan,14,11,17.5,20.3,1992.7,1992.1,1994.7,1995.5,835.3,1802.7,650.6,588.4,80.5,389.5,430.9,467.5,33.0,262.6,243.1,189.7,26.2,11.5,14.7,1966.6,861.9,1104.7,2004.3,878.4,1125.9
El Jadida,14,14,166.7,271.4,2009.0,2009.0,2012.6,2012.8,542.2,951.4,682.7,686.0,111.5,184.1,305.2,315.0,38.5,61.0,61.4,63.7,29.5,24.4,5.1,2273.0,1877.8,395.2,2316.6,1913.9,402.7
Roches Noires,10,10,59.6,66.4,2002.4,2002.4,2003.6,2005.9,240.3,242.5,224.6,207.0,57.5,86.7,107.6,137.0,23.5,44.0,62.0,81.0,10.5,7.9,2.6,808.0,609.9,198.1,823.5,621.6,201.9
Skhirat,8,8,36.5,51.5,1999.1,1999.1,2008.6,2008.9,355.1,2225.0,450.8,429.1,80.5,272.1,408.5,361.3,143.5,461.9,518.9,417.6,19.7,9.4,10.4,1485.3,705.2,780.1,1513.8,718.7,795.1
Tarfaya,8,7,33.1,44.3,1990.0,1991.3,1994.3,1995.4,1355.7,1339.5,1186.7,1350.7,187.5,193.9,187.7,190.0,46.5,79.6,97.3,104.8,10.3,7.6,2.8,776.5,569.5,207.0,791.4,580.5,211.0
Anza,7,6,20.0,25.3,1997.6,1995.3,2008.1,2008.3,520.7,497.5,323.0,318.9,54.0,85.0,250.8,247.8,23.0,41.1,20.7,22.8,8.8,6.0,2.8,668.2,456.7,211.6,681.1,465.4,215.6
Sidi Ifni,7,5,7.7,7.9,2005.0,2004.2,2005.9,2004.0,605.3,1580.9,1015.9,918.8,62.0,376.5,694.4,921.8,26.0,279.1,425.8,277.3,8.6,4.6,4.0,648.1,345.5,302.6,660.5,352.2,308.4
Sale,4,4,1.9,1.7,1992.0,1992.0,1995.8,1992.0,462.0,630.3,539.6,462.9,94.0,119.5,149.4,167.9,314.5,384.2,196.2,219.9,2.2,0.9,1.3,168.1,68.0,100.0,171.3,69.3,102.0
Bir-Jdid,2,2,2.5,4.0,2013.0,2013.0,2015.5,2015.5,75.7,75.7,89.5,89.8,17.5,17.5,23.8,23.8,27.0,27.0,4.4,4.2,0.8,0.2,0.6,61.1,13.9,47.3,62.3,14.1,48.2
Souq Larb'A Al Gharb,1,1,0.0,0.0,1986.0,1986.0,1986.0,1986.0,55.5,55.5,55.5,55.5,14.0,14.0,14.0,14.0,6.0,6.0,6.0,6.0,0.0,0.0,0.0,2.4,1.7,0.7,2.5,1.7,0.7
Ras El Ma,1,1,4.5,2.8,2011.0,2011.0,2011.0,2011.0,3207.6,3207.6,3207.6,3207.6,553.0,553.0,553.0,553.0,41.0,41.0,41.0,41.0,1.0,1.0,0.1,77.5,72.2,5.3,79.0,73.5,5.5
Nador,1,1,0.1,0.1,1986.0,1986.0,1986.0,1986.0,383.9,383.9,383.9,383.9,1686.0,1686.0,1686.0,1686.0,140.0,140.0,140.0,140.0,0.9,0.8,0.1,69.6,61.4,8.2,70.9,62.6,8.4
