Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Tanger Med,2836,716,267315.0,275622.7,2005.0,2007.2,2011.1,2011.5,805.1,1768.0,1977.5,2094.9,66.0,149.7,272.2,266.1,13.0,27.8,19.8,21.0,26598.4,25567.8,1030.6,2055743.5,1976268.1,79475.4,2095213.7,2014212.4,81001.3
Casablanca,2340,1057,56103.7,64456.3,2005.0,2005.9,2008.1,2008.3,698.4,1434.9,1244.3,1379.0,78.0,166.8,225.1,264.9,31.0,95.9,105.6,139.7,7970.3,7079.2,891.2,613193.2,545105.4,68087.8,624966.5,555571.4,69395.1
Jorf Lasfar,1001,783,46337.5,77882.1,2007.9,2008.1,2010.9,2010.9,1408.7,1924.6,2363.4,2410.2,135.0,178.2,328.4,333.7,96.0,142.1,152.8,153.7,5811.0,4742.6,1068.4,447300.0,365447.5,81852.5,455888.2,372464.1,83424.1
Agadir,639,300,8915.3,10469.8,2003.1,2003.5,2005.4,2007.0,525.7,1446.7,861.5,1219.1,71.0,179.4,228.3,264.7,32.0,92.6,84.2,105.9,2124.3,1772.1,352.2,162718.7,136012.3,26706.4,165842.9,138623.7,27219.2
Mohammedia,391,195,8640.8,12219.5,2007.5,2007.9,2011.0,2011.1,575.2,1417.6,1695.0,1771.1,62.0,138.0,255.4,266.2,53.0,87.8,113.7,120.3,1737.3,1174.2,563.1,133374.3,90239.4,43134.9,135935.1,91972.0,43963.1
Safi,325,232,5341.4,8406.1,2005.2,2006.6,2008.7,2008.8,842.4,1406.5,1658.8,1683.2,79.0,141.7,307.9,309.8,70.0,119.1,163.2,163.6,986.3,757.1,229.2,75566.3,58207.0,17359.3,77017.2,59324.6,17692.6
Laayoune,159,80,891.9,1450.8,1997.0,2005.9,2008.6,2009.1,465.4,716.9,592.1,586.7,52.0,67.5,94.2,91.5,59.0,105.5,128.8,134.2,202.8,132.2,70.6,15481.5,10109.2,5372.3,15778.8,10303.3,5475.4
Al Hoceima,139,60,1548.4,2433.0,2002.6,2004.9,2008.3,2008.9,112.4,787.2,550.0,817.7,12.0,154.1,236.5,260.6,3.0,47.7,34.8,35.0,206.3,166.4,39.8,15836.9,12808.7,3028.3,16141.0,13054.6,3086.4
Dakhla,126,72,1315.5,1007.2,1999.4,1995.4,1995.2,1999.6,616.5,2224.0,2041.1,1392.0,83.0,253.1,1700.7,1141.7,51.0,108.3,218.5,173.8,434.0,350.3,83.7,32765.2,26467.6,6297.6,33394.2,26975.8,6418.5
Asilah,81,73,7379.0,9729.8,2005.4,2005.5,2011.3,2012.0,1478.5,1702.0,2222.1,2429.4,126.0,146.2,347.9,415.5,4.0,7.0,10.4,12.7,683.4,674.9,8.5,52794.3,52138.8,655.5,53808.0,53139.9,668.1
Tangier,77,56,2291.7,1824.2,2001.0,2001.7,2005.8,2008.2,560.2,1665.5,1147.9,1346.6,41.0,335.5,437.0,215.9,10.0,26.9,16.0,18.2,471.2,438.7,32.5,36041.7,33555.3,2486.4,36733.7,34199.5,2534.2
Larache,27,23,765.3,1152.6,2001.3,2002.6,2007.0,2007.4,431.6,1231.4,1642.7,1573.2,62.0,137.5,261.4,258.8,13.0,22.3,14.4,16.0,98.4,94.4,4.1,7608.1,7298.2,309.9,7754.2,7438.3,315.9
Roches Noires,26,26,868.3,1183.1,2005.0,2005.0,2006.7,2007.9,1211.1,1420.7,1521.6,1655.5,91.0,124.4,238.6,276.0,19.0,43.8,65.4,75.2,105.0,99.8,5.2,8105.9,7706.8,399.1,8261.5,7854.8,406.7
El Jadida,18,18,587.9,936.2,2006.9,2006.9,2009.9,2010.1,1390.2,1745.7,1913.4,1977.1,116.5,226.5,319.5,330.8,25.0,38.2,28.6,29.4,82.4,74.9,7.5,6351.9,5778.2,573.7,6473.8,5889.2,584.7
Anza,12,12,84.2,106.4,2000.4,2000.4,1997.8,1999.2,612.3,928.5,911.0,887.1,92.5,104.2,136.0,133.8,22.5,49.2,59.9,63.8,25.0,20.9,4.1,1903.0,1594.8,308.2,1939.6,1625.4,314.2
Tan Tan,10,8,29.8,41.1,2008.4,2008.2,2008.1,2008.0,748.3,895.5,758.8,755.6,70.0,93.0,92.9,91.7,85.0,97.8,69.8,69.9,19.2,12.8,6.4,1458.4,975.8,482.6,1486.4,994.6,491.8
Tarfaya,5,5,174.2,327.4,2004.4,2004.4,2009.7,2009.8,553.1,807.6,1433.4,1528.6,116.0,148.8,292.2,298.6,31.0,83.4,229.2,232.8,17.8,12.1,5.7,1369.0,928.5,440.5,1395.2,946.3,449.0
