Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Tanger Med,489,139,2652.7,2906.2,2004.5,2005.3,2005.4,2005.3,254.8,324.5,293.6,308.6,23.0,44.8,68.6,76.8,14.0,18.6,22.2,24.1,538.1,392.0,146.1,41294.9,30115.2,11179.6,42087.7,30693.5,11394.3
Casablanca,345,171,1376.0,1784.3,2003.2,2005.9,2004.9,2005.7,228.9,292.5,254.0,252.4,25.0,122.2,93.2,103.6,27.0,77.4,81.8,95.4,360.4,234.9,125.5,27651.0,18045.5,9605.5,28181.9,18392.0,9789.9
Agadir,267,117,1090.0,1131.9,2001.0,2000.1,1998.6,2001.3,289.1,959.0,512.9,417.4,37.0,201.4,363.1,338.4,32.0,176.3,203.4,160.7,399.6,251.0,148.6,30267.2,19084.5,11182.7,30848.3,19450.9,11397.4
Jorf Lasfar,191,138,824.2,1291.3,2005.9,2007.3,2010.6,2010.7,199.4,265.4,315.6,319.1,21.0,80.2,164.1,169.9,46.0,83.8,88.2,90.7,256.3,133.1,123.1,19662.2,10234.4,9427.8,20039.7,10430.9,9608.8
Safi,157,125,422.2,665.9,2003.9,2003.8,2007.3,2007.7,219.2,311.9,339.3,345.2,24.0,106.2,113.2,118.9,45.0,76.4,112.0,115.7,167.9,92.4,75.5,12783.5,7064.8,5718.7,13028.9,7200.4,5828.5
Mohammedia,144,36,244.1,342.0,2004.7,2004.2,2007.6,2007.2,192.7,366.0,256.2,254.3,20.0,144.2,67.3,66.0,55.0,70.8,101.3,107.4,194.1,61.2,133.0,14737.7,4666.0,10071.7,15020.7,4755.6,10265.1
Laayoune,132,48,233.6,302.5,1995.0,1997.0,2000.0,2000.0,329.5,818.3,426.1,404.5,35.0,146.6,194.0,140.7,54.0,63.0,62.2,66.3,115.0,75.7,39.2,8687.5,5738.1,2949.4,8854.3,5848.3,3006.0
Tangier,90,29,226.0,281.6,1995.8,1999.1,2005.3,2007.0,421.8,1049.3,418.1,567.9,82.0,362.1,316.6,312.2,21.0,100.7,109.7,72.6,105.4,70.4,35.0,7995.9,5347.0,2648.9,8149.4,5449.6,2699.8
Larache,52,27,67.9,89.6,1998.0,2000.3,2003.1,2003.7,264.5,379.8,202.8,198.1,64.0,107.6,124.7,115.2,20.0,50.5,60.3,48.1,34.6,23.5,11.1,2623.6,1782.4,841.2,2674.0,1816.7,857.4
Asilah,45,31,215.9,264.7,2003.4,2004.4,2004.9,2004.9,169.4,274.1,237.9,248.0,18.0,32.4,45.5,50.8,7.0,9.0,11.2,12.3,35.5,28.8,6.7,2732.7,2219.9,512.8,2785.1,2262.5,522.6
Kenitra,37,18,17.9,23.0,1992.5,1996.0,2003.7,2005.2,461.8,574.9,274.1,223.6,99.0,314.5,384.5,359.1,28.0,55.9,71.3,54.0,29.9,21.0,8.9,2247.7,1577.2,670.5,2290.9,1607.5,683.4
Rabat,28,12,15.8,16.7,1993.9,1998.2,2011.4,2011.6,355.9,843.7,293.0,261.9,112.5,259.5,303.3,196.5,4.0,19.0,9.9,8.3,13.8,12.4,1.4,1034.9,932.5,102.4,1054.8,950.4,104.4
Dakhla,26,22,65.7,46.1,1990.1,1990.6,1990.3,1992.4,632.8,753.7,773.2,674.7,61.0,148.6,100.6,91.5,61.5,88.0,59.5,74.6,22.2,16.5,5.7,1672.5,1243.0,429.4,1704.6,1266.9,437.7
Tan Tan,16,13,12.4,15.8,1994.8,1994.8,1995.9,1996.6,351.2,374.7,337.7,311.5,40.0,56.3,53.1,41.9,26.5,57.1,66.2,74.5,7.0,4.5,2.6,530.6,338.8,191.8,540.8,345.3,195.5
El Jadida,15,15,105.5,171.2,2008.9,2008.9,2010.8,2011.0,353.0,495.6,386.3,387.4,61.0,163.8,250.9,261.2,14.0,24.5,31.4,31.7,13.4,11.6,1.8,1029.2,889.4,139.8,1049.0,906.5,142.5
Al Hoceima,14,13,226.1,266.7,2002.9,2004.2,2007.2,2007.1,402.5,974.3,861.7,768.0,68.5,185.2,283.7,246.3,45.0,151.2,122.3,131.8,45.5,29.6,15.9,3488.1,2279.0,1209.1,3555.1,2322.8,1232.3
Essaouira,13,9,22.2,25.3,1996.8,1998.8,2006.4,2008.0,286.1,1190.9,617.2,564.7,77.0,332.1,353.4,313.4,8.0,18.1,11.4,10.1,12.0,11.5,0.5,908.9,870.3,38.6,926.3,887.0,39.3
Anza,11,9,34.1,31.3,1999.6,1997.8,1996.1,2000.0,327.6,510.2,565.4,420.0,26.0,85.9,242.1,160.3,16.0,22.5,35.8,30.3,9.3,7.3,2.0,703.6,551.2,152.4,717.1,561.8,155.3
Skhirat,11,11,33.4,52.9,2000.3,2000.3,2009.6,2010.0,201.4,283.4,283.9,357.5,37.0,106.7,347.4,377.1,9.0,10.0,4.1,3.5,5.5,4.8,0.7,424.0,370.9,53.1,432.1,378.0,54.1
Sidi Ifni,9,7,9.9,11.2,1999.0,1996.7,2005.0,2004.3,892.7,1109.0,1155.8,1124.6,590.0,748.9,1195.8,1306.3,30.0,91.6,79.0,87.8,16.4,14.9,1.5,1233.3,1117.9,115.4,1257.0,1139.3,117.6
Tarfaya,7,7,59.1,46.4,1994.7,1994.7,1993.8,1999.5,881.9,2271.2,2855.9,2440.0,102.0,299.3,592.7,517.1,24.0,244.6,90.2,71.8,12.5,10.0,2.5,937.0,749.5,187.5,955.0,763.9,191.1
Roches Noires,4,4,5.4,6.9,1998.2,1998.2,2007.4,2007.4,265.9,265.3,269.1,271.8,55.0,51.0,36.8,38.3,23.0,22.8,4.0,3.6,1.8,1.6,0.2,136.7,122.4,14.3,139.3,124.7,14.6
Sale,4,4,4.8,3.1,1992.0,1992.0,2009.4,2007.8,107.4,870.7,1329.6,828.6,81.0,183.5,522.2,494.0,31.5,34.0,39.5,37.9,1.4,1.3,0.1,104.5,94.7,9.9,106.6,96.5,10.0
Bir-Jdid,3,3,10.3,16.1,2002.3,2002.3,2010.9,2011.5,320.9,255.0,245.8,253.7,40.0,117.7,219.4,224.3,16.0,37.3,13.8,12.2,1.9,1.6,0.3,146.2,120.4,25.8,149.0,122.7,26.3
Souq Larb'A Al Gharb,1,1,0.0,0.0,1986.0,1986.0,1986.0,1986.0,84.3,84.3,84.3,84.3,16.0,16.0,16.0,16.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,3.0,1.9,1.1,3.1,2.0,1.1
Nador,1,1,0.4,0.7,1986.0,1986.0,1986.0,1986.0,2249.3,2249.3,2249.3,2249.3,862.0,862.0,862.0,862.0,2327.0,2327.0,2327.0,2327.0,2.2,0.6,1.6,163.4,43.7,119.6,166.5,44.6,121.9
