Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Lagos,2035,1019,125884.5,190288.0,2006.1,2007.0,2009.1,2009.1,954.2,2938.7,2211.3,2622.7,120.0,312.4,429.2,443.6,60.0,144.0,158.8,167.8,18063.5,15663.4,2400.2,1394105.6,1209747.5,184358.1,1420872.4,1232974.7,187897.8
Bonny,334,139,175087.1,143162.3,2009.2,2009.9,2009.8,2009.7,4615.1,4656.3,5693.1,5645.7,333.5,400.0,513.2,516.4,30.0,68.4,50.8,58.4,18182.2,17538.0,644.2,1115002.0,1068847.5,46154.6,1136410.1,1089369.3,47040.7
Onne,286,181,3735.6,4800.5,2009.8,2009.3,2008.7,2008.1,561.1,1704.3,1168.2,1161.4,101.5,308.3,362.5,358.6,66.0,252.0,179.2,184.9,963.7,749.0,214.7,73629.2,57314.1,16315.1,75042.9,58414.6,16628.3
Antan,277,115,35140.1,66981.4,2004.5,2009.3,2012.0,2012.0,163.8,2874.7,4363.8,4428.5,41.0,350.4,597.9,598.7,28.0,50.6,70.5,70.8,2073.8,1978.7,95.1,160499.6,153160.6,7339.0,163581.2,156101.3,7479.9
Escravos,184,119,25878.8,47062.6,2007.5,2007.5,2009.5,2009.4,638.8,2584.8,3756.9,3882.9,173.0,329.2,603.5,603.5,46.5,49.3,49.8,50.3,1887.7,1802.5,85.2,146014.0,139478.1,6535.9,148817.5,142156.0,6661.4
Yoho Terminal,156,76,10261.4,19608.2,2010.6,2009.9,2011.1,2011.1,151.2,1653.3,2895.9,3011.7,45.0,198.2,534.0,536.6,9.0,30.3,49.9,49.8,673.3,626.6,46.7,52084.2,48482.9,3601.2,53084.2,49413.8,3670.4
Falomo,140,101,9756.0,15615.1,2005.8,2007.1,2011.0,2011.2,1056.9,2514.5,3003.5,3087.9,181.5,335.3,462.0,461.7,7.0,59.0,44.8,42.7,1278.9,1223.5,55.4,98606.8,94368.9,4237.9,100500.0,96180.8,4319.3
Forcados,111,99,48632.6,93367.8,2008.0,2007.9,2008.4,2008.4,3733.9,4653.0,4857.3,4871.0,444.0,508.3,638.7,637.8,6.0,28.7,29.7,29.6,2741.0,2700.1,40.8,212195.3,209031.7,3163.6,216269.4,213045.1,3224.3
Port Harcourt,100,66,1326.3,1844.7,1996.8,1997.9,2004.2,2004.7,709.4,1716.2,1598.1,1592.5,105.5,194.2,365.6,365.2,83.5,187.5,185.3,188.8,366.0,278.6,87.4,27915.7,21336.1,6579.6,28451.7,21745.8,6705.9
Calabar,74,24,561.5,937.1,1984.1,1998.0,2006.1,2006.1,131.6,982.5,1324.8,1495.3,18.0,98.0,328.4,339.7,99.0,148.3,168.4,171.7,91.5,56.5,35.0,7008.2,4345.7,2662.5,7142.8,4429.1,2713.7
Okono Terminal,67,52,20450.1,38558.0,1999.9,2006.6,2007.3,2007.3,3329.5,4054.6,4535.9,4527.1,320.0,442.2,639.3,638.4,11.0,19.5,17.6,17.5,1202.9,1177.4,25.5,93147.1,91173.8,1973.3,94935.6,92924.3,2011.2
Ima,67,58,18032.3,34486.4,2007.8,2008.3,2010.9,2010.9,3072.8,3412.3,4549.5,4595.3,301.0,382.3,719.2,720.9,32.0,91.7,40.8,40.1,1199.7,1044.7,155.0,92853.4,80887.3,11966.1,94636.2,82440.3,12195.9
Warri,51,29,382.7,521.6,1998.0,2001.0,2003.5,2003.8,342.3,2389.9,639.0,547.3,54.0,337.1,608.1,572.7,41.0,299.2,93.4,92.3,132.4,100.4,32.0,10090.9,7682.4,2408.6,10284.7,7829.9,2454.8
Oyo,44,40,10880.1,20233.3,2006.8,2007.1,2009.2,2008.9,1702.8,3807.9,4790.9,4796.0,333.5,539.6,689.7,682.8,15.0,42.1,65.8,66.5,681.1,658.0,23.1,52678.8,50895.0,1783.8,53690.3,51872.2,1818.0
Erha Terminal,38,32,12581.0,23988.0,2010.3,2010.3,2010.3,2010.3,3029.2,3938.1,4044.5,4068.2,344.5,669.4,620.8,596.7,10.0,38.9,43.3,43.8,838.1,723.6,114.5,64866.8,55994.7,8872.2,66112.3,57069.8,9042.5
Koko,36,17,237.4,333.3,2008.5,2006.2,2009.8,2009.3,701.6,1409.3,749.5,748.9,95.5,161.6,194.1,196.6,40.0,184.1,195.7,204.6,79.8,55.0,24.8,6072.9,4202.2,1870.6,6189.5,4282.9,1906.6
Brass Oil Terminal,35,34,14097.2,27110.0,2009.8,2009.8,2010.6,2010.6,3606.4,4487.4,4624.3,4662.5,431.0,514.1,686.9,691.6,35.0,53.3,65.7,66.4,940.6,747.4,193.2,72854.8,57889.9,14964.9,74253.6,59001.4,15252.2
Okwori,26,25,2078.5,2886.7,2004.4,2004.2,2006.4,2007.0,655.5,1553.5,2581.7,2283.1,188.0,223.1,339.0,324.2,14.5,26.9,31.3,30.6,232.0,222.1,9.8,16526.2,15777.4,748.8,16843.5,16080.3,763.2
Okrika,24,21,505.1,808.2,1996.2,1999.0,2007.0,2006.6,907.1,1444.7,1586.5,1577.6,161.5,311.8,291.6,294.0,72.0,290.9,98.9,98.8,116.4,77.4,39.0,8935.7,5952.3,2983.4,9107.3,6066.6,3040.7
Sea Eagle Terminal,20,20,11587.6,22234.8,2005.5,2005.5,2006.5,2006.4,4069.0,4972.8,5817.8,5849.6,549.0,511.5,680.1,682.6,43.5,59.3,52.4,52.1,613.1,563.2,49.8,47483.7,43627.7,3856.0,48395.4,44465.4,3930.0
Akpo,2,2,110.2,167.7,2004.0,2004.0,2005.4,2006.7,8192.6,8192.6,8065.5,7975.8,690.5,690.5,712.6,733.7,3.5,3.5,2.8,2.2,29.8,29.6,0.2,2289.4,2273.1,16.3,2333.3,2316.7,16.6
Kirikakiri,2,2,2.0,2.6,1983.5,1983.5,1987.9,1988.3,291.7,291.7,202.2,199.0,40.0,40.0,40.5,40.5,46.5,46.5,57.4,58.5,1.9,1.1,0.8,141.8,85.3,56.5,144.5,87.0,57.5
Sapele,2,2,17.4,28.9,2009.5,2009.5,2009.0,2009.1,549.1,549.1,386.8,378.8,77.0,77.0,86.2,84.7,89.5,89.5,103.6,101.4,2.6,2.1,0.4,196.9,163.2,33.7,200.7,166.3,34.4
Anta,1,1,9.1,10.6,1974.0,1974.0,1974.0,1974.0,6908.7,6908.7,6908.7,6908.7,1044.0,1044.0,1044.0,1044.0,15.0,15.0,15.0,15.0,10.8,10.7,0.0,808.0,804.7,3.2,823.5,820.2,3.3
