Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Onne,1882,330,3339.8,4052.5,2010.0,2007.8,2009.2,2008.7,202.7,953.3,477.6,479.1,67.0,300.2,289.5,257.5,48.0,223.5,185.0,169.3,1932.1,1185.3,746.8,146349.2,89972.3,56376.9,149159.1,91699.8,57459.3
Yoho Terminal,1426,140,794.9,1080.9,2010.4,2009.0,2008.8,2008.1,98.0,846.0,272.7,319.9,27.0,284.0,303.5,252.8,9.0,39.0,149.2,159.2,531.5,422.0,109.5,39993.5,31741.4,8252.1,40761.4,32350.8,8410.6
Antan,1421,217,1583.2,2510.4,2010.0,2007.2,2007.2,2006.8,121.8,672.1,374.7,439.4,25.0,236.1,628.3,590.8,10.0,65.0,85.3,88.2,754.5,635.2,119.3,56986.3,47992.3,8994.0,58080.4,48913.7,9166.7
Lagos,895,274,5036.2,7379.5,2002.1,2003.5,2003.4,2003.1,421.0,709.7,407.4,400.6,52.0,236.7,169.1,150.5,66.0,182.3,156.0,153.0,2087.4,984.0,1103.5,159181.8,75107.1,84074.6,162238.1,76549.2,85688.9
Escravos,785,222,2272.8,3656.5,1999.8,2000.4,2002.8,2003.3,174.5,540.5,256.7,267.3,48.0,249.5,489.2,506.8,19.0,109.5,90.4,76.0,1258.0,905.0,353.0,95971.2,69063.2,26908.0,97813.8,70389.2,27424.6
Port Harcourt,371,185,2267.6,3544.2,2000.7,2001.9,2002.8,2002.7,531.8,1070.0,742.1,747.8,120.0,398.5,718.1,698.4,90.0,216.5,96.7,95.1,1095.5,706.0,389.5,83256.3,53777.0,29479.3,84854.9,54809.5,30045.3
Warri,283,112,571.8,881.7,1998.8,1999.2,2000.2,2000.0,90.2,786.9,138.0,136.2,20.0,294.4,290.6,250.6,64.0,456.8,169.4,165.1,622.9,197.8,425.1,47551.3,15076.7,32474.6,48464.3,15366.2,33098.1
Ima,281,109,245.7,368.9,2008.3,2007.8,2009.6,2010.1,119.6,462.6,262.9,262.0,47.0,192.0,352.0,302.9,11.0,57.4,170.6,135.4,137.8,99.6,38.2,10386.9,7504.6,2882.3,10586.3,7648.7,2937.7
Oyo,267,89,564.6,874.3,2002.6,2001.5,2000.9,2000.6,286.6,714.2,272.4,248.7,53.0,421.4,941.7,725.6,9.0,68.1,234.4,276.6,346.8,270.0,76.9,26369.8,20444.4,5925.4,26876.1,20836.9,6039.2
Bonny,228,118,1054.1,1457.9,2002.0,2003.3,2007.1,2007.7,526.4,1298.2,722.1,708.1,127.5,404.3,542.7,521.9,41.5,192.8,122.4,99.8,629.6,483.0,146.7,47862.1,36789.3,11072.9,48781.1,37495.6,11285.5
Calabar,188,95,1924.7,3123.2,2002.5,2001.7,2002.9,2003.0,583.0,508.5,562.4,566.2,76.0,139.4,306.1,305.2,92.5,130.9,118.7,119.0,772.0,434.2,337.8,59327.2,33421.8,25905.3,60466.2,34063.5,26402.7
Okrika,188,100,1445.2,2263.0,2001.5,2002.8,2004.4,2004.4,740.5,1416.9,1925.8,1945.0,169.0,424.8,1761.2,1779.1,128.5,411.9,116.4,102.8,755.3,441.5,313.7,57638.2,33789.0,23849.2,58744.9,34437.7,24307.1
Sea Eagle Terminal,181,92,619.4,1052.9,2001.8,2000.4,2006.3,2006.1,337.3,629.8,341.8,322.7,78.0,354.3,343.7,253.5,10.0,38.3,64.5,66.3,196.9,165.0,31.9,14929.3,12502.0,2427.2,15215.9,12742.1,2473.8
Okwori,181,65,168.7,189.8,2003.6,2002.1,2007.1,2006.4,185.9,658.1,472.3,458.7,81.0,293.9,361.8,411.2,3.0,15.9,47.9,25.1,111.1,92.9,18.1,8388.9,7017.1,1371.8,8550.0,7151.8,1398.2
Erha Terminal,152,53,308.6,504.3,2008.3,2004.5,2005.9,2005.7,178.3,1447.2,254.1,243.9,42.0,256.7,162.6,115.5,10.0,48.7,66.9,62.7,178.0,131.8,46.2,13514.3,9958.6,3555.6,13773.7,10149.8,3623.9
Koko,144,52,821.1,1257.4,1999.9,1999.6,2001.6,2001.7,296.9,589.3,511.4,526.3,103.5,164.7,552.0,562.0,45.0,97.5,63.8,64.0,440.5,302.7,137.8,33411.9,22993.2,10418.7,34053.4,23434.7,10618.8
Falomo,134,74,618.0,935.2,1998.0,2000.2,1998.2,1998.8,298.9,649.0,326.5,320.3,48.5,182.5,651.7,608.5,8.0,140.0,55.4,53.2,238.7,159.0,79.6,18267.2,12201.4,6065.8,18618.0,12435.7,6182.3
Okono Terminal,120,51,978.1,1802.5,2007.3,2005.6,2009.4,2009.3,94.1,690.0,1228.8,1368.2,14.0,183.9,652.4,657.9,12.0,37.9,65.9,65.3,118.5,108.4,10.1,9088.0,8325.3,762.7,9262.5,8485.2,777.3
