Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Lagos,1825,903,77652.0,96166.4,2006.1,2007.0,2009.6,2009.8,329.9,1745.5,1528.3,1521.3,73.0,278.4,459.1,501.3,33.0,83.4,59.7,68.7,10691.3,9127.2,1564.1,824356.7,704683.9,119672.8,840184.3,718213.8,121970.5
Bonny,344,140,190046.3,155723.4,2009.2,2009.9,2009.6,2009.8,4853.4,4978.8,6031.2,5974.1,348.5,370.4,472.4,473.9,25.0,42.7,30.3,31.3,22378.0,21961.5,416.5,1358358.6,1327797.7,30560.9,1384439.1,1353291.4,31147.7
Onne,324,184,15980.5,21054.4,2008.3,2008.2,2011.2,2010.8,749.7,1875.7,2733.4,2779.2,77.5,268.0,444.6,442.7,33.0,108.9,49.5,52.7,1890.0,1717.6,172.4,145920.5,132710.3,13210.2,148722.1,135258.3,13463.8
Antan,286,126,33215.0,63638.9,2004.1,2008.5,2010.8,2010.8,222.8,2691.7,3767.4,3828.3,91.5,312.7,495.3,496.7,29.0,60.0,85.8,86.2,2746.4,2397.0,349.3,212317.3,185441.4,26875.9,216393.8,189001.9,27391.9
Escravos,183,118,33020.5,58770.0,2007.4,2007.2,2010.1,2010.0,2756.6,3966.9,4667.4,4702.1,280.0,444.6,567.7,567.0,38.0,58.0,55.8,57.7,2961.1,2680.8,280.3,228873.9,207365.2,21508.7,233268.3,211346.6,21921.7
Yoho Terminal,158,66,12615.5,24105.8,2011.1,2010.4,2010.8,2010.8,222.3,2078.4,3884.1,4057.4,71.5,292.1,589.9,592.4,9.0,42.6,71.7,71.8,1149.8,1025.8,124.0,88732.9,79242.7,9490.2,90436.6,80764.2,9672.4
Port Harcourt,142,96,3207.9,5016.5,1997.3,1999.2,2001.5,2001.9,792.1,1626.2,1692.2,1716.6,96.5,175.5,283.3,285.3,59.5,102.8,106.2,104.9,553.5,443.5,110.0,42400.9,34086.3,8314.6,43215.0,34740.7,8474.3
Falomo,122,91,4958.3,8183.2,2003.2,2005.1,2008.1,2008.5,428.4,1793.2,1809.1,1862.7,150.5,326.3,639.2,639.9,36.5,69.9,63.8,63.9,823.9,690.4,133.5,63510.5,53306.5,10204.0,64729.9,54330.0,10399.9
Forcados,112,100,49933.3,95484.3,2008.0,2008.0,2008.2,2008.2,4709.3,4835.1,5124.7,5128.4,477.0,527.5,587.4,587.9,31.5,56.2,59.9,60.2,3938.4,3533.5,404.9,304047.4,273103.7,30943.7,309885.1,278347.3,31537.8
Calabar,98,44,1650.7,2808.6,1991.4,2003.2,2008.2,2008.2,344.1,1442.9,1439.8,1493.6,69.5,225.9,440.6,445.0,71.5,148.4,125.9,126.9,188.5,156.2,32.3,14519.5,12038.7,2480.8,14798.2,12269.8,2528.4
Warri,74,43,1183.1,1847.5,2001.0,2003.0,2006.3,2006.7,367.2,2448.9,1063.7,1036.1,50.0,244.3,359.9,340.6,25.0,65.3,52.7,49.8,254.9,227.7,27.2,19415.5,17361.8,2053.8,19788.3,17695.1,2093.2
Ima,68,59,17064.7,32574.8,2010.3,2010.3,2010.7,2010.7,3684.8,3448.1,4451.8,4483.1,375.0,599.3,574.6,569.5,29.0,87.3,39.4,39.2,1573.8,1403.6,170.2,121730.0,108613.4,13116.7,124067.3,110698.8,13368.5
