Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Oil tanker,831,436,211668.6,400528.6,2006.4,2008.4,2009.4,2009.4,3426.7,3952.5,4202.4,4251.3,372.0,466.8,563.5,563.1,36.0,74.7,70.9,70.9,19166.6,16510.1,2656.5,1481028.1,1276922.5,204105.7,1509463.9,1301439.4,208024.5
Chemical tanker,699,325,28443.1,47305.3,2007.7,2008.7,2011.1,2011.1,494.6,2095.9,1950.1,1983.3,229.0,377.4,538.0,539.5,37.0,59.1,53.4,53.0,4819.8,4186.3,633.5,371541.2,323177.9,48363.3,378674.8,329383.0,49291.9
Container,561,188,28297.1,35122.1,2006.9,2007.3,2011.0,2011.0,248.8,1279.4,1266.0,1258.8,28.0,113.1,452.6,450.8,31.0,38.6,28.2,28.4,3262.4,2908.3,354.2,252675.6,225259.2,27416.4,257527.0,229584.2,27942.8
Liquefied gas tanker,382,126,191200.3,155547.6,2010.3,2011.5,2009.6,2009.7,4711.0,5225.4,5981.5,5936.2,306.0,349.1,475.3,477.5,25.0,36.2,29.6,29.7,22436.0,22024.9,411.1,1365161.8,1335000.7,30161.1,1391372.9,1360632.7,30740.2
General cargo,353,131,3198.9,4456.7,1999.3,2005.5,2007.7,2008.0,379.9,1233.4,1223.6,1239.8,47.0,183.6,423.6,420.6,30.0,87.5,111.1,118.9,589.2,511.0,78.2,45139.8,39268.6,5871.2,46006.5,40022.5,5983.9
Bulk carrier,325,238,16608.3,28457.5,2007.2,2008.1,2008.0,2008.0,1050.0,1948.9,1853.0,1849.6,167.0,249.5,382.8,383.5,81.0,149.3,116.3,116.0,1538.6,1389.3,149.3,119000.0,107494.7,11505.3,121284.8,109558.6,11726.2
Offshore,284,87,2025.3,1690.9,2007.4,2005.5,2013.9,2012.7,169.2,971.8,1924.5,1479.4,58.0,324.7,510.5,676.3,14.0,131.7,58.6,65.1,444.8,386.3,58.5,30272.5,25880.3,4392.2,30853.7,26377.2,4476.6
Service - tug,161,69,217.6,203.2,2001.6,2004.7,2003.6,2002.1,180.8,1860.7,979.9,988.7,78.0,628.0,1219.3,1284.7,26.0,128.5,163.4,165.9,228.7,216.5,12.2,17293.3,16378.5,914.9,17625.4,16692.9,932.4
Refrigerated bulk,99,61,1449.8,1632.7,1991.6,1991.4,1992.0,1992.0,2458.4,2395.8,2389.5,2366.5,201.0,222.7,300.9,301.6,55.0,140.5,118.8,121.1,824.4,607.7,216.7,62629.1,46360.6,16268.5,63831.6,47250.8,16580.8
Ro-Ro,99,20,4423.4,2293.3,2012.9,2012.4,2012.5,2012.4,228.5,1195.4,779.5,832.9,18.0,156.5,208.4,226.7,25.0,57.2,50.7,58.1,417.9,357.6,60.3,32229.4,27605.9,4623.6,32848.2,28135.9,4712.3
Vehicle,90,53,16024.1,5404.2,2007.2,2008.5,2008.3,2007.7,3566.1,3328.3,3285.7,3296.8,230.0,211.2,334.3,331.9,22.5,24.1,32.8,33.7,1024.0,996.4,27.6,79242.3,77120.8,2121.5,80763.8,78601.5,2162.3
Service - other,88,22,408.1,377.1,2007.5,2004.4,2008.5,2007.2,262.1,3772.1,4962.5,4401.6,69.0,671.9,998.6,1429.7,10.0,281.0,1951.7,791.7,94.6,73.8,20.7,7146.7,5576.3,1570.4,7283.9,5683.4,1600.5
Ferry-RoPax,26,2,3.3,0.8,1976.2,1988.5,1975.4,1975.2,119.3,97.9,118.2,118.6,21.0,22.5,79.7,80.0,38.0,29.5,47.2,47.2,13.2,8.1,5.1,989.2,609.7,379.5,1008.2,621.4,386.8
Miscellaneous - fishing,20,10,20.7,18.8,1980.8,1981.9,1972.7,1974.9,714.4,1579.0,1864.6,1886.6,189.5,336.4,618.9,492.7,20.5,66.9,311.1,237.8,29.8,24.0,5.8,2241.5,1806.5,435.0,2284.5,1841.2,443.3
Other liquids tankers,2,2,0.4,0.5,1968.0,1968.0,1974.3,1971.4,615.0,615.0,316.4,200.4,95.5,95.5,144.7,122.1,137.5,137.5,169.5,154.8,5.3,1.5,3.8,400.8,111.4,289.4,408.5,113.6,295.0
Ferry-pax only,1,1,0.3,0.0,1969.0,1969.0,1969.0,1969.0,276.5,276.5,276.5,276.5,36.0,36.0,36.0,36.0,142.0,142.0,142.0,142.0,0.3,0.1,0.2,22.8,4.6,18.2,23.2,4.7,18.5
