Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Offshore,4268,222,1864.4,1911.6,2008.4,2005.2,2009.1,2008.0,145.6,852.8,259.6,235.4,40.0,307.6,891.9,851.0,19.0,218.5,301.5,292.8,3633.7,2287.1,1346.6,272833.5,171728.3,101105.2,278071.9,175025.5,103046.4
Service - tug,2054,135,866.4,794.5,2006.6,2003.9,2004.1,2002.5,154.8,554.6,304.5,312.1,51.0,343.9,772.8,756.8,20.0,143.6,311.3,323.3,808.5,583.7,224.7,60729.9,43855.2,16874.8,61896.0,44697.2,17198.8
Oil tanker,938,118,8603.8,14706.4,1997.0,2001.2,2003.0,2003.6,209.9,598.6,380.0,391.1,51.0,252.0,409.9,414.7,45.0,104.8,110.0,109.7,3569.1,2057.1,1512.0,273285.3,157596.1,115689.3,278532.4,160621.9,117910.5
Chemical tanker,933,101,7776.5,12344.9,2002.7,2005.8,2003.3,2003.3,277.9,477.2,475.0,480.1,53.0,145.9,653.7,656.3,48.0,61.3,90.0,90.0,2856.2,1803.1,1053.1,219094.1,138489.1,80605.0,223300.7,141148.1,82152.6
Service - other,637,41,284.0,233.8,2007.3,2003.2,1998.3,1990.8,679.7,1673.5,1391.2,1494.1,126.0,324.0,1740.9,2419.0,17.0,123.2,190.7,141.4,555.2,426.1,129.1,41709.5,32013.1,9696.4,42510.3,32627.7,9882.6
Bulk carrier,169,88,2222.9,3823.6,2006.1,2007.2,2006.6,2006.5,504.5,496.8,480.4,480.6,54.0,90.0,110.5,110.6,114.0,140.3,128.2,127.6,266.0,186.3,79.7,20581.7,14421.0,6160.7,20976.9,14697.9,6279.0
Container,126,50,2895.3,3567.0,2009.4,2008.6,2010.2,2010.2,537.9,503.2,536.2,536.6,99.5,130.9,174.7,174.1,71.0,70.8,87.6,87.5,607.4,454.0,153.4,47046.5,35166.6,11879.9,47949.8,35841.8,12108.0
Liquefied gas tanker,108,15,692.9,748.3,2012.5,2011.5,2010.0,2010.2,362.5,566.1,516.4,511.4,30.0,131.7,209.3,200.8,22.0,79.4,118.9,113.5,217.8,139.6,78.2,16583.5,10688.7,5894.8,16901.9,10893.9,6008.0
Miscellaneous - fishing,94,6,10.7,6.3,1998.8,2000.8,1999.6,2002.5,403.9,476.4,617.8,627.7,74.0,115.8,310.8,362.8,18.5,25.2,156.4,154.9,60.6,42.3,18.3,4553.1,3179.0,1374.1,4640.5,3240.1,1400.4
General cargo,77,37,299.0,369.1,1998.3,2002.1,2005.0,2003.8,331.3,445.3,418.5,367.5,45.0,76.4,93.9,83.7,42.0,69.1,79.8,79.4,78.4,54.2,24.2,5990.6,4163.6,1826.9,6105.6,4243.6,1862.0
Refrigerated bulk,49,22,97.3,108.5,1990.9,1991.1,1991.3,1991.3,302.3,343.2,315.5,313.9,46.0,53.9,65.7,65.5,66.0,86.0,102.6,101.1,112.0,46.9,65.1,8445.0,3557.5,4887.5,8607.2,3625.8,4981.4
Ferry-pax only,30,2,2.4,0.3,1997.0,1984.0,1997.0,1996.8,361.8,228.9,374.9,364.2,45.5,154.8,139.3,140.6,39.0,32.2,242.9,241.4,12.5,4.4,8.1,937.1,331.1,606.0,955.1,337.4,617.6
Other liquids tankers,6,1,2.7,2.8,1978.0,1978.0,1978.0,1978.0,294.8,294.8,1570.6,1570.6,44.5,44.5,575.8,575.8,33.5,33.5,247.0,247.0,12.7,7.3,5.4,952.7,550.9,401.8,971.0,561.5,409.5
