Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Togo,807,338,5688.5,8728.8,2004.0,2005.8,2006.2,2006.2,230.6,330.6,319.7,339.8,29.0,156.8,353.7,393.8,35.0,59.3,58.4,60.9,2192.8,1523.1,669.7,168422.0,117203.0,51219.0,171655.7,119453.3,52202.4
Ghana,357,184,3609.6,4027.5,2006.1,2005.8,2008.3,2007.2,249.1,413.9,281.3,296.9,23.0,135.2,76.3,92.5,43.0,88.0,55.8,62.8,802.5,531.1,271.4,61767.8,40885.1,20882.7,62953.7,41670.1,21283.6
Spain,322,231,60290.5,80608.4,2007.4,2007.7,2008.1,2008.9,3232.7,3325.2,3648.8,3488.3,305.0,391.8,372.1,373.9,22.0,63.3,57.5,52.4,6561.5,5991.5,570.0,466889.1,423426.8,43462.3,475853.3,431556.5,44296.8
Cameroon,298,99,1507.2,2004.9,1997.8,2004.2,2006.4,2007.1,176.1,644.7,600.3,642.7,59.5,203.1,380.1,459.4,37.0,164.3,266.0,330.7,530.7,251.8,279.0,40817.3,19320.4,21496.9,41601.0,19691.4,21909.7
Equatorial Guinea,297,114,2367.8,2453.1,2010.3,2007.1,2009.4,2009.2,180.8,962.4,1632.5,1236.6,47.0,343.2,811.9,728.1,9.0,88.1,58.4,74.5,456.4,394.1,62.3,31316.1,26546.1,4770.0,31917.4,27055.8,4861.6
Benin,155,95,1097.3,1316.3,2007.2,2006.1,2008.9,2008.8,132.5,332.4,212.3,214.3,34.0,94.2,104.7,109.5,20.0,33.2,33.9,36.8,264.4,212.9,51.5,20392.1,16424.8,3967.4,20783.7,16740.1,4043.6
Côte d'Ivoire,141,90,3180.8,4891.7,2005.3,2004.6,2007.5,2007.8,821.2,839.8,887.9,903.5,88.0,161.9,169.2,167.5,62.0,148.4,133.7,139.6,678.7,416.3,262.4,52156.5,32064.8,20091.7,53157.9,32680.5,20477.4
Netherlands,112,99,26147.6,47804.1,2010.8,2010.5,2010.7,2010.7,4549.2,4480.3,4583.7,4586.6,447.0,503.9,485.4,484.4,41.0,71.3,69.2,69.7,2521.1,2142.1,379.0,194155.1,165289.8,28865.3,197882.9,168463.4,29419.5
South Africa,102,93,21914.3,36024.9,2008.8,2008.8,2009.6,2009.2,3259.5,3029.4,2979.5,3011.3,276.5,322.1,330.3,352.4,24.0,51.3,43.4,46.6,1957.0,1864.2,92.8,145930.5,138763.6,7166.8,148732.3,141427.9,7304.4
France,95,71,34422.2,42113.5,2008.8,2009.0,2009.8,2010.1,4314.3,4256.0,4476.4,4438.1,367.0,398.9,374.1,409.0,33.0,46.0,35.4,42.1,3580.4,3312.7,267.8,241174.5,220856.4,20318.1,245805.0,225096.8,20708.2
Gabon,85,69,951.8,1427.9,2006.2,2007.3,2009.0,2009.0,528.0,579.0,481.6,491.7,55.0,116.9,103.4,109.6,97.0,144.7,137.2,137.7,180.6,121.6,59.1,13801.2,9288.2,4513.0,14066.2,9466.5,4599.7
Brazil,83,78,8778.0,14027.3,2009.3,2009.4,2010.1,2009.7,3515.2,3446.5,3397.2,3419.8,298.0,360.5,363.8,374.9,77.0,101.3,101.4,103.9,810.0,765.9,44.1,61692.9,58305.5,3387.4,62877.4,59425.0,3452.4
India,70,58,63479.4,89265.3,2008.3,2008.6,2008.1,2008.0,7610.7,7364.7,7799.7,7755.4,593.5,576.4,628.6,674.1,32.0,62.6,62.8,75.0,5435.6,5299.0,136.6,364454.1,353887.6,10566.6,371451.7,360682.2,10769.4
United Kingdom of Great Britain and Northern Ireland,65,37,11714.8,21639.0,2006.3,2009.2,2009.8,2009.7,4169.7,4297.4,4506.5,4548.6,381.0,513.4,512.2,514.6,22.0,69.3,81.9,84.7,1157.0,1024.7,132.4,89473.6,79318.0,10155.6,91191.5,80840.9,10350.6
Singapore,64,48,27065.5,28542.4,2011.8,2011.3,2011.9,2012.1,8154.9,7850.5,8196.7,8079.3,546.0,560.0,586.6,595.5,14.0,17.8,18.6,19.6,2799.5,2772.2,27.3,199580.4,197469.0,2111.4,203412.3,201260.4,2151.9
Sweden,59,21,7910.2,15022.0,2003.2,2007.4,2007.6,2007.5,283.9,4672.6,4862.6,4940.3,41.0,502.6,550.1,550.8,2.0,28.9,32.0,31.9,690.1,622.8,67.3,53005.3,47950.5,5054.8,54023.0,48871.2,5151.8
United States of America,55,43,16556.0,25597.8,2009.3,2009.2,2010.4,2010.2,5727.3,6110.8,6161.3,6485.4,529.0,605.7,680.1,761.1,42.0,65.5,77.7,86.9,1511.2,1403.3,107.9,116378.2,108276.3,8102.0,118612.7,110355.2,8257.5
Congo,54,41,1651.9,1772.8,2008.9,2008.6,2009.6,2010.8,892.8,1005.1,848.8,838.7,68.0,232.3,100.5,116.7,38.0,138.2,86.2,112.7,208.8,162.5,46.4,16103.9,12527.9,3576.0,16413.1,12768.4,3644.6
Portugal,44,36,12672.6,11230.1,2009.4,2009.4,2009.2,2009.3,3537.0,3578.4,3770.1,3718.0,273.0,375.5,298.4,328.6,24.5,56.4,36.5,41.6,1427.1,1336.0,91.1,90138.8,83359.3,6779.5,91869.5,84959.8,6909.7
