Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,19,8,519.8,550.4,2001.5,2004.9,2009.0,2008.7,1718.7,3847.0,3871.1,3739.1,150.0,297.8,374.8,365.9,73.0,66.4,69.4,71.6,110.1,107.8,2.3,8501.6,8327.2,174.3,8664.8,8487.1,177.7
Cruise,11,10,458.5,62.0,1993.6,1993.6,1999.4,1996.5,2031.3,2116.7,1835.1,1840.0,135.0,172.1,147.1,153.3,23.0,22.8,17.2,18.1,123.5,115.5,8.0,9482.9,8869.7,613.2,9665.0,9040.0,625.0
Ro-Ro,6,4,517.2,295.5,2002.2,2002.2,2002.2,2002.2,3709.8,3709.9,3709.8,3709.8,238.0,235.2,240.3,240.3,58.0,67.5,60.0,60.0,118.7,114.1,4.6,9176.2,8823.7,352.5,9352.4,8993.1,359.3
Service - other,5,3,76.8,35.0,1989.8,1995.0,2001.1,1998.5,1805.6,3142.7,3176.5,3049.8,543.0,751.3,1005.8,905.5,22.0,19.0,20.7,20.6,37.1,36.4,0.7,2782.7,2729.9,52.8,2836.1,2782.3,53.8
Bulk carrier,5,1,89.4,150.6,2003.0,2003.0,2003.0,2003.0,1487.8,1487.8,1052.8,1052.8,160.0,160.0,214.9,214.9,6.0,6.0,36.0,36.0,5.8,5.3,0.5,449.3,411.2,38.1,457.9,419.1,38.9
Chemical tanker,4,3,268.6,397.0,2012.0,2010.7,2014.1,2013.9,3184.0,2578.8,3329.0,3235.9,264.0,223.7,313.7,308.6,42.0,40.7,43.5,43.9,42.4,38.9,3.5,3278.8,3008.6,270.2,3341.8,3066.4,275.4
Yacht,2,1,1.4,1.5,1911.0,1911.0,1911.0,1911.0,2254.1,2254.1,2254.1,2254.1,682.0,682.0,640.7,640.7,93.5,93.5,103.5,103.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miscellaneous - fishing,1,1,3.0,1.3,1997.0,1997.0,1997.0,1997.0,10184.0,10184.0,10184.0,10184.0,1679.0,1679.0,1679.0,1679.0,0.0,0.0,0.0,0.0,5.7,5.7,0.0,428.6,428.6,0.0,436.9,436.9,0.0
Oil tanker,1,1,52.3,83.0,2005.0,2005.0,2005.0,2005.0,2359.5,2359.5,2359.5,2359.5,178.0,178.0,178.0,178.0,20.0,20.0,20.0,20.0,7.8,7.0,0.8,602.6,543.1,59.5,614.2,553.5,60.6
Container,1,1,51.3,63.8,2010.0,2010.0,2010.0,2010.0,2450.4,2450.4,2450.4,2450.4,157.0,157.0,157.0,157.0,0.0,0.0,0.0,0.0,10.5,10.5,0.0,813.1,813.1,0.0,828.7,828.7,0.0
