Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,558,164,46182.5,52817.7,2006.5,2005.4,2009.7,2009.7,762.0,1339.1,1438.5,1418.9,59.0,96.0,153.8,153.2,22.0,27.9,28.5,28.8,4746.6,4383.7,362.9,367234.9,339342.1,27892.9,374285.8,345857.4,28428.4
Bulk carrier,259,203,11484.4,19666.1,2006.1,2006.5,2007.9,2007.9,1264.4,1615.5,1662.5,1659.6,149.0,201.6,319.1,319.8,87.0,138.6,97.8,98.0,1144.6,1029.0,115.6,88546.7,79650.6,8896.1,90246.8,81179.9,9066.9
General cargo,211,103,4797.7,6195.1,1995.8,1998.7,2007.9,2008.1,1296.2,1680.7,2020.9,1987.8,147.0,199.2,327.5,323.3,54.0,105.5,86.0,89.1,738.7,638.0,100.7,56587.3,49012.8,7574.5,57673.7,49953.8,7719.9
Chemical tanker,141,87,3871.7,6207.2,2005.9,2006.6,2009.0,2008.9,864.8,1410.7,1463.1,1466.7,142.0,182.4,221.3,222.8,69.0,160.3,114.0,114.4,892.5,585.0,307.4,68631.1,45098.8,23532.3,69948.8,45964.7,23984.1
Oil tanker,119,84,7694.9,13431.4,2004.2,2004.5,2006.8,2006.8,1533.3,1807.7,1963.8,1974.0,166.0,279.0,343.4,343.0,55.0,125.4,76.1,74.2,1144.7,864.6,280.1,88309.9,66762.2,21547.7,90005.5,68044.0,21961.4
Vehicle,78,64,14818.4,5190.9,2009.1,2008.9,2009.2,2009.0,2554.3,3151.9,3104.4,3188.1,187.5,213.5,279.1,282.8,12.0,28.8,19.6,19.0,920.0,893.1,26.8,71263.6,69184.4,2079.1,72631.8,70512.8,2119.0
Service - tug,69,7,27.8,22.2,2009.7,2003.0,2007.4,2007.0,174.9,943.0,289.1,292.9,41.0,278.8,238.9,242.3,30.0,34.4,51.7,51.6,28.8,25.6,3.3,2165.3,1918.8,246.5,2206.9,1955.6,251.2
Ro-Ro,55,15,4162.6,3592.6,2011.4,2005.7,2013.0,2013.0,1664.6,1667.6,1640.8,1643.2,126.0,160.9,141.8,140.9,43.0,36.9,48.8,49.7,456.3,423.5,32.8,35331.2,32794.3,2536.9,36009.6,33424.0,2585.6
Liquefied gas tanker,16,11,540.5,610.1,2010.4,2010.3,2009.3,2009.2,1212.3,1591.4,1814.5,1801.6,165.5,175.8,317.7,309.5,40.5,53.0,40.8,41.0,96.0,85.5,10.5,7380.7,6583.5,797.2,7522.4,6709.9,812.5
Service - other,4,2,12.7,7.5,1990.5,1990.5,2010.0,2011.5,686.1,936.2,721.6,712.8,92.5,114.0,99.9,96.6,135.5,700.0,273.9,211.1,10.5,4.2,6.3,789.3,315.5,473.8,804.4,321.5,482.9
Ferry-pax only,3,2,1.8,0.1,1993.3,1999.5,2016.9,2014.4,153.0,772.6,1107.1,759.8,14.0,56.8,97.4,91.6,54.0,117.8,42.2,53.5,0.9,0.2,0.7,69.7,14.7,55.0,71.0,15.0,56.0
Offshore,3,3,150.9,99.9,2003.0,2003.0,2012.1,2012.0,2584.1,2381.3,2476.5,2483.0,354.0,1764.7,4240.2,4252.5,1484.0,1540.0,1401.0,1399.1,45.3,33.5,11.8,3411.1,2526.0,885.1,3476.6,2574.5,902.1
Miscellaneous - fishing,3,2,8.2,11.4,1997.7,1995.0,2000.5,2001.1,3301.1,6664.7,7632.0,8078.9,406.0,445.0,412.9,407.5,214.0,610.2,1503.2,1562.2,18.6,6.6,12.0,1396.5,495.3,901.2,1423.3,504.8,918.5
Ferry-RoPax,1,1,2.8,1.7,2018.0,2018.0,2018.0,2018.0,2357.9,2357.9,2357.9,2357.9,338.0,338.0,338.0,338.0,18.0,18.0,18.0,18.0,1.3,1.2,0.1,95.5,89.6,5.9,97.3,91.3,6.0
