Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,560,164,54953.2,63120.9,2006.4,2005.4,2009.0,2009.0,988.5,1521.2,1707.2,1690.2,108.5,123.1,172.4,171.9,20.0,29.6,27.4,27.3,6063.9,5815.2,248.7,469464.2,450306.4,19157.8,478477.9,458952.3,19525.7
Bulk carrier,259,202,16538.6,28401.2,2006.1,2006.3,2007.1,2007.1,2167.5,2474.8,2407.8,2411.8,282.0,332.3,453.1,453.9,45.0,150.4,185.8,187.4,1731.7,1597.6,134.1,134010.1,123652.6,10357.5,136583.1,126026.7,10556.3
General cargo,212,103,5200.4,6798.7,1996.1,1998.9,2008.2,2008.2,1320.5,1840.0,2172.0,2159.6,184.0,317.8,389.9,388.4,49.5,97.3,152.7,153.4,864.1,757.8,106.2,66157.3,58177.4,7980.0,67427.6,59294.4,8133.2
Chemical tanker,141,86,4714.4,7534.5,2006.0,2006.7,2008.4,2008.3,1636.3,1767.6,1757.5,1756.0,182.0,199.9,233.0,233.5,33.0,36.2,40.1,39.9,834.7,728.1,106.6,64388.4,56203.5,8185.0,65624.7,57282.6,8342.1
Oil tanker,117,80,8208.7,14396.3,2004.4,2005.0,2005.9,2005.9,1634.2,1962.4,2100.6,2118.7,193.0,244.3,312.1,315.3,39.0,79.9,71.7,69.6,1239.5,851.7,387.8,95838.8,65869.3,29969.5,97678.9,67134.0,30544.9
Vehicle,77,62,13204.2,4684.0,2008.7,2008.9,2010.1,2009.9,2354.6,2458.8,2809.6,2913.2,158.0,160.8,270.6,274.6,10.0,13.5,13.8,13.6,796.8,784.5,12.3,61677.1,60727.8,949.2,62861.3,61893.8,967.5
Service - tug,74,10,32.9,25.7,2009.2,2004.7,2005.9,2005.0,181.7,1733.7,329.4,325.7,47.5,294.5,283.5,245.5,79.0,224.4,230.2,222.4,49.4,33.3,16.2,3712.1,2498.9,1213.3,3783.4,2546.8,1236.6
Ro-Ro,55,15,2663.0,2292.1,2010.8,2005.7,2013.5,2013.6,758.9,1148.5,1070.0,1069.4,76.0,98.8,100.2,99.8,29.0,55.0,38.8,38.7,296.7,267.1,29.6,22968.3,20684.8,2283.4,23409.2,21082.0,2327.3
Liquefied gas tanker,16,12,516.2,596.4,2011.3,2010.8,2009.4,2009.2,1280.5,1709.8,1741.1,1764.6,123.5,328.1,320.1,320.5,20.5,55.8,40.0,38.7,87.0,76.3,10.7,6669.7,5867.2,802.5,6797.8,5979.8,817.9
Miscellaneous - fishing,7,6,52.0,34.9,1986.1,1983.3,1976.8,1978.0,10433.4,11722.8,11971.0,10469.2,968.0,1436.6,1881.4,1860.6,16.0,238.0,267.0,284.2,53.0,50.4,2.6,3979.8,3784.8,195.0,4056.2,3857.4,198.7
Service - other,4,3,19.2,12.1,1993.8,1986.3,2011.7,2010.3,1048.7,1184.5,1076.8,1106.8,283.0,486.8,236.2,267.7,16.0,742.3,47.1,37.3,14.1,9.6,4.5,1058.8,719.1,339.7,1079.1,732.9,346.2
Ferry-pax only,3,2,2.5,0.2,1993.3,1999.5,2017.2,2015.3,153.1,1075.6,1567.7,1056.8,14.0,60.0,103.9,99.3,62.0,48.2,10.8,14.7,0.5,0.2,0.3,38.9,15.5,23.4,39.7,15.8,23.8
Offshore,2,2,60.5,38.1,1998.0,1998.0,2009.1,2008.9,4330.5,4330.5,6235.3,6121.9,543.0,543.0,825.4,821.2,2.5,2.5,1.1,1.1,18.4,18.4,0.0,1406.6,1405.6,1.0,1433.6,1432.6,1.0
Ferry-RoPax,1,1,2.4,1.5,2018.0,2018.0,2018.0,2018.0,2031.4,2031.4,2031.4,2031.4,284.0,284.0,284.0,284.0,8.0,8.0,8.0,8.0,0.9,0.9,0.0,67.0,64.5,2.5,68.3,65.7,2.6
