Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Ro-Ro,139,4,39.5,42.4,2001.9,1997.2,1999.4,2001.6,60.5,62.0,67.7,67.3,8.0,8.0,9.9,9.5,9.0,9.8,11.4,13.4,37.0,17.4,19.6,2779.7,1309.0,1470.6,2833.0,1334.2,1498.9
Liquefied gas tanker,83,2,43.5,45.1,2014.0,2014.0,2014.0,2014.0,105.8,112.1,145.9,145.9,14.0,14.5,40.8,40.8,22.0,23.2,55.8,55.8,53.0,16.1,36.9,3980.3,1207.9,2772.3,4056.7,1231.1,2825.6
Container,75,10,69.1,82.8,2006.5,2007.0,2006.8,2006.8,65.3,69.8,81.8,81.9,7.0,9.5,8.8,8.9,10.0,11.0,22.8,22.9,25.6,11.5,14.1,1924.0,864.8,1059.2,1961.0,881.4,1079.5
Service - tug,67,13,5.3,3.6,1981.5,1984.2,1980.3,1982.0,87.7,606.8,201.7,170.0,47.0,453.4,859.6,797.5,30.0,288.6,774.7,695.7,30.8,18.5,12.3,2315.6,1389.0,926.6,2360.1,1415.7,944.4
Offshore,39,6,2.1,3.1,1975.8,1982.8,1978.1,1978.8,59.4,114.8,77.2,74.5,8.0,323.0,133.1,80.6,10.0,54.3,34.7,26.8,17.8,14.2,3.6,1335.4,1066.5,268.9,1361.0,1087.0,274.1
General cargo,38,10,62.4,90.8,1991.9,1997.8,1995.1,1995.1,69.4,359.0,330.7,378.1,8.0,32.8,190.5,197.1,25.5,30.5,25.4,24.8,17.1,14.1,2.9,1297.0,1076.5,220.6,1321.9,1097.1,224.8
Cruise,8,3,125.5,13.2,2005.5,2007.7,2006.2,2005.4,111.3,139.2,153.7,149.4,14.0,14.3,13.6,13.8,8.0,7.8,8.2,8.1,27.1,16.6,10.4,2032.0,1249.0,783.0,2071.0,1273.0,798.0
Oil tanker,7,5,19.9,33.6,2006.4,2006.2,2006.6,2006.7,120.7,220.4,120.5,116.5,36.0,51.6,55.9,53.3,36.0,186.4,167.5,152.4,20.5,4.1,16.4,1541.7,307.3,1234.4,1571.3,313.2,1258.1
Chemical tanker,5,5,25.3,43.3,2005.8,2005.8,2006.3,2006.4,192.7,270.5,305.1,305.5,45.0,40.2,47.6,48.4,73.0,74.6,68.6,68.4,7.7,2.8,4.9,580.8,213.3,367.5,592.0,217.4,374.6
Service - other,3,2,0.9,0.3,1996.3,1994.5,1989.6,1989.6,93.8,252.0,340.0,343.5,68.0,79.5,66.0,65.9,29.0,34.8,10.9,10.7,1.1,0.9,0.2,83.2,65.4,17.8,84.8,66.7,18.1
