Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Cruise,439,62,30201.5,2749.8,2005.2,2005.3,2008.9,2008.6,199.9,480.1,627.4,616.4,16.0,31.1,69.6,69.9,8.0,8.0,7.8,7.8,5236.5,4747.5,489.0,401674.7,364957.8,36716.9,409386.8,371965.0,37421.8
Ro-Ro,425,8,527.5,582.8,1994.7,1993.4,1992.4,1992.4,112.3,485.1,249.5,280.8,14.0,44.6,55.9,58.3,5.0,6.7,8.3,8.6,233.9,203.6,30.3,17851.0,15578.0,2273.0,18193.8,15877.1,2316.6
Container,253,15,1756.4,2110.3,2007.0,2007.9,2007.3,2007.3,379.1,604.9,604.4,594.0,28.0,46.7,65.1,64.9,13.0,11.2,14.6,14.6,402.9,361.8,41.1,30808.3,27724.0,3084.2,31399.8,28256.3,3143.4
Chemical tanker,225,99,5402.0,9029.5,2007.6,2009.0,2009.7,2009.7,580.9,1695.4,1496.2,1514.9,72.0,164.5,243.3,244.8,32.0,45.5,40.2,40.1,893.2,734.9,158.3,68453.6,56562.7,11890.8,69767.9,57648.7,12119.2
General cargo,224,45,1960.8,2396.3,1997.4,2002.7,2001.7,2001.9,401.5,1626.4,1053.2,1081.1,30.5,143.7,152.8,157.0,11.0,37.4,27.6,28.2,619.8,597.7,22.1,47622.4,45961.7,1660.7,48536.8,46844.2,1692.6
Oil tanker,157,97,10825.4,19208.1,2006.4,2007.2,2008.4,2008.5,1049.6,2260.7,2265.2,2290.3,120.0,219.8,344.8,343.7,36.0,48.8,57.5,57.8,1356.6,1110.8,245.8,104223.1,85766.2,18456.9,106224.2,87412.9,18811.3
Offshore,151,7,13.2,19.9,1976.2,1983.1,1979.8,1980.4,111.5,323.6,128.3,130.2,16.0,135.2,76.7,81.6,10.0,20.9,14.5,14.6,31.2,24.9,6.3,2340.8,1866.6,474.2,2385.8,1902.5,483.3
Service - tug,118,31,24.6,21.3,1983.5,1982.2,1989.1,1990.1,181.7,719.4,442.5,379.1,55.0,460.4,594.0,542.7,19.5,58.3,248.5,249.7,58.7,54.6,4.1,4405.5,4100.6,304.9,4490.1,4179.3,310.8
Liquefied gas tanker,69,25,1217.0,1380.2,2010.1,2009.2,2012.8,2012.6,849.1,1276.1,1366.3,1338.9,87.0,139.4,186.5,182.3,36.0,36.7,45.6,45.8,199.6,159.3,40.3,15257.7,12235.2,3022.5,15550.7,12470.1,3080.6
Service - other,9,6,59.8,29.1,1991.0,1989.5,1989.4,1990.0,598.9,1050.9,1765.0,2002.6,98.0,135.5,311.8,321.7,71.0,201.2,458.1,474.8,20.2,15.8,4.4,1519.8,1189.1,330.7,1549.0,1211.9,337.1
Bulk carrier,8,2,41.6,62.7,2016.6,2012.5,2016.3,2016.4,793.9,1185.1,1034.6,1031.1,81.0,108.0,178.6,179.0,23.5,15.5,22.4,22.5,10.3,9.9,0.4,794.3,762.4,31.9,809.5,777.0,32.5
Ferry-RoPax,2,2,8.9,1.8,1998.0,1998.0,2002.9,2002.6,267.7,267.7,179.1,181.7,27.5,27.5,9.4,10.5,304.5,304.5,582.4,566.4,14.1,1.9,12.3,1062.4,139.1,923.3,1082.8,141.8,941.0
