Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
"Tanzania, United Republic of",494,235,3678.7,3658.8,2005.4,2007.3,2006.4,2005.6,201.5,269.4,238.1,239.9,18.0,34.6,70.2,77.0,69.0,97.6,82.2,101.8,928.0,417.6,510.4,71416.3,32242.0,39174.3,72787.5,32861.1,39926.5
South Africa,154,151,8868.4,14743.5,2009.4,2009.3,2009.6,2009.9,1823.9,1957.2,1956.6,1948.5,171.0,241.0,251.4,251.5,66.5,88.6,81.2,82.5,750.9,691.2,59.7,58081.3,53487.7,4593.6,59196.4,54514.7,4681.8
United Arab Emirates,100,91,11533.7,19226.3,2009.1,2009.1,2010.2,2010.3,2662.5,2940.1,2948.5,2971.7,307.0,368.8,425.1,435.0,42.0,65.9,76.9,79.7,1266.5,1180.8,85.8,98093.6,91451.6,6642.0,99977.0,93207.5,6769.6
Mozambique,88,73,2285.3,3683.9,2008.7,2008.4,2010.0,2010.2,1194.1,1148.4,1176.7,1182.7,101.0,142.5,166.0,164.4,79.0,124.2,121.4,123.4,320.9,263.4,57.5,24662.4,20253.7,4408.7,25136.0,20642.6,4493.4
India,72,35,8390.5,7942.9,2008.8,2007.4,2008.7,2008.9,2594.2,2842.5,2710.8,2646.6,203.5,251.3,229.0,248.3,14.5,33.7,25.3,31.9,862.1,829.4,32.7,66777.7,64246.7,2531.0,68059.9,65480.2,2579.6
Somalia,66,24,680.2,854.2,1993.2,1995.2,1995.6,1995.8,531.7,717.8,648.3,653.0,55.0,94.8,92.8,91.4,47.5,204.4,62.6,57.7,168.7,125.9,42.8,12978.8,9719.8,3259.0,13228.0,9906.4,3321.5
Oman,60,21,3328.3,4277.6,2006.1,2006.2,2006.6,2006.7,1834.7,2006.1,1948.1,1960.3,144.5,181.5,165.6,169.4,15.5,22.8,26.1,25.5,523.8,503.3,20.5,40572.7,38985.7,1587.0,41351.7,39734.3,1617.4
Sri Lanka,60,21,6776.8,7686.5,2000.6,2000.0,2000.3,2000.5,2537.9,2463.0,2545.4,2537.9,180.5,213.7,193.9,194.2,9.0,18.1,12.3,12.9,779.0,767.1,12.0,60338.5,59412.7,925.8,61497.0,60553.5,943.5
Singapore,47,42,8333.3,5961.0,2007.0,2007.3,2006.6,2008.3,4154.0,4234.0,4218.0,4289.7,308.0,333.3,312.3,367.3,11.0,16.8,17.2,15.5,682.1,674.7,7.3,52806.3,52240.2,566.0,53820.1,53243.2,576.9
Saudi Arabia,41,27,5403.6,6800.9,2005.9,2004.7,2007.9,2008.1,2849.1,2919.9,2964.4,3051.5,196.0,267.5,276.1,307.1,25.0,23.7,25.3,25.9,605.3,581.9,23.4,46868.7,45061.0,1807.7,47768.6,45926.2,1842.4
Madagascar,17,16,973.7,429.0,2008.8,2009.1,2009.1,2009.3,1225.1,1265.5,1244.7,1299.6,76.0,97.2,83.7,95.7,14.0,26.2,17.6,20.7,70.7,67.4,3.3,5469.8,5216.4,253.4,5574.8,5316.5,258.3
Djibouti,16,14,1372.2,2036.0,2002.6,2003.0,2005.7,2006.5,2324.2,2502.1,2454.7,2490.8,178.0,236.9,222.1,225.7,10.5,21.1,17.2,17.7,159.3,153.5,5.8,12320.3,11876.1,444.2,12556.9,12104.1,452.8
Indonesia,15,4,1525.0,2467.0,1998.9,2002.8,1998.9,1998.9,3982.0,4001.2,4045.6,4046.2,344.0,385.6,390.1,391.2,116.0,97.2,132.8,130.6,212.7,165.0,47.7,16469.8,12773.7,3696.1,16786.0,13018.9,3767.1
Malaysia,11,10,1749.0,2504.3,2007.5,2007.4,2004.8,2003.8,3960.0,5652.8,5391.9,5790.0,319.0,571.3,932.4,1057.4,14.0,14.3,22.5,24.7,199.9,198.4,1.5,15470.7,15358.3,112.4,15767.8,15653.2,114.6
Mauritius,10,6,161.2,185.6,2001.1,2001.2,1998.5,2001.7,1474.0,1486.4,1499.0,1493.5,165.0,174.1,158.0,155.6,55.0,114.0,57.0,53.5,30.3,23.4,6.9,2318.0,1790.5,527.5,2362.5,1824.9,537.6
Brazil,7,7,1272.7,2162.5,2011.3,2011.3,2012.0,2012.1,6144.1,6294.7,6372.7,6383.9,596.0,653.0,698.9,702.4,96.0,108.9,115.1,115.4,109.2,105.4,3.8,8453.6,8158.8,294.8,8615.9,8315.5,300.4
Comoros,7,7,132.2,225.6,2010.1,2010.1,2014.9,2014.9,588.4,663.2,694.2,700.4,372.0,311.1,332.3,335.1,0.0,7.9,0.1,0.0,15.7,15.6,0.0,1210.3,1207.0,3.3,1233.5,1230.1,3.4
Thailand,6,5,1729.9,558.2,2009.8,2010.2,2010.2,2009.8,5233.2,5332.4,5274.5,5290.9,359.0,356.1,353.8,356.1,14.0,18.2,18.4,17.4,101.5,100.4,1.1,7865.0,7779.7,85.3,8016.0,7929.1,86.9
