Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Chemical tanker,357,22,4521.4,7219.7,2004.3,2005.9,2003.7,2003.6,577.9,609.6,747.1,749.6,50.0,55.0,117.5,118.2,45.0,46.8,65.1,64.3,1008.9,655.5,353.3,77888.1,50702.3,27185.8,79383.5,51675.8,27707.7
Oil tanker,310,13,5652.8,9582.1,1998.7,2000.3,1999.1,1999.0,529.2,631.3,656.7,658.6,56.0,65.5,214.7,217.0,42.5,51.1,92.4,91.7,1328.6,802.3,526.3,102559.8,62004.8,40555.0,104529.0,63195.3,41333.7
General cargo,222,29,526.3,749.3,1997.1,2001.6,2000.1,1999.5,445.4,496.1,497.3,499.5,50.5,79.8,110.8,113.0,73.0,62.7,91.8,93.2,177.5,126.1,51.5,13493.5,9615.0,3878.5,13752.5,9799.6,3953.0
Cruise,180,21,1564.7,161.4,1994.4,1993.5,1994.7,1994.7,486.8,673.5,514.3,522.6,37.0,84.3,48.1,58.2,21.0,22.4,26.3,30.4,587.4,428.6,158.8,45076.7,32964.6,12112.1,45942.2,33597.5,12344.7
Liquefied gas tanker,169,4,1084.8,1418.0,1994.6,1993.5,1995.7,1995.8,478.7,490.7,636.8,638.5,44.0,40.6,99.1,99.3,32.0,28.0,49.4,49.5,320.7,209.8,110.9,24475.7,16111.2,8364.5,24945.7,16420.6,8525.1
Bulk carrier,153,75,1416.0,2238.0,2001.8,2008.3,2008.6,2008.5,440.5,582.6,572.2,569.8,55.0,215.6,281.9,281.4,33.0,131.9,171.8,169.9,232.7,179.3,53.4,17823.9,13769.0,4055.0,18166.1,14033.3,4132.8
Service - tug,107,12,8.1,4.8,2015.0,2005.3,2009.3,2007.6,162.4,873.7,388.6,401.9,55.0,448.8,624.4,584.9,47.0,888.0,1133.9,1323.0,61.3,39.0,22.3,4605.3,2928.3,1677.0,4693.7,2984.5,1709.2
Service - other,53,8,127.7,151.2,1979.1,1985.1,1978.9,1979.0,455.3,1498.0,1795.3,1721.8,105.0,813.8,1904.8,1888.4,82.0,159.8,219.2,213.3,82.8,61.6,21.2,6239.3,4647.8,1591.5,6359.1,4737.0,1622.1
Refrigerated bulk,41,20,219.1,240.5,1993.1,1992.8,1993.2,1993.2,655.5,742.5,712.8,709.3,48.0,80.4,94.2,91.7,66.0,71.7,67.7,67.8,151.2,92.0,59.2,11463.2,7010.8,4452.4,11683.3,7145.4,4537.9
Offshore,33,3,32.3,71.0,1997.5,1995.7,1997.7,1993.1,178.6,382.4,119.2,146.3,53.0,57.0,199.6,149.9,34.0,32.5,162.2,377.5,52.1,23.3,28.8,3911.6,1751.3,2160.3,3986.7,1784.9,2201.8
Ro-Ro,29,2,24.0,31.3,1999.2,1999.5,1999.1,1999.1,316.4,318.0,718.6,718.6,33.0,32.8,109.5,109.5,150.0,150.0,260.4,260.4,60.4,13.2,47.2,4537.0,993.8,3543.3,4624.1,1012.8,3611.3
Container,29,12,303.6,372.5,2008.0,2008.2,2008.3,2008.2,679.7,707.3,678.4,673.3,47.0,66.0,69.3,68.7,20.0,31.0,31.4,31.9,76.5,64.0,12.6,5872.7,4925.8,947.0,5985.5,5020.4,965.1
Ferry-pax only,16,3,24.6,4.5,1964.6,1959.7,1994.9,1994.2,331.1,13405.6,3373.3,2829.0,46.5,432.0,2149.6,2108.7,47.5,309.0,1510.3,1482.4,9.1,5.1,4.1,685.7,379.8,305.8,698.8,387.1,311.7
Miscellaneous - fishing,2,1,0.4,0.2,1982.0,1982.0,1982.0,1982.0,250.8,250.8,250.8,250.8,32.0,32.0,33.4,33.4,2.0,2.0,2.2,2.2,0.1,0.1,0.0,9.2,8.6,0.5,9.3,8.8,0.5
