Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Cruise,291,35,8634.0,929.3,1995.5,1994.1,1998.2,1998.1,384.0,680.3,573.4,604.1,34.0,56.1,60.0,64.3,8.0,36.7,22.0,24.2,1988.3,1635.4,352.9,153320.2,126239.7,27080.4,156263.9,128663.5,27600.4
Container,263,52,6010.8,7573.2,2006.3,2004.4,2006.3,2006.3,824.4,1238.4,1410.3,1412.9,68.0,99.9,228.1,227.8,19.0,23.5,31.9,32.0,1187.3,1108.5,78.7,91451.8,85486.7,5965.1,93207.7,87128.1,6079.6
Bulk carrier,158,111,4689.5,7462.4,2005.4,2008.0,2008.8,2008.7,953.1,1671.6,1550.7,1554.9,204.5,373.4,643.4,644.7,47.5,82.2,104.4,104.9,564.9,525.5,39.4,43404.9,40433.6,2971.3,44238.3,41210.0,3028.3
General cargo,143,60,1495.4,2132.4,2003.5,2003.6,2004.2,2004.1,714.1,951.1,1357.0,1384.3,89.0,172.0,314.8,330.3,47.0,100.5,93.4,94.2,330.3,296.6,33.7,25278.9,22740.7,2538.2,25764.3,23177.3,2587.0
Chemical tanker,80,40,3037.4,4927.6,2007.0,2007.3,2007.3,2007.5,1127.9,1756.5,1829.4,1825.8,143.5,203.0,321.5,321.0,47.5,58.4,57.3,58.1,594.6,473.9,120.7,45875.6,36596.2,9279.4,46756.4,37298.8,9457.6
Liquefied gas tanker,61,12,843.4,965.7,2000.3,2003.0,2006.2,2005.0,1025.8,1378.4,1434.5,1355.5,135.0,128.5,227.3,217.3,44.0,41.4,46.3,45.4,217.8,165.7,52.2,16603.1,12680.7,3922.3,16921.9,12924.2,3997.6
Oil tanker,58,19,5812.1,10487.7,2001.3,2004.2,2003.7,2003.8,1291.0,2534.6,2071.9,2094.8,177.0,300.4,413.7,416.0,60.5,56.5,62.4,61.3,727.7,546.6,181.0,56290.9,42316.1,13974.9,57371.7,43128.6,14243.2
Refrigerated bulk,50,29,466.2,526.8,1993.3,1993.2,1993.0,1993.1,1033.3,1133.5,1189.5,1210.8,78.5,99.0,184.4,188.3,49.0,116.6,144.9,144.7,316.1,201.2,114.9,23964.4,15339.6,8624.8,24424.5,15634.1,8790.4
Vehicle,23,14,1038.2,325.9,2005.1,2004.0,2001.3,2001.2,763.7,1072.7,861.1,828.7,61.0,91.0,177.0,170.7,16.0,15.0,18.0,17.3,75.9,71.1,4.8,5869.7,5500.7,369.0,5982.4,5606.3,376.1
Service - tug,22,13,2.2,1.2,1983.8,1981.6,1971.2,1976.5,211.6,395.7,389.3,373.6,87.0,76.6,116.7,112.2,68.5,110.7,82.1,96.1,11.0,8.6,2.4,824.9,644.8,180.1,840.8,657.2,183.6
Service - other,9,8,207.1,145.4,1994.0,1995.0,1990.5,1989.8,3191.2,4668.3,5177.3,3534.2,134.0,806.4,1041.8,931.8,159.0,186.6,142.5,181.8,78.9,72.8,6.2,5945.9,5482.4,463.5,6060.0,5587.6,472.4
Ro-Ro,6,5,11.6,8.6,1992.8,1997.2,1988.3,1995.8,1279.1,1334.1,820.9,904.0,90.5,85.6,97.3,95.9,52.0,112.5,81.7,119.2,11.1,4.1,7.0,833.3,310.1,523.2,849.3,316.0,533.3
Offshore,5,3,432.8,763.1,1997.0,1997.0,1995.8,1996.6,2814.0,2213.9,2330.6,2316.0,659.0,361.3,686.9,705.5,42.0,146.7,66.5,51.7,26.5,22.4,4.1,2031.9,1719.8,312.1,2070.9,1752.8,318.1
Ferry-pax only,3,3,1.1,0.6,1937.3,1937.3,1944.9,1935.8,1142.6,1181.5,1167.2,1267.9,182.0,187.0,176.9,209.3,93.0,98.7,85.3,127.5,1.6,1.1,0.5,118.1,80.2,37.9,120.3,81.7,38.6
Ferry-RoPax,2,2,6.5,1.4,2003.5,2003.5,2004.1,1999.4,898.2,898.2,871.5,820.5,624.0,624.0,645.2,471.7,710.5,710.5,726.1,598.3,16.4,7.6,8.8,1232.7,572.8,659.9,1256.3,583.8,672.6
Miscellaneous - fishing,1,1,0.6,0.2,1982.0,1982.0,1982.0,1982.0,727.0,727.0,727.0,727.0,126.0,126.0,126.0,126.0,43.0,43.0,43.0,43.0,0.3,0.2,0.1,22.8,17.0,5.8,23.2,17.3,5.9
