Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Havana,381,148,13267.9,13547.7,1999.2,2003.3,2004.0,2007.4,572.5,2811.8,850.4,2723.1,40.0,241.7,325.8,484.4,25.0,127.5,119.7,171.4,2543.3,1968.7,574.5,195736.1,151485.0,44251.0,199494.2,154393.6,45100.7
Mariel,219,75,7417.8,8517.7,2002.7,2003.0,2005.6,2006.1,1062.1,2472.7,1989.2,1987.8,78.0,221.5,323.4,315.0,25.0,62.7,56.1,67.4,1321.8,1196.1,125.7,101886.7,92253.6,9633.1,103842.9,94024.8,9818.1
Santiago De Cuba,179,70,1767.8,2174.3,2003.2,2003.5,2003.9,2004.9,591.3,1103.4,740.0,897.4,41.0,114.1,150.6,181.4,31.0,72.8,52.1,57.8,418.5,339.0,79.4,32118.9,26088.5,6030.4,32735.5,26589.4,6146.2
Cienfuegos,96,69,4799.0,6837.6,2001.9,2002.8,2008.8,2009.8,934.0,2933.4,2430.5,3523.6,109.0,257.1,456.7,489.5,42.5,199.1,253.9,275.5,734.1,652.3,81.8,56488.2,50251.8,6236.3,57572.7,51216.7,6356.1
Moa,81,38,1037.5,1532.0,1999.2,2000.0,2004.7,2004.7,1015.6,1734.1,1701.8,1787.6,113.0,165.1,315.8,326.1,24.0,65.0,82.7,86.2,270.1,239.8,30.3,20622.3,18338.5,2283.8,21018.3,18690.6,2327.7
Matanzas,62,32,5087.1,8847.9,2003.8,2004.8,2003.0,2003.0,1430.2,2925.7,2235.5,2221.3,126.0,494.5,504.2,409.7,64.5,95.2,90.3,93.3,617.1,514.6,102.5,47611.7,39686.8,7924.9,48525.9,40448.8,8077.1
Cabanas,36,21,1022.9,879.1,2004.9,2005.1,2003.9,2005.0,1028.9,1584.0,1247.0,1703.9,69.0,252.8,173.4,217.7,17.5,19.1,23.6,22.4,209.7,165.8,43.9,16168.1,12779.7,3388.4,16478.5,13025.1,3453.4
Varadero,18,16,1545.4,2669.7,1998.7,1998.8,2004.1,2003.7,1779.5,2496.0,2760.4,2740.7,197.0,247.3,314.8,312.0,6.0,18.2,31.1,32.0,135.5,127.8,7.7,10471.9,9874.2,597.7,10673.0,10063.8,609.2
Puerto Padre,12,11,167.8,278.9,1997.7,1999.4,2007.7,2008.1,774.0,1064.6,1412.6,1403.6,93.5,195.2,394.2,390.9,73.0,173.1,146.3,151.0,26.6,20.8,5.8,2043.4,1602.4,441.0,2082.6,1633.1,449.5
Guayabal,11,10,260.3,428.8,2005.3,2005.2,2000.9,2000.9,856.1,1481.1,1320.3,1340.5,104.0,184.4,316.4,321.7,63.0,54.1,63.0,63.5,28.0,25.7,2.3,2158.9,1985.5,173.4,2200.4,2023.6,176.7
Bahia Honda,11,8,243.4,169.9,2001.3,2001.4,2001.5,2000.2,633.9,1171.4,601.6,1192.5,40.0,94.1,80.1,142.3,8.0,48.2,24.6,40.7,49.9,39.4,10.5,3836.9,3029.8,807.1,3910.6,3087.9,822.6
Cayo Coco,10,10,289.2,262.6,2000.2,2000.2,2002.1,2000.0,630.6,1256.6,1368.9,1086.7,65.0,107.1,111.7,163.5,14.0,32.4,45.3,27.0,55.1,35.6,19.5,4252.1,2746.4,1505.7,4333.8,2799.2,1534.6
Puerto De Pastelillo,8,6,385.6,438.8,2010.0,2008.0,2013.1,2012.0,3894.4,3709.7,3084.0,2871.0,268.0,313.3,307.7,322.1,28.0,87.2,64.4,77.0,77.5,70.4,7.1,5958.7,5424.6,534.1,6073.1,5528.7,544.4
Baracoa,8,7,358.8,548.9,1998.4,1995.7,2006.0,2006.1,653.2,2412.5,2264.0,2477.4,92.5,247.7,816.5,831.9,11.5,17.9,33.4,34.1,40.1,38.3,1.8,3095.5,2957.4,138.1,3154.9,3014.2,140.8
Preston,7,3,431.3,773.4,1999.4,1999.0,1998.8,1998.6,1049.9,1147.4,1129.1,1138.8,136.0,144.7,137.2,135.1,134.0,162.2,155.8,156.7,99.9,47.8,52.1,7739.0,3705.4,4033.7,7887.6,3776.5,4111.1
Puerto Da Vita,6,6,469.9,768.2,1998.7,1998.7,2003.7,2004.5,2790.0,4307.2,4636.5,4845.9,483.0,484.7,825.7,843.4,8.5,20.7,19.3,19.6,72.5,71.3,1.2,5589.2,5496.0,93.3,5696.6,5601.5,95.1
Niquero,4,3,408.1,695.4,2006.0,2007.3,2003.8,2003.6,3075.3,3158.5,4208.3,4282.3,244.0,253.0,497.2,501.9,14.5,37.2,13.7,13.7,52.4,50.9,1.4,4044.2,3933.8,110.4,4121.9,4009.3,112.5
Bufadero,4,4,77.6,103.8,2012.5,2012.5,2013.8,2014.0,1245.9,1455.0,1463.5,1416.0,128.5,144.2,168.1,163.9,79.0,88.8,56.4,54.6,14.4,10.9,3.5,1102.1,839.5,262.6,1123.2,855.6,267.6
Bahia De Sagua De Tanamo,3,3,566.8,171.9,1983.3,1983.3,1988.0,1987.9,928.4,4913.7,12581.8,10855.1,430.0,560.0,902.2,897.6,18.0,13.0,18.0,17.9,37.2,36.4,0.8,2857.7,2796.9,60.9,2912.6,2850.6,62.0
Banes,3,3,0.9,0.4,1964.7,1964.7,1957.8,1962.9,959.4,842.7,848.8,842.7,151.0,129.0,138.1,136.7,2.0,3.3,2.9,2.6,2.3,2.3,0.0,173.4,172.8,0.6,176.7,176.1,0.6
Gibara,2,2,11.5,13.8,1976.5,1976.5,2006.5,2008.3,709.9,709.9,533.7,527.6,99.0,99.0,63.0,60.8,4.0,4.0,7.7,7.9,3.1,3.0,0.1,236.5,229.4,7.1,241.1,233.8,7.2
La Coloma,2,2,73.2,61.1,2006.5,2006.5,2007.9,2011.3,1891.6,1891.6,925.4,2369.4,132.0,132.0,158.5,226.2,10.5,10.5,11.1,12.7,14.7,12.6,2.1,1140.1,978.5,161.6,1162.0,997.3,164.7
Manati,2,2,101.5,167.4,2004.5,2004.5,2004.0,2003.8,3476.0,3476.0,2828.6,2772.8,320.0,320.0,306.1,302.1,2.5,2.5,3.0,3.2,16.7,16.7,0.0,1290.6,1287.2,3.4,1315.4,1311.9,3.5
Palo Alto,1,1,5.3,2.1,1992.0,1992.0,1992.0,1992.0,825.6,825.6,825.6,825.6,58.0,58.0,58.0,58.0,6.0,6.0,6.0,6.0,2.4,2.2,0.2,182.7,165.6,17.1,186.2,168.8,17.5
Sagua La Grande,1,1,53.0,69.6,2004.0,2004.0,2004.0,2004.0,2063.2,2063.2,2063.2,2063.2,125.0,125.0,125.0,125.0,35.0,35.0,35.0,35.0,9.0,8.5,0.5,687.1,651.3,35.8,700.3,663.8,36.5
Jucaro,1,1,84.2,151.5,2007.0,2007.0,2007.0,2007.0,2327.9,2327.9,2327.9,2327.9,212.0,212.0,212.0,212.0,94.0,94.0,94.0,94.0,15.2,14.4,0.8,1175.9,1112.1,63.8,1198.5,1133.5,65.0
Manzanillo,1,1,16.7,23.9,2011.0,2011.0,2011.0,2011.0,2969.6,2969.6,2969.6,2969.6,298.0,298.0,298.0,298.0,6.0,6.0,6.0,6.0,2.8,2.7,0.1,218.2,211.9,6.2,222.3,216.0,6.3
Casilda,1,1,14.7,22.8,2011.0,2011.0,2011.0,2011.0,702.9,702.9,702.9,702.9,428.0,428.0,428.0,428.0,26.0,26.0,26.0,26.0,2.1,2.0,0.1,160.2,155.5,4.6,163.3,158.5,4.7
