Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Cienfuegos,301,76,2748.2,3549.2,1998.4,1998.8,1999.7,2001.2,498.0,647.3,641.7,709.8,45.0,142.3,93.8,106.3,57.0,71.1,71.9,85.3,818.5,495.6,322.9,62812.7,38135.5,24677.2,64018.7,38867.7,25151.0
Santiago De Cuba,283,111,2700.6,3649.4,1999.4,2002.0,2002.0,2002.4,601.8,669.9,616.3,643.8,50.0,158.5,141.3,153.1,37.0,93.9,62.2,67.7,705.4,525.2,180.2,54188.8,40436.5,13752.2,55229.2,41212.9,14016.3
Havana,239,87,2238.9,2558.9,1999.0,1998.8,1999.9,2002.8,504.9,1590.4,604.9,563.2,46.0,221.7,209.8,216.2,38.0,175.6,132.4,148.7,684.4,432.5,251.9,52523.4,33298.4,19225.0,53531.8,33937.7,19594.2
Matanzas,196,46,2617.5,4297.3,2000.0,2000.7,1998.9,1998.9,480.7,799.0,619.4,616.8,59.0,169.4,150.4,145.0,42.0,238.3,137.0,138.7,663.2,422.6,240.6,51147.0,32620.1,18526.9,52129.1,33246.4,18882.6
Puerto De Pastelillo,102,32,946.1,1471.7,1997.9,2001.0,2000.2,2000.4,414.7,541.4,538.1,533.7,40.5,93.0,115.1,112.9,45.0,59.6,57.6,57.5,270.3,159.0,111.3,20822.5,12261.0,8561.5,21222.3,12496.4,8725.9
Mariel,90,32,448.8,577.2,1996.9,1999.2,2002.4,2002.0,575.7,615.4,610.9,604.4,59.5,200.6,80.5,82.8,58.0,73.3,50.8,56.4,136.4,93.7,42.6,10419.4,7179.8,3239.6,10619.5,7317.7,3301.8
Moa,82,23,846.0,1314.6,2001.7,1999.3,2002.0,2001.9,502.1,570.7,715.4,719.5,39.0,60.2,127.7,128.2,63.0,134.7,80.7,79.3,194.9,107.7,87.2,14989.7,8311.8,6677.9,15277.5,8471.4,6806.1
Nueva Gerona,68,15,74.0,92.6,1998.9,1993.5,2002.6,2003.2,361.5,602.1,452.0,461.3,34.5,144.1,64.2,59.3,44.0,119.1,78.7,81.1,65.0,22.7,42.3,4903.6,1718.1,3185.5,4997.8,1751.1,3246.7
Puerto Padre,40,20,154.2,241.9,2008.5,2004.2,2007.5,2007.4,288.8,473.8,539.9,553.6,43.0,158.6,277.3,283.4,53.5,92.4,174.3,177.5,33.8,25.4,8.4,2576.9,1939.7,637.2,2626.3,1976.9,649.4
Bufadero,37,23,208.1,319.7,1998.3,2002.7,2002.8,2002.9,440.5,540.5,546.4,540.2,103.0,178.6,243.6,243.3,40.0,90.8,100.6,99.9,63.7,50.9,12.8,4859.5,3893.7,965.8,4952.8,3968.4,984.4
