Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Havana,333,110,9093.7,5116.8,1998.2,2001.2,2000.3,2004.9,425.3,994.9,609.3,1168.5,37.0,162.4,124.9,264.2,9.0,53.4,29.1,48.3,1884.4,1549.2,335.2,145027.5,119380.9,25646.6,147812.0,121673.0,26139.0
Santiago De Cuba,225,120,3133.7,3921.9,2004.1,2004.1,2005.3,2006.2,819.6,1080.4,910.7,1012.4,101.0,305.7,354.6,420.7,23.0,76.1,67.8,75.1,747.1,592.6,154.4,57201.5,45483.1,11718.4,58299.7,46356.4,11943.4
Mariel,207,65,5577.8,6268.8,2003.2,2001.9,2005.7,2006.1,770.6,1362.1,1536.9,1565.9,68.0,122.1,227.2,242.3,21.0,72.8,39.1,43.7,1059.6,974.2,85.4,81677.9,75199.2,6478.7,83246.1,76643.0,6603.1
Cienfuegos,97,62,2615.1,3650.3,1999.6,2001.8,2003.6,2005.2,807.6,1518.3,1204.3,1762.9,99.0,228.9,479.8,556.1,26.0,70.1,90.8,103.7,497.6,405.0,92.6,38296.6,31218.4,7078.2,39031.9,31817.8,7214.1
Moa,92,44,1278.8,1977.8,1999.2,1999.8,2006.7,2007.5,1030.8,1060.1,1546.8,1620.4,130.5,136.7,220.1,223.4,57.5,108.6,92.1,91.9,334.3,250.6,83.7,25478.6,19180.6,6298.0,25967.7,19548.8,6418.9
Matanzas,54,34,4872.2,8657.4,2002.8,2004.2,2004.0,2004.0,1253.0,2151.3,2415.3,2442.2,185.5,253.9,502.7,508.6,62.5,84.6,73.7,70.8,548.8,460.0,88.8,42431.9,35582.3,6849.6,43246.6,36265.5,6981.1
Cabanas,33,18,1380.7,806.0,2005.2,2005.7,2003.4,2006.1,868.5,1490.6,1712.4,1603.4,65.0,123.7,167.8,254.2,22.0,31.4,57.3,49.0,279.4,230.3,49.2,21589.1,17797.0,3792.1,22003.6,18138.7,3864.9
Puerto De Pastelillo,24,18,679.1,900.8,2006.0,2003.8,2012.4,2011.5,1069.9,1358.7,1680.9,1448.2,112.5,138.7,245.7,221.4,48.5,80.6,78.2,87.1,138.9,97.7,41.1,10706.0,7542.0,3163.9,10911.5,7686.8,3224.7
Puerto Padre,21,16,255.8,397.6,2003.1,2004.9,2008.3,2008.4,968.4,1060.6,1056.9,1028.3,109.0,165.2,266.8,267.0,37.0,48.4,44.4,43.1,35.3,33.3,2.0,2702.2,2550.2,152.0,2754.1,2599.2,154.9
Bufadero,15,15,445.0,668.4,2005.6,2005.6,2008.4,2008.5,1288.6,1907.3,2065.9,2062.5,172.0,200.3,294.3,294.2,60.0,84.9,109.5,112.0,68.3,63.9,4.4,5241.2,4911.6,329.5,5341.8,5005.9,335.9
Puerto Da Vita,9,9,152.8,213.1,2000.9,2000.9,2003.6,2006.9,939.7,1640.6,1462.5,1413.9,81.0,137.0,218.7,205.8,100.0,119.0,170.8,145.6,36.2,27.4,8.8,2771.2,2104.7,666.5,2824.4,2145.1,679.3
Bahia Honda,9,7,590.8,427.4,2003.2,2003.9,1999.4,1996.4,930.5,1980.7,1651.4,2418.8,70.0,158.3,320.6,610.3,16.0,26.7,16.0,21.6,114.8,106.5,8.4,8892.4,8244.1,648.3,9063.1,8402.4,660.7
Baracoa,8,8,535.6,793.0,1995.8,1995.8,2007.1,2007.6,974.0,3886.8,4092.9,4825.1,108.0,342.9,1426.7,1500.4,72.5,210.1,22.5,11.5,67.4,61.0,6.3,5185.5,4708.6,476.9,5285.1,4799.0,486.1
Cayo Coco,8,8,193.1,198.2,2005.0,2005.0,2000.7,1998.4,910.9,749.2,880.0,787.6,67.5,71.2,80.7,88.6,68.5,219.0,48.2,59.2,38.0,26.3,11.6,2927.4,2034.5,892.9,2983.6,2073.6,910.1
Varadero,7,7,353.4,617.7,2007.4,2007.4,2013.2,2013.2,904.7,1355.7,1945.0,2003.1,126.0,180.3,356.6,360.9,43.0,68.4,46.2,45.9,38.4,35.3,3.1,2955.8,2723.3,232.5,3012.6,2775.6,237.0
Guayabal,5,4,11.9,17.7,2012.2,2011.0,2009.0,2008.9,321.0,590.2,661.1,649.5,60.0,60.2,71.7,70.7,14.0,17.6,22.5,22.1,4.3,3.7,0.7,331.5,281.7,49.8,337.8,287.1,50.7
