Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,1152,294,69328.7,78266.5,2006.6,2006.6,2007.6,2007.7,596.6,1020.8,1011.9,1005.0,45.5,70.9,149.0,149.8,18.0,22.5,28.2,29.5,7514.3,6905.5,608.8,581900.8,534801.0,47099.8,593073.3,545069.1,48004.1
Bulk carrier,548,474,31625.0,56151.3,2010.6,2010.7,2011.3,2011.4,940.1,1738.9,1789.8,1812.6,93.0,184.3,404.8,410.5,55.0,81.9,94.7,94.0,2575.1,2354.4,220.6,199395.8,182337.1,17058.7,203224.2,185837.9,17386.2
Chemical tanker,507,313,11767.8,19296.9,2008.8,2009.1,2008.3,2008.2,854.8,1297.6,1353.1,1360.9,98.0,138.7,228.8,229.8,25.0,49.5,55.2,55.5,2181.0,1822.3,358.7,168243.9,140751.4,27492.5,171474.2,143453.8,28020.4
Oil tanker,363,149,14443.5,25791.9,2004.6,2005.7,2005.8,2005.8,827.3,1036.7,913.7,910.6,98.0,154.2,183.5,180.1,37.0,78.5,76.1,76.0,1984.9,1433.6,551.3,153601.8,110966.8,42634.9,156550.9,113097.4,43453.5
General cargo,163,126,3353.9,4404.1,2005.3,2005.0,2006.9,2007.2,851.8,1382.1,1309.5,1272.5,79.0,145.2,231.9,224.8,50.0,80.6,88.5,87.1,550.9,470.8,80.1,42315.8,36270.0,6045.8,43128.3,36966.3,6161.9
Liquefied gas tanker,156,85,21161.4,18206.0,2003.3,2007.2,2008.1,2007.8,1029.5,2000.8,2142.1,2141.9,76.5,171.3,329.6,334.9,48.0,88.8,85.8,90.1,2803.3,2269.0,534.3,185564.8,145868.4,39696.4,189127.6,148669.1,40458.6
Vehicle,66,45,6089.6,2081.1,2007.2,2007.5,2009.9,2010.0,939.7,1588.0,1730.5,1740.6,64.0,105.8,200.7,202.0,17.5,27.4,42.0,40.3,389.1,368.6,20.4,30137.1,28554.0,1583.1,30715.7,29102.2,1613.5
Service - tug,36,18,12.7,9.1,2006.2,2002.5,2008.9,2009.5,261.9,811.3,518.0,487.5,86.5,363.6,710.5,657.1,93.0,227.8,213.9,230.1,27.1,20.7,6.4,2032.3,1552.8,479.5,2071.3,1582.6,488.7
Ro-Ro,6,3,20.2,15.6,2001.3,1997.7,1989.6,1992.3,537.9,625.7,830.4,827.0,55.0,89.8,92.6,96.6,22.5,44.8,234.7,241.0,15.8,4.7,11.1,1195.5,359.1,836.4,1218.5,366.0,852.5
Offshore,4,2,393.0,326.4,2002.2,1995.5,2008.9,2008.9,1067.5,987.2,1297.5,1296.8,117.5,212.0,112.6,112.7,188.5,162.0,197.9,197.9,33.2,31.4,1.8,2566.1,2428.4,137.7,2615.3,2475.0,140.3
Miscellaneous - fishing,2,2,0.5,0.2,1997.5,1997.5,2001.5,2001.2,381.6,381.6,367.5,332.6,144.0,144.0,232.5,224.9,11.0,11.0,13.2,13.0,0.6,0.5,0.1,42.9,37.8,5.1,43.8,38.5,5.2
Service - other,1,1,11.0,4.1,1981.0,1981.0,1981.0,1981.0,4198.7,4198.7,4198.7,4198.7,342.0,342.0,342.0,342.0,51.0,51.0,51.0,51.0,7.1,7.0,0.1,536.3,528.8,7.6,546.6,538.9,7.7
