Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,1142,295,79661.6,89523.2,2006.6,2006.5,2006.8,2006.9,838.8,1207.0,1170.8,1157.5,63.0,82.1,117.1,115.8,28.0,33.2,37.6,37.6,8945.0,8012.0,933.0,692649.0,620458.8,72190.2,705947.9,632371.6,73576.3
Bulk carrier,550,477,61533.5,108675.6,2010.4,2010.5,2011.4,2011.4,3319.4,3329.3,3451.0,3470.8,336.0,371.1,495.6,500.8,78.0,123.1,123.9,125.4,5497.0,5138.8,358.2,425702.7,397984.9,27717.8,433876.2,405626.2,28250.0
Chemical tanker,514,316,16171.7,26390.4,2008.7,2009.1,2008.8,2008.7,1023.6,1803.2,1824.7,1829.8,87.0,169.3,301.3,301.8,48.5,74.9,86.0,85.8,3011.2,2454.2,557.0,232493.0,189676.7,42816.4,236956.9,193318.5,43638.4
Oil tanker,373,158,23230.1,41682.0,2004.4,2004.9,2005.0,2005.0,981.3,1580.0,1389.3,1387.7,90.0,206.9,515.9,515.9,81.0,146.9,155.7,155.6,2808.7,1957.1,851.6,217358.7,151449.5,65909.1,221532.0,154357.4,67174.6
General cargo,165,131,6304.6,8598.7,2004.2,2004.0,2007.1,2007.4,1832.3,2207.4,2472.5,2502.5,202.0,210.5,325.0,328.7,33.0,59.0,69.5,68.8,911.4,838.5,72.8,70163.3,64639.0,5524.2,71510.4,65880.1,5630.3
Liquefied gas tanker,155,82,25945.3,22187.8,2003.5,2007.1,2009.1,2009.0,1251.5,2690.4,2634.0,2621.1,112.0,196.5,361.8,358.8,42.0,68.4,43.8,44.2,3268.7,2947.5,321.2,209715.8,186510.1,23205.8,213742.4,190091.1,23651.3
Vehicle,66,46,5748.6,1935.9,2007.4,2007.7,2007.2,2007.2,1519.3,1596.8,1636.3,1630.1,94.0,102.3,142.1,141.1,9.0,10.2,9.9,10.0,387.2,375.6,11.5,29990.9,29098.3,892.5,30566.7,29657.0,909.7
Service - tug,41,23,19.2,13.6,2004.5,2000.2,2006.2,2007.0,455.6,957.9,673.4,637.3,150.0,260.4,1101.2,1076.7,19.0,169.4,217.3,196.8,30.7,24.0,6.8,2308.8,1800.9,507.9,2353.1,1835.5,517.6
Ro-Ro,7,4,51.2,37.3,1998.1,1993.0,1980.6,1981.1,609.1,1082.8,1482.5,1351.4,60.0,443.6,566.9,623.5,43.0,48.1,47.7,48.7,27.9,25.1,2.9,2153.5,1935.8,217.8,2194.9,1973.0,221.9
Offshore,6,4,1624.6,1351.9,2001.8,1998.2,2009.0,2009.1,2563.8,2336.1,5286.1,5262.6,356.5,384.2,387.2,387.2,14.0,21.5,58.4,58.2,170.1,159.3,10.9,13154.5,12314.0,840.4,13407.0,12550.4,856.6
Service - other,3,3,35.4,31.1,2005.0,2005.0,2010.9,2009.0,4752.8,4406.5,3819.6,3525.2,988.0,1335.0,605.9,405.7,1388.0,1193.7,934.2,1230.7,23.9,16.6,7.3,1797.5,1246.6,550.9,1832.0,1270.6,561.5
Miscellaneous - fishing,2,2,1.4,0.7,1997.5,1997.5,1994.5,1994.1,1099.9,1099.9,1127.4,1195.5,365.0,365.0,476.7,493.3,6.5,6.5,3.0,2.4,1.6,1.5,0.0,117.0,115.4,1.6,119.3,117.6,1.6
