Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,174,52,1326.1,1639.2,2006.3,2007.4,2006.1,2006.0,323.8,462.8,463.7,470.8,41.0,43.0,57.5,57.8,19.0,27.9,37.3,38.4,312.2,237.9,74.3,23972.9,18301.9,5671.0,24433.2,18653.2,5779.9
Oil tanker,72,17,129.0,198.4,2006.7,2002.9,2006.7,2006.1,340.6,606.1,638.5,669.1,30.0,72.6,65.2,65.8,23.0,38.4,144.5,151.8,73.6,40.2,33.4,5595.5,3059.4,2536.1,5702.9,3118.1,2584.8
Chemical tanker,47,14,254.4,384.0,2008.3,2006.6,2007.3,2007.3,350.1,936.5,682.9,687.0,58.0,80.1,104.8,103.6,28.0,49.1,97.7,97.1,90.6,57.4,33.2,6904.9,4395.8,2509.1,7037.5,4480.2,2557.3
General cargo,41,33,153.4,203.2,2002.9,2004.2,2004.1,2004.6,524.8,829.8,716.0,721.9,61.0,121.5,179.6,178.4,35.0,63.6,65.2,66.6,37.2,29.7,7.5,2831.5,2267.9,563.6,2885.8,2311.4,574.4
Service - tug,25,19,7.3,5.7,2015.6,2015.4,2015.9,2015.9,831.3,1141.0,1182.3,1085.3,410.0,910.7,1568.2,1410.5,13.0,127.4,178.8,165.7,27.8,24.4,3.4,2084.3,1829.6,254.7,2124.3,1864.7,259.6
Bulk carrier,24,23,837.5,1456.4,2009.9,2009.7,2011.1,2011.1,859.4,1242.7,1325.9,1337.0,92.0,203.1,646.8,641.7,76.5,122.0,157.0,156.3,74.1,62.5,11.7,5740.2,4837.8,902.4,5850.4,4930.7,919.7
Cruise,14,10,412.1,41.2,2006.1,2005.7,2004.1,2004.2,345.0,399.9,432.7,413.6,30.0,30.0,42.9,40.3,29.5,28.0,21.8,23.0,109.5,82.0,27.5,8476.4,6344.4,2132.1,8639.2,6466.2,2173.0
Liquefied gas tanker,10,3,6.0,6.4,1992.0,1994.3,1993.2,1993.2,220.5,283.3,428.3,430.6,12.0,26.5,22.8,21.8,13.0,14.2,93.3,98.5,6.4,1.3,5.1,483.0,96.5,386.4,492.3,98.4,393.9
Refrigerated bulk,3,3,17.0,19.2,1993.0,1993.0,1995.4,1995.2,993.0,1482.4,1471.0,1446.8,170.0,154.0,161.4,160.5,192.0,164.0,111.6,114.9,14.9,8.3,6.6,1128.6,630.2,498.4,1150.3,642.3,508.0
Ro-Ro,2,2,9.5,10.3,2003.5,2003.5,1995.3,1995.3,623.8,623.8,937.7,963.9,66.5,66.5,122.0,122.2,26.0,26.0,42.4,42.5,1.9,1.5,0.4,150.3,115.9,34.3,153.2,118.2,35.0
Vehicle,1,1,36.3,12.5,2005.0,2005.0,2005.0,2005.0,827.9,827.9,827.9,827.9,49.0,49.0,49.0,49.0,18.0,18.0,18.0,18.0,2.4,1.7,0.8,188.8,128.2,60.6,192.4,130.6,61.8
Offshore,1,1,0.4,0.1,2016.0,2016.0,2016.0,2016.0,52.8,52.8,52.8,52.8,521.0,521.0,521.0,521.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
