Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Thailand,250,101,1263.2,1583.8,2007.7,2008.1,2008.1,2008.3,278.2,621.2,436.0,509.6,32.0,193.8,379.9,498.8,22.5,52.1,121.7,152.9,363.2,234.9,128.2,27751.1,17992.9,9758.2,28283.9,18338.4,9945.5
Singapore,59,25,782.6,853.7,2004.2,2004.3,2004.9,2005.8,599.5,800.0,752.2,765.4,51.0,79.9,70.1,75.7,20.0,27.9,42.1,48.4,175.2,134.2,40.9,13490.0,10354.6,3135.4,13749.0,10553.4,3195.6
Viet Nam,28,26,249.1,257.8,2005.2,2005.2,2005.1,2004.7,465.7,773.6,605.8,764.7,60.5,101.5,81.8,106.4,32.5,65.3,40.2,46.7,54.7,41.6,13.1,4205.8,3203.2,1002.7,4286.6,3264.7,1021.9
Malaysia,27,19,206.8,232.1,2003.4,2006.2,2001.6,2001.7,637.4,811.6,559.0,547.4,49.0,322.8,67.1,72.2,20.0,43.1,38.8,46.0,43.9,36.3,7.5,3368.9,2791.3,577.6,3433.6,2844.9,588.7
China,17,12,357.8,546.6,2009.1,2007.8,2011.8,2012.4,1209.2,1529.5,1670.8,1837.5,110.0,208.8,312.0,333.8,18.0,43.5,49.8,52.4,57.2,53.6,3.6,4398.9,4127.3,271.6,4483.3,4206.6,276.8
Hong Kong,17,7,103.6,129.1,2000.6,2003.4,2004.2,2004.4,797.4,875.5,760.3,762.2,81.0,95.1,113.8,112.7,14.0,10.1,18.9,19.0,26.5,22.7,3.8,2027.4,1741.6,285.8,2066.3,1775.0,291.3
Indonesia,8,7,141.6,247.5,2010.5,2009.9,2011.1,2011.2,861.9,963.2,846.5,848.6,100.5,366.1,98.7,96.8,141.0,604.9,137.4,134.2,18.6,13.0,5.6,1427.8,1003.8,424.0,1455.2,1023.0,432.1
Philippines,4,4,32.6,42.2,2006.0,2006.0,2004.7,2005.4,1178.5,913.3,1109.1,1131.3,101.5,84.0,106.6,105.0,26.0,34.0,37.8,34.4,7.0,6.1,0.9,541.1,472.4,68.7,551.5,481.4,70.0
"Taiwan, Province of China",3,3,51.3,83.8,2012.7,2012.7,2012.9,2012.9,636.0,933.2,967.0,962.4,91.0,94.0,108.6,108.3,30.0,39.0,58.7,58.3,4.5,4.1,0.3,345.5,320.4,25.0,352.1,326.6,25.5
Equatorial Guinea,1,1,0.4,0.1,2016.0,2016.0,2016.0,2016.0,52.8,52.8,52.8,52.8,521.0,521.0,521.0,521.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
