Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Madagascar,60,23,1269.5,1430.7,2003.2,2001.3,2004.6,2004.9,922.1,4211.6,959.0,977.7,92.5,371.0,166.6,150.0,42.5,314.9,153.6,134.1,306.0,210.5,95.5,23410.0,16173.0,7237.0,23859.5,16483.5,7375.9
Mauritius,57,33,1762.9,990.3,1998.0,2001.1,2000.4,2003.1,1063.6,7721.6,1593.5,2537.2,214.0,464.6,348.8,543.8,103.0,582.7,740.8,1066.3,826.1,494.2,331.9,62662.8,37624.0,25038.8,63865.9,38346.4,25519.6
United Arab Emirates,27,7,1050.6,1490.5,2005.7,2002.6,2006.0,2006.9,2062.6,1985.2,1743.8,1693.1,167.0,163.6,180.6,184.1,31.0,47.1,36.9,38.4,187.2,168.3,19.0,14443.6,12985.0,1458.7,14721.0,13234.3,1486.7
Mozambique,23,11,723.3,901.8,1998.5,1996.7,1999.8,1999.7,1568.9,1564.3,1409.7,1417.1,116.0,177.8,137.1,142.7,52.0,148.5,64.5,61.7,149.2,125.3,23.9,11507.8,9687.8,1820.0,11728.8,9873.9,1854.9
Maldives,20,12,698.2,669.0,2001.6,1999.3,2000.9,2004.0,1273.0,1440.6,1329.6,1341.3,86.0,93.1,88.5,91.0,30.0,50.5,37.9,35.7,153.1,137.1,16.1,11844.4,10610.9,1233.5,12071.8,10814.6,1257.1
South Africa,16,15,356.9,378.3,1997.8,1998.1,2002.4,2003.1,2144.8,4813.1,3720.3,3079.2,224.5,343.9,539.2,442.0,132.5,708.7,1391.0,1101.9,190.2,107.2,83.0,14351.4,8119.8,6231.5,14626.9,8275.7,6351.2
Sri Lanka,10,4,634.4,506.2,2007.8,2006.0,2007.5,2008.4,1779.8,1663.9,1720.0,1750.1,146.0,117.5,124.6,146.3,20.0,17.0,18.7,23.6,105.9,101.4,4.5,8204.1,7853.9,350.3,8361.6,8004.7,357.0
Singapore,9,9,295.5,400.0,1999.4,1999.4,2006.0,2007.7,3239.7,3038.4,2697.6,2699.8,282.0,303.0,276.9,274.3,132.0,376.2,257.9,224.2,114.9,67.8,47.1,8729.6,5191.4,3538.2,8897.3,5291.1,3606.2
Comoros,9,6,173.2,273.0,2008.1,2005.7,2010.2,2010.6,1679.2,11694.7,5841.7,5516.1,277.0,1468.7,1487.3,1042.2,29.0,330.1,45.8,40.2,46.0,41.5,4.5,3515.3,3173.8,341.4,3582.8,3234.8,348.0
"Tanzania, United Republic of",7,5,153.5,173.4,2002.3,2002.8,2002.0,2002.1,1071.1,1284.2,1102.0,1074.1,88.0,146.0,97.8,87.2,50.0,46.0,44.5,44.9,28.6,25.7,2.9,2204.1,1982.4,221.7,2246.4,2020.4,226.0
Oman,5,5,277.5,194.6,2001.2,2001.2,2002.1,2005.0,1374.1,2301.0,1561.6,1880.8,101.0,171.2,136.9,183.3,35.0,31.0,32.0,28.8,59.9,53.1,6.8,4629.1,4104.1,525.0,4718.0,4182.9,535.1
Pakistan,5,3,156.5,216.9,1999.0,1999.0,1999.0,1999.0,1904.4,1904.3,1907.5,1907.3,138.0,148.0,150.7,150.6,17.0,16.5,17.8,17.8,32.0,31.0,1.0,2463.6,2388.6,75.0,2510.9,2434.5,76.4
Kenya,4,4,99.3,9.7,1996.2,1996.2,2002.9,2002.5,994.2,1208.8,990.5,1001.1,61.5,72.8,61.4,62.4,12.0,1714.0,47.9,193.9,50.0,28.5,21.5,3821.1,2202.1,1619.0,3894.5,2244.4,1650.1
Mayotte,4,3,101.9,122.3,2005.0,2003.7,2001.9,2002.1,1099.7,1519.3,1622.2,1601.7,177.0,173.7,213.3,212.3,23.5,31.8,37.0,36.2,24.2,23.1,1.1,1870.6,1787.9,82.7,1906.5,1822.3,84.3
Malaysia,3,3,94.5,139.5,2010.7,2010.7,2009.8,2010.0,2854.1,2024.8,1517.4,1411.5,252.0,194.7,242.6,241.7,18.0,29.3,21.5,22.1,13.6,13.2,0.4,1049.3,1021.4,28.0,1069.5,1041.0,28.5
Thailand,3,2,44.4,52.3,1985.3,1988.0,1985.5,1985.3,4033.8,4024.6,4015.1,4014.3,339.0,669.5,561.4,551.0,333.0,397.8,420.0,421.9,44.9,28.0,16.9,3376.2,2106.3,1269.8,3441.0,2146.8,1294.2
Réunion,3,3,174.9,19.4,2007.3,2007.3,2006.8,2007.2,990.2,1088.5,1077.9,1070.2,64.0,69.0,69.6,69.1,34.0,44.3,46.4,44.9,36.8,28.9,7.9,2849.8,2238.6,611.1,2904.5,2281.6,622.9
Nigeria,3,3,33.3,40.3,2001.3,2001.3,1997.9,1998.7,1641.0,2570.2,1912.1,1595.8,151.0,226.0,342.1,324.1,104.0,177.0,259.2,247.2,19.6,13.6,6.0,1488.4,1038.2,450.2,1517.0,1058.1,458.9
Jordan,2,2,323.2,36.0,2012.0,2012.0,2007.7,2008.0,3815.6,3815.6,3156.6,3186.1,207.0,207.0,187.0,188.4,166.5,166.5,55.5,63.2,65.9,58.6,7.3,5094.1,4533.9,560.2,5191.9,4620.9,571.0
Egypt,2,2,420.3,436.9,2004.0,2004.0,2004.0,2003.9,2897.9,2897.9,2897.9,2898.0,201.5,201.5,201.4,201.1,0.0,0.0,0.0,0.0,46.2,46.2,0.0,3576.2,3576.2,0.0,3644.8,3644.8,0.0
"Congo, Democratic Republic of the",2,2,56.2,62.4,1994.0,1994.0,1993.3,1993.3,5020.0,5020.0,5075.2,5073.6,402.0,402.0,377.5,378.1,356.5,356.5,377.3,376.8,32.8,22.3,10.4,2492.5,1708.2,784.3,2540.3,1741.0,799.3
Namibia,2,2,44.7,49.2,1992.0,1992.0,1992.3,1992.2,3735.5,3735.5,3755.9,3755.7,245.0,245.0,247.5,247.5,258.0,258.0,274.6,274.4,24.3,16.7,7.6,1850.8,1283.2,567.6,1886.4,1307.8,578.5
Spain,2,2,63.7,67.9,1995.0,1995.0,1996.3,1995.9,19858.4,19858.4,11721.7,11072.9,258.5,258.5,207.4,220.8,2771.0,2771.0,3122.7,3030.4,35.1,10.9,24.2,2653.1,834.0,1819.0,2704.0,850.1,1854.0
Malta,2,2,41.1,44.5,1989.5,1989.5,1989.5,1989.4,4211.2,4211.2,4212.5,4216.0,322.5,322.5,321.5,319.2,631.0,631.0,634.2,641.5,34.7,16.0,18.7,2623.2,1219.8,1403.4,2673.5,1243.2,1430.3
Greece,1,1,18.4,21.6,1997.0,1997.0,1997.0,1997.0,3613.5,3613.5,3613.5,3613.5,434.0,434.0,434.0,434.0,286.0,286.0,286.0,286.0,12.8,9.1,3.6,967.9,697.1,270.9,986.5,710.5,276.1
Benin,1,1,42.5,46.8,1998.0,1998.0,1998.0,1998.0,5774.0,5774.0,5774.0,5774.0,408.0,408.0,408.0,408.0,1040.0,1040.0,1040.0,1040.0,30.3,13.2,17.1,2289.8,1006.9,1282.9,2333.7,1026.3,1307.5
"Taiwan, Province of China",1,1,15.8,17.0,1989.0,1989.0,1989.0,1989.0,6047.5,6047.5,6047.5,6047.5,626.0,626.0,626.0,626.0,239.0,239.0,239.0,239.0,13.8,10.7,3.2,1048.2,811.6,236.6,1068.3,827.2,241.1
Cyprus,1,1,17.8,21.3,1990.0,1990.0,1990.0,1990.0,3489.1,3489.1,3489.1,3489.1,288.0,288.0,288.0,288.0,717.0,717.0,717.0,717.0,20.0,8.4,11.6,1513.3,639.7,873.6,1542.4,652.0,890.4
