Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,116,25,4121.1,5250.3,2003.7,2003.2,2003.6,2003.6,1323.4,1311.8,1431.5,1423.3,100.0,101.7,127.9,127.8,27.5,55.8,51.3,52.1,653.0,562.4,90.5,50500.1,43538.4,6961.6,51469.7,44374.4,7095.3
Refrigerated bulk,57,30,805.4,932.3,1991.3,1991.6,1992.2,1992.1,2155.6,3071.3,2870.2,2867.3,381.0,437.8,574.6,569.8,106.0,138.6,137.6,141.8,648.2,491.3,156.9,49044.2,37258.0,11786.2,49985.9,37973.3,12012.5
Cruise,44,21,1992.2,226.0,1996.9,1998.8,1999.8,1998.1,978.9,1350.9,1017.5,1014.3,65.0,100.8,84.9,86.3,10.0,14.4,15.4,14.8,469.4,431.7,37.7,36302.7,33388.4,2914.2,36999.7,34029.5,2970.2
Miscellaneous - fishing,33,29,1019.3,845.1,2005.4,2005.3,2006.1,2006.0,4264.1,12825.2,15205.2,15312.3,669.0,1422.1,3536.9,3497.9,179.0,447.5,644.0,653.4,410.0,386.1,23.9,30785.9,28987.7,1798.2,31377.0,29544.3,1832.7
Chemical tanker,14,5,487.1,809.3,2012.1,2008.6,2012.3,2012.4,951.8,1801.9,1214.7,1212.2,150.5,245.0,174.0,172.1,18.5,40.1,34.6,34.7,61.1,54.8,6.3,4725.6,4234.0,491.6,4816.3,4315.3,501.0
Bulk carrier,11,5,181.3,310.6,2009.8,2008.6,2009.2,2009.4,977.1,1206.2,1172.7,1168.4,96.0,107.3,109.1,108.8,67.0,102.5,124.9,125.8,27.4,22.5,4.9,2116.3,1741.3,375.0,2157.0,1774.8,382.2
General cargo,7,7,373.8,418.3,2011.0,2011.0,2014.2,2014.3,1050.0,2183.9,3137.6,2985.3,125.0,221.3,525.6,532.5,26.0,62.3,146.1,150.5,29.1,27.9,1.2,2244.0,2155.5,88.6,2287.1,2196.8,90.3
Oil tanker,6,3,58.2,95.2,2009.7,2010.3,2009.2,2009.2,1097.5,1131.9,1534.3,1549.2,172.0,146.2,622.9,479.6,31.0,325.2,671.3,720.2,65.3,55.0,10.3,4933.4,4141.9,791.4,5028.1,4221.5,806.6
Service - tug,3,3,6.6,8.0,1997.3,1997.3,2002.5,1998.4,2381.4,2624.3,2502.5,2414.6,545.0,671.7,609.3,693.6,1.0,2.7,2.1,1.6,6.5,6.4,0.0,489.7,486.6,3.1,499.2,495.9,3.2
Liquefied gas tanker,2,2,8.9,10.2,2009.0,2009.0,2009.0,2009.0,993.5,993.5,993.5,993.3,84.5,84.5,84.5,84.7,108.5,108.5,109.0,106.5,6.1,2.8,3.3,463.2,212.8,250.5,472.1,216.8,255.3
Offshore,1,1,3.6,3.5,1982.0,1982.0,1982.0,1982.0,1846.5,1846.5,1846.5,1846.5,348.0,348.0,348.0,348.0,2.0,2.0,2.0,2.0,1.9,1.9,0.0,140.7,140.3,0.5,143.4,143.0,0.5
Service - other,1,1,10.0,4.2,1997.0,1997.0,1997.0,1997.0,3135.9,3135.9,3135.9,3135.9,485.0,485.0,485.0,485.0,180.0,180.0,180.0,180.0,8.3,8.0,0.3,625.2,601.1,24.1,637.2,612.6,24.6
Other liquids tankers,1,1,27.4,31.0,2009.0,2009.0,2009.0,2009.0,888.0,888.0,888.0,888.0,51.0,51.0,51.0,51.0,39.0,39.0,39.0,39.0,4.4,4.2,0.3,343.5,322.7,20.9,350.1,328.9,21.3
Ro-Ro,1,1,0.4,0.4,2017.0,2017.0,2017.0,2017.0,904.8,904.8,904.8,904.8,147.0,147.0,147.0,147.0,4524.0,4524.0,4524.0,4524.0,43.5,0.7,42.8,3265.0,49.9,3215.1,3327.7,50.9,3276.8
