Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,118,26,4059.4,5159.1,2003.6,2003.2,2003.5,2003.5,1200.6,1459.6,1387.9,1378.0,125.5,119.1,139.6,138.9,35.0,35.0,36.1,36.5,666.2,611.6,54.5,51518.6,47310.1,4208.5,52507.7,48218.4,4289.3
Refrigerated bulk,55,27,719.7,820.8,1991.3,1991.6,1992.3,1992.2,2157.7,3095.2,2687.5,2650.9,291.0,337.6,351.7,352.5,333.0,403.5,460.5,458.3,705.4,391.1,314.3,53298.4,29700.6,23597.8,54321.7,30270.9,24050.9
Cruise,42,21,2274.0,257.9,1997.0,1998.8,2000.3,1998.7,999.4,1441.1,1190.4,1184.7,69.5,102.3,92.3,93.3,30.5,44.3,37.9,39.5,599.7,507.7,92.0,46398.3,39293.5,7104.9,47289.2,40047.9,7241.3
Miscellaneous - fishing,29,28,1014.6,849.0,2005.1,2005.0,2004.7,2004.6,13923.3,16818.8,16157.0,17002.1,597.0,987.1,835.7,797.7,838.0,1323.7,1988.2,2001.0,561.6,259.5,302.1,42166.9,19486.4,22680.6,42976.5,19860.5,23116.0
Chemical tanker,14,5,652.5,1084.6,2012.1,2008.6,2012.7,2012.8,1808.9,2252.5,1627.1,1624.6,195.0,313.6,232.0,229.8,42.5,32.8,42.4,42.6,79.1,64.0,15.1,6118.1,4945.4,1172.7,6235.5,5040.3,1195.2
Bulk carrier,10,5,303.5,525.7,2009.7,2008.6,2009.8,2009.9,1444.7,1608.4,2078.0,2096.0,150.5,171.1,494.3,499.0,25.5,29.0,22.0,22.1,48.9,48.1,0.8,3774.9,3715.9,59.0,3847.4,3787.3,60.2
General cargo,7,7,343.2,383.3,2011.0,2011.0,2010.8,2010.8,2923.8,2904.5,2881.1,2735.6,244.0,253.1,347.0,341.9,21.0,35.9,45.8,47.9,56.1,54.6,1.4,4323.4,4214.8,108.5,4406.4,4295.7,110.6
Oil tanker,5,2,14.8,18.2,2009.8,2011.0,2010.1,2010.3,1303.8,1101.4,1342.6,1294.8,183.0,134.8,284.0,270.9,35.0,99.5,260.3,246.4,16.6,7.7,8.9,1248.1,581.4,666.7,1272.1,592.6,679.5
Service - tug,3,3,2.8,3.1,1996.3,1996.3,1996.8,1988.1,2126.0,1982.1,1964.5,1834.8,280.0,279.3,279.4,278.4,28.0,484.0,463.1,851.0,6.0,4.9,1.1,447.3,368.4,78.9,455.9,375.5,80.4
Offshore,2,2,1.0,0.7,1980.0,1980.0,1979.8,1980.5,1058.3,1058.3,455.7,354.2,108.0,108.0,108.0,108.0,3729.0,3729.0,3969.8,2889.6,23.3,1.3,22.0,1747.5,99.4,1648.1,1781.0,101.3,1679.7
Liquefied gas tanker,2,2,8.9,10.2,2009.0,2009.0,2009.0,2009.1,990.4,990.4,990.4,991.1,94.0,94.0,94.4,94.9,26.0,26.0,26.1,26.3,4.2,3.4,0.8,318.5,258.6,59.9,324.6,263.5,61.1
Ro-Ro,2,1,0.8,0.7,2017.0,2017.0,2017.0,2017.0,806.5,806.5,806.5,806.5,137.0,137.0,137.0,137.0,14.5,14.5,14.5,14.5,1.7,1.5,0.3,129.9,109.0,20.9,132.4,111.1,21.3
Service - other,1,1,9.7,4.1,1997.0,1997.0,1997.0,1997.0,3046.5,3046.5,3046.5,3046.5,523.0,523.0,523.0,523.0,101.0,101.0,101.0,101.0,8.4,8.3,0.2,633.4,619.9,13.5,645.6,631.8,13.8
