Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Bulk carrier,4622,1815,456506.9,828959.6,1999.5,2010.0,2010.1,2010.1,1586.8,3916.8,3015.0,3090.0,190.5,410.7,506.6,509.6,29.0,123.0,126.8,127.5,33074.3,31387.8,1686.5,2540281.2,2413482.8,126798.3,2589054.5,2459821.7,129232.9
Container,1707,421,309833.2,341501.9,2007.1,2007.2,2008.5,2008.4,2846.2,3012.1,3055.9,3032.3,183.0,197.8,305.3,303.2,33.0,43.4,48.6,48.2,35995.0,34799.0,1196.0,2771714.0,2681916.7,89797.3,2824931.0,2733409.5,91521.4
Service - tug,1004,130,212.3,149.1,1979.1,1981.0,1992.2,1992.3,195.3,963.9,427.3,466.8,30.0,204.8,480.6,533.2,13.0,114.7,178.2,189.6,528.2,469.6,58.6,39660.9,35263.1,4397.9,40422.4,35940.1,4482.3
Chemical tanker,994,404,41229.8,67479.6,2008.8,2009.9,2010.2,2010.2,1484.2,2670.7,1973.0,1996.5,150.0,253.7,324.2,326.4,30.0,46.3,49.8,50.1,6768.0,5887.2,880.9,515176.4,449032.3,66144.2,525067.8,457653.7,67414.1
General cargo,728,332,30342.9,43839.3,2006.8,2007.5,2006.1,2006.0,2427.6,2943.3,2714.4,2725.1,210.0,266.9,410.2,411.5,49.0,88.5,94.5,94.9,4814.6,4416.2,398.4,367716.1,337797.1,29919.0,374776.2,344282.8,30493.4
Cruise,696,95,36192.9,3404.6,2002.6,2000.2,2004.9,2004.1,551.4,662.5,689.5,685.6,37.0,46.7,55.4,57.0,8.0,11.7,8.7,8.9,8260.7,7734.0,526.7,622326.8,582768.1,39558.7,634275.5,593957.2,40318.3
Oil tanker,545,324,96086.2,179237.1,2008.9,2008.9,2009.6,2009.7,2668.0,3308.5,3263.7,3314.6,247.0,341.4,526.6,533.2,41.0,68.4,67.5,67.5,9210.0,7466.0,1744.0,704109.4,573159.8,130949.5,717628.3,584164.5,133463.8
Vehicle,397,229,59032.9,19706.4,2006.7,2007.2,2007.5,2007.1,2871.2,2660.7,2559.5,2567.7,203.0,191.9,282.4,281.2,10.0,15.2,16.0,16.5,3357.4,3300.6,56.8,258355.1,254092.1,4263.0,263315.5,258970.7,4344.8
Miscellaneous - fishing,167,40,402.9,217.8,1990.1,1984.0,1998.1,1997.1,128.4,3413.9,3942.7,3653.7,13.0,467.9,1068.4,1190.3,19.0,423.2,807.5,683.9,225.5,166.5,59.0,17081.2,12649.5,4431.7,17409.1,12892.4,4516.8
Ferry-RoPax,126,10,557.5,95.6,1984.4,1987.6,1990.2,1981.2,185.4,1549.6,503.5,446.3,8.0,123.6,344.4,456.0,3.0,64.2,175.6,143.4,275.2,189.9,85.3,19910.7,13518.2,6392.5,20293.0,13777.8,6515.2
Service - other,120,39,1045.2,488.6,1991.1,1995.5,2002.0,2001.2,225.4,2530.8,2724.6,2402.2,32.5,367.5,1407.5,1357.0,19.0,205.5,473.1,450.2,339.2,295.0,44.1,25685.6,22362.6,3323.0,26178.8,22792.0,3386.8
Ro-Ro,118,16,16069.6,8882.8,2013.6,2009.3,2015.5,2015.5,1078.1,1647.2,1591.8,1592.2,95.5,129.7,145.5,145.6,9.0,19.9,13.3,13.5,1084.7,1061.2,23.5,82838.1,81076.3,1761.8,84428.6,82632.9,1795.6
Offshore,32,14,711.2,956.0,1986.7,2001.4,2009.1,2008.6,168.0,1685.5,908.8,737.0,51.5,265.8,222.2,217.7,39.0,121.6,682.0,897.6,99.4,93.1,6.4,7526.2,7046.6,479.6,7670.7,7181.9,488.8
Ferry-pax only,27,5,9.7,1.6,1982.7,1977.8,1989.0,1975.6,442.2,478.5,563.2,725.8,14.0,84.0,81.6,142.5,29.0,55.5,59.9,84.1,14.8,7.8,7.0,1111.1,585.8,525.3,1132.4,597.0,535.4
Refrigerated bulk,11,10,820.1,900.0,1994.5,1994.6,1996.5,1996.0,7785.0,6245.2,6476.7,6461.9,560.0,462.7,537.8,535.4,22.0,29.7,26.9,26.1,299.0,290.8,8.2,22835.0,22218.1,616.8,23273.4,22644.7,628.7
Liquefied gas tanker,10,9,2153.8,1845.1,2011.0,2010.6,2010.7,2011.1,2618.4,2945.2,2895.2,2929.7,221.5,249.1,283.7,296.5,36.0,41.2,38.9,39.4,255.9,246.1,9.8,16167.8,15434.0,733.7,16478.2,15730.4,747.8
Miscellaneous - other,1,1,20.9,5.6,1989.0,1989.0,1989.0,1989.0,3240.5,3240.5,3240.5,3240.5,378.0,378.0,378.0,378.0,8.0,8.0,8.0,8.0,6.9,6.9,0.0,516.2,514.6,1.6,526.1,524.5,1.7
