Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
United States of America,6803,1629,146262.9,170794.2,1995.3,2004.0,2006.0,2005.7,321.6,1051.5,682.5,788.0,33.0,118.9,164.1,203.9,17.0,57.0,46.0,54.5,21131.9,17958.7,3173.2,1592596.9,1354179.7,238417.2,1623174.8,1380180.0,242994.8
Japan,625,410,150116.2,193631.1,2008.2,2009.5,2007.8,2008.7,4399.5,4630.7,4606.7,4656.2,373.0,415.8,397.5,441.9,29.0,66.6,51.4,62.5,13069.2,12812.5,256.7,1008561.2,988762.8,19798.4,1027925.6,1007747.1,20178.6
China,389,333,99293.2,158874.1,2010.4,2010.1,2010.0,2010.1,5414.1,5835.7,5945.1,6021.7,527.0,569.8,625.4,661.9,56.0,90.9,88.3,97.3,8425.3,8171.5,253.7,650621.2,631015.2,19605.9,663113.1,643130.7,19982.4
United Kingdom of Great Britain and Northern Ireland,289,185,40255.1,50760.5,2008.9,2008.9,2010.1,2009.8,2887.8,3274.9,2997.8,3157.5,248.0,337.4,340.3,407.5,25.0,72.3,44.4,54.4,3870.2,3672.6,197.6,296846.6,281698.0,15148.6,302546.1,287106.6,15439.4
Netherlands,250,188,30743.5,50855.7,2008.7,2008.1,2010.3,2010.4,3219.8,3620.1,3667.3,3766.9,293.5,362.9,503.8,544.2,41.5,58.8,73.2,79.3,3614.6,3433.8,180.8,276724.2,263039.6,13684.6,282037.3,268089.9,13947.3
"Korea, Republic of",244,189,67666.2,104673.0,2009.5,2009.9,2009.2,2009.6,4940.2,5290.9,5304.5,5338.7,430.0,481.9,481.1,503.5,15.0,59.8,75.3,88.1,5740.4,5540.0,200.3,443240.6,427725.6,15515.0,451750.9,435938.0,15812.9
Spain,221,176,24457.4,38308.6,2006.5,2006.8,2006.4,2006.9,3155.5,3622.3,3304.3,3258.7,255.0,338.7,356.5,359.6,24.0,73.8,50.5,47.8,2890.5,2769.9,120.7,221908.8,212670.8,9238.0,226169.4,216754.1,9415.4
Singapore,145,141,72889.1,136858.6,2012.5,2012.6,2012.6,2012.6,7325.8,8660.8,9349.2,9403.0,730.0,820.7,940.2,947.7,13.0,14.3,14.7,14.6,4497.1,4483.8,13.3,347688.4,346662.1,1026.3,354364.0,353318.0,1046.0
Belgium,133,86,14499.0,20562.2,2006.2,2008.9,2006.3,2006.7,3249.4,3289.0,3274.1,3295.0,264.0,310.6,287.5,308.0,29.0,57.5,46.0,50.1,1773.0,1712.9,60.1,135506.6,130954.6,4552.0,138108.3,133468.9,4639.4
Mexico,118,108,11659.2,19710.4,2010.6,2010.4,2011.1,2011.3,2783.9,3056.4,2945.1,2951.2,269.0,311.4,332.9,339.4,103.5,119.7,124.4,127.4,1170.1,1080.1,90.0,89796.7,82850.4,6946.4,91520.8,84441.1,7079.7
