Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Nanaimo,1561,65,2333.0,888.0,1990.7,1989.0,1999.6,2001.4,77.9,1041.0,538.8,264.2,9.0,95.1,1119.9,497.9,2.0,130.4,166.9,137.2,922.6,771.4,151.1,66305.3,55291.0,11014.3,67578.4,56352.6,11225.8
Port Weller,1143,247,3849.7,5862.3,1995.2,1999.5,1999.0,1999.2,214.2,262.6,219.9,221.0,26.0,58.6,48.1,46.3,3.0,7.1,14.8,15.1,641.9,582.2,59.8,48023.5,43535.0,4488.6,48945.6,44370.8,4574.7
New Westminster,987,83,361.0,411.6,1975.6,1996.5,2001.3,2003.1,48.6,224.0,106.6,112.4,8.0,135.3,144.6,120.0,10.0,61.5,82.1,93.7,187.3,121.1,66.2,14062.7,9092.8,4969.9,14332.7,9267.4,5065.3
Cornwall,931,252,2817.9,4299.6,2000.6,2002.9,2001.6,2001.6,217.7,188.3,181.0,180.1,22.0,32.8,63.7,60.1,0.0,1.8,1.5,1.5,433.4,425.4,8.0,32472.6,31873.8,598.7,33096.1,32485.8,610.2
Quebec,910,304,6040.1,6351.6,1999.2,2003.1,1999.7,2000.9,155.6,359.8,283.0,247.8,17.0,126.2,139.4,149.9,29.0,71.7,86.1,85.5,1955.0,1326.0,629.0,146854.5,99631.3,47223.2,149674.1,101544.2,48129.9
Montreal,794,278,4668.5,5028.6,1999.5,2001.7,2003.9,2003.3,142.3,244.8,324.5,284.9,18.0,61.8,76.6,79.1,7.0,31.0,44.8,51.6,1079.1,877.0,202.1,81079.5,65905.5,15174.0,82636.3,67170.9,15465.4
Sidney,740,22,383.0,253.1,2006.7,1984.5,2001.8,1998.1,81.5,1399.9,114.6,110.3,10.0,236.9,273.1,159.7,1.0,159.0,40.3,30.1,296.5,244.3,52.1,19748.3,15874.3,3874.0,20127.5,16179.1,3948.4
Vancouver,663,263,5764.4,5898.0,1996.4,2005.4,2006.6,2007.7,119.7,587.5,407.8,327.2,36.0,177.7,345.4,115.3,37.0,98.6,143.2,73.2,1127.3,822.7,304.5,84636.5,61771.2,22865.3,86261.5,62957.2,23304.3
North Sydney,650,24,3446.8,1073.9,2004.0,1996.1,2003.3,2004.4,116.7,875.6,200.7,198.7,9.0,247.5,47.2,55.4,4.0,35.1,28.4,26.1,723.6,463.7,259.8,54325.7,34818.4,19507.4,55368.8,35486.9,19881.9
Port Aux Basques,627,16,2603.6,774.2,2004.1,2000.8,2003.3,2003.9,116.5,258.7,157.0,151.1,9.0,31.9,47.2,37.0,3.0,26.0,12.8,12.1,575.3,431.7,143.6,43193.3,32408.3,10785.0,44022.6,33030.5,10992.1
