Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,380,4,927.7,620.6,1995.7,1997.0,1995.9,1995.5,213.0,214.0,250.4,248.1,19.0,17.8,26.2,26.0,8.0,10.0,11.3,11.5,282.9,254.7,28.2,21777.4,19653.5,2123.9,22195.5,20030.8,2164.7
General cargo,327,5,232.5,177.9,2006.5,2003.6,2012.8,2011.1,210.0,200.9,324.6,328.1,24.0,25.1,118.2,118.5,16.0,14.9,29.6,30.9,81.0,65.4,15.6,6161.5,4989.1,1172.5,6279.8,5084.9,1195.0
Miscellaneous - fishing,209,28,593.9,252.1,1986.7,1993.3,1996.9,1997.3,892.2,1798.1,2191.4,2044.2,139.0,381.0,1330.1,1235.2,31.0,48.3,188.0,193.8,298.5,238.1,60.4,22415.5,17879.5,4536.0,22845.9,18222.8,4623.1
Cruise,200,21,670.1,112.9,1986.2,1985.2,1986.2,1982.6,210.2,239.3,269.8,268.2,17.5,20.0,31.0,30.9,7.0,7.7,10.3,10.0,279.3,215.6,63.7,21414.1,16547.6,4866.5,21825.2,16865.3,4959.9
Ferry-pax only,194,2,122.7,9.7,1990.4,1978.0,1991.8,1990.9,179.8,365.3,315.1,319.6,18.0,119.5,63.8,77.3,1.0,9.0,37.4,41.3,94.6,79.1,15.6,7105.0,5936.6,1168.4,7241.4,6050.6,1190.8
Chemical tanker,182,2,197.7,226.0,2006.9,2007.0,2007.0,2007.2,269.1,261.3,346.7,340.4,32.0,33.2,103.0,100.8,12.5,11.5,22.4,22.7,148.6,107.2,41.4,11289.3,8175.7,3113.6,11506.0,8332.6,3173.4
Service - other,155,9,44.2,27.7,1979.1,1984.1,1985.8,1978.4,190.8,425.8,242.6,267.5,28.0,119.6,205.7,230.8,26.0,48.8,75.0,61.5,105.3,76.5,28.8,7905.1,5744.5,2160.6,8056.9,5854.8,2202.1
Ferry-RoPax,52,1,145.4,12.3,2007.0,2007.0,2007.0,2007.0,185.5,185.5,240.0,240.0,18.0,18.0,48.7,48.7,8.0,8.0,12.9,12.9,48.2,40.1,8.0,3680.8,3074.1,606.7,3751.4,3133.1,618.3
Service - tug,38,2,2.1,1.1,1970.6,1969.0,1970.5,1970.3,149.5,204.1,195.9,199.3,21.0,57.0,107.6,107.7,53.0,34.8,127.4,122.3,10.6,7.1,3.5,799.5,533.7,265.8,814.9,544.0,270.9
Yacht,13,1,0.9,1.3,1974.0,1974.0,1974.0,1974.0,161.7,161.7,315.2,315.2,54.0,54.0,257.5,257.5,55.0,55.0,97.4,97.4,4.0,3.3,0.6,298.5,250.4,48.1,304.2,255.2,49.1
Offshore,5,1,0.1,0.6,1965.0,1965.0,1965.0,1965.0,68.5,68.5,127.5,127.5,14.0,14.0,84.8,84.8,15.0,15.0,128.8,128.8,3.5,1.2,2.2,261.0,93.7,167.3,266.0,95.5,170.5
Refrigerated bulk,4,1,25.8,30.0,1983.0,1983.0,1983.0,1983.0,3219.4,3219.4,4919.4,4919.4,404.5,404.5,1822.3,1822.3,61.5,61.5,235.2,235.2,45.6,37.3,8.2,3421.4,2802.7,618.6,3487.1,2856.5,630.5
Oil tanker,1,1,6.6,10.1,2006.0,2006.0,2006.0,2006.0,248.0,248.0,248.0,248.0,30.0,30.0,30.0,30.0,79.0,79.0,79.0,79.0,4.1,0.7,3.4,315.5,55.1,260.4,321.6,56.2,265.4
