Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Nuuk,80,33,1573.5,1203.3,1994.2,1991.4,1998.0,2001.0,1581.1,1967.3,1696.0,1947.4,151.0,302.7,208.0,214.2,31.5,67.8,40.7,49.2,449.4,419.0,30.4,34433.6,32116.2,2317.4,35094.7,32732.8,2361.9
Nanortalik Havn,22,20,476.4,131.3,1999.0,1998.4,2000.7,2003.6,990.2,1226.4,1092.9,1347.3,111.0,149.0,108.8,141.2,5.0,20.2,15.6,26.2,119.1,114.5,4.6,9182.1,8825.2,356.8,9358.4,8994.7,363.7
Tasiilaq,21,13,257.5,123.3,1996.8,1989.9,2001.9,2007.0,1558.5,929.5,996.8,1380.0,116.0,126.4,112.7,135.3,10.0,12.0,12.0,13.1,75.6,72.7,2.8,5785.8,5571.1,214.7,5896.9,5678.1,218.8
Sisimiut,14,13,136.3,42.3,1995.7,1994.2,1997.9,2001.8,2254.1,2675.1,1794.9,2201.1,358.0,424.2,541.7,572.7,10.5,245.7,94.9,129.6,65.4,59.2,6.2,4928.6,4463.6,465.0,5023.3,4549.3,473.9
Narsarssuaq,8,6,61.3,24.3,1992.1,1986.8,1985.2,1993.5,914.9,1039.8,965.0,918.8,73.0,91.2,74.9,80.0,13.5,17.7,20.1,16.2,20.4,17.9,2.5,1559.0,1366.6,192.4,1589.0,1392.8,196.1
Pituffik (Thule Air Base),6,5,258.9,310.6,2003.2,2001.8,2006.4,2005.9,3119.2,2603.7,3005.0,3216.7,267.0,208.8,268.3,271.0,83.0,63.1,84.4,81.4,53.6,49.4,4.2,4127.0,3802.8,324.1,4206.2,3875.8,330.4
Illulissat (Jakobshavn),5,5,33.2,7.4,1989.0,1989.0,1998.5,1991.2,1263.1,1807.5,1084.3,903.1,136.0,724.4,373.3,717.5,10.0,13.4,9.9,11.5,23.5,22.8,0.7,1767.5,1717.1,50.4,1801.5,1750.1,51.4
Uummannaq Harbor,5,4,50.5,5.9,1993.4,1993.8,1994.1,1992.5,947.5,889.2,928.5,576.0,78.0,95.8,127.1,108.5,23.0,26.2,19.6,23.4,18.6,16.1,2.4,1433.1,1246.0,187.1,1460.6,1269.9,190.7
Aasiaat,4,4,25.2,13.6,1990.8,1990.8,1999.7,1996.1,2077.6,2548.4,2888.8,2421.4,325.0,384.8,542.7,470.3,15.5,14.5,19.4,15.7,11.9,11.8,0.1,896.5,888.4,8.0,913.7,905.5,8.2
Kangerlusuaq,4,2,55.7,8.2,1982.0,1982.0,1982.0,1982.0,1309.0,1309.0,1232.1,1238.5,107.0,105.5,115.3,114.1,12.5,10.5,15.4,14.9,26.5,23.8,2.7,2052.6,1842.5,210.1,2092.0,1877.9,214.1
Qeqertarsuaq,4,4,57.7,10.0,1993.5,1993.5,1998.2,1995.1,1742.8,1730.4,1790.3,1611.8,208.5,204.0,259.6,243.6,3.5,4.0,3.0,3.5,24.3,24.1,0.2,1834.6,1818.2,16.3,1869.8,1853.1,16.6
Paamuit (Frederikshab),3,3,2117.7,624.0,1999.7,1999.7,1988.6,1988.2,1119.7,16809.0,20129.8,32204.9,95.0,1166.7,3236.7,3300.9,9.0,10.0,12.9,13.0,149.2,147.9,1.2,11555.0,11459.7,95.3,11776.8,11679.7,97.1
Nalunaq Gold Mine,2,2,13.0,2.3,1991.0,1991.0,1994.6,1984.5,883.9,883.9,796.5,923.6,83.5,83.5,81.1,87.8,3.5,3.5,3.4,3.7,4.3,4.2,0.1,325.4,317.1,8.2,331.6,323.2,8.4
Maniitsoq,1,1,3.3,1.2,1986.0,1986.0,1986.0,1986.0,2078.3,2078.3,2078.3,2078.3,203.0,203.0,203.0,203.0,4.0,4.0,4.0,4.0,1.5,1.5,0.0,110.1,109.6,0.5,112.2,111.7,0.5
Kuummiut,1,1,4.8,3.6,2012.0,2012.0,2012.0,2012.0,1199.0,1199.0,1199.0,1199.0,77.0,77.0,77.0,77.0,79.0,79.0,79.0,79.0,1.0,0.5,0.5,73.9,40.1,33.8,75.3,40.8,34.5
Seqi Olivine Mine,1,1,0.4,0.4,2015.0,2015.0,2015.0,2015.0,1596.7,1596.7,1596.7,1596.7,1015.0,1015.0,1015.0,1015.0,145.0,145.0,145.0,145.0,1.4,1.4,0.1,108.8,102.0,6.9,110.9,103.9,7.0
