Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Nuuk,375,64,821.9,445.1,1995.9,1990.8,1996.8,1999.2,343.2,1101.6,436.6,396.2,32.0,254.9,260.6,284.3,21.0,120.6,63.9,59.0,415.5,315.8,99.7,31511.7,24008.7,7503.1,32116.8,24469.6,7647.1
Sisimiut,301,52,574.3,239.3,1995.4,1992.8,1995.8,1997.6,178.3,1085.5,346.5,330.1,17.0,215.5,990.2,906.5,7.0,60.1,97.4,101.6,253.3,206.3,47.0,19175.1,15636.5,3538.6,19543.3,15936.8,3606.5
Aasiaat,209,31,255.0,186.3,1993.4,1992.3,1998.0,1997.4,278.4,732.9,328.9,327.8,31.0,112.7,102.8,109.0,15.0,92.8,63.9,69.4,139.0,109.0,30.0,10544.5,8292.8,2251.7,10747.0,8452.1,2294.9
Illulissat (Jakobshavn),195,39,392.5,136.0,1991.8,1990.4,1992.4,1993.6,222.4,469.7,311.1,313.9,22.0,117.4,104.9,102.7,7.0,26.8,23.1,21.9,172.3,142.6,29.7,13161.3,10902.8,2258.6,13414.0,11112.1,2301.9
Maniitsoq,157,24,165.0,100.4,1995.4,1995.0,1995.8,1996.0,135.6,668.8,261.8,266.1,15.0,228.1,182.2,167.4,4.0,60.5,45.7,36.6,75.9,65.1,10.8,5769.4,4954.4,815.0,5880.2,5049.5,830.7
Uummannaq Harbor,95,21,116.4,52.2,1994.8,1992.0,1996.9,1997.6,233.7,361.8,313.5,374.4,22.0,42.2,39.2,62.0,12.0,16.9,13.8,15.5,51.4,40.4,11.0,3915.9,3081.0,834.9,3991.1,3140.2,850.9
Paamuit (Frederikshab),90,21,109.7,64.9,1991.6,1991.7,1997.0,1998.0,163.4,740.0,228.4,215.1,17.5,282.1,197.9,155.6,3.0,17.3,10.5,11.7,56.3,52.2,4.1,4284.4,3976.1,308.3,4366.7,4052.5,314.3
Narsarssuaq,70,19,159.8,98.4,1993.6,1989.8,1996.9,1999.7,193.9,397.7,290.2,313.2,18.0,73.4,105.2,135.9,9.5,40.7,9.2,8.1,54.5,43.8,10.6,4175.2,3367.1,808.2,4255.4,3431.7,823.7
Qeqertarsuaq,57,23,52.6,20.9,1994.9,1990.4,1994.9,1996.2,124.6,293.5,201.7,284.1,16.0,53.7,93.7,148.5,8.0,10.1,10.7,14.1,25.5,20.8,4.7,1945.1,1587.2,358.0,1982.5,1617.6,364.8
Toqqusaq,49,6,20.6,12.1,1994.0,1995.0,2001.9,2002.4,90.9,395.2,359.8,326.2,22.0,89.3,238.9,196.2,8.0,5.8,3.0,3.2,15.8,15.4,0.5,1192.5,1156.6,35.8,1215.4,1178.8,36.5
Kangerlusuaq,47,19,116.9,35.7,1992.7,1991.6,1992.5,1995.0,174.8,286.2,235.6,242.0,17.0,30.6,30.7,37.0,14.0,20.6,18.9,38.8,55.2,36.9,18.3,4216.1,2821.1,1395.1,4297.1,2875.2,1421.8
Nanortalik Havn,45,17,93.5,47.5,1995.8,1991.8,1996.8,2001.2,353.6,494.0,323.1,310.3,32.0,158.1,127.2,134.8,7.0,53.3,76.6,64.7,48.8,41.8,7.0,3716.0,3187.5,528.5,3787.3,3248.7,538.6
Gronnedal (Kangilinnguit),36,18,26.0,9.8,1987.6,1990.4,1994.4,1994.5,225.9,235.8,219.3,190.8,24.0,38.6,39.1,44.9,4.5,11.1,4.6,5.9,14.0,12.4,1.6,1060.6,938.7,121.9,1081.0,956.7,124.3
Qasigiannguit-Christianshab,12,7,6.8,4.8,1988.1,1987.4,2004.7,2004.4,80.2,214.7,132.8,276.4,29.0,60.7,53.4,66.0,9.0,21.1,9.8,11.6,4.1,3.3,0.8,309.7,252.3,57.4,315.6,257.1,58.5
Nalunaq Gold Mine,9,8,12.4,4.2,1990.9,1989.0,2002.5,1999.9,523.0,585.1,464.5,471.3,65.0,123.1,83.8,110.3,7.0,7.0,9.0,9.2,7.8,7.1,0.8,589.7,532.1,57.6,601.0,542.3,58.7
Tasiilaq,8,7,10.8,6.2,1983.6,1986.1,1994.1,1996.0,578.9,564.7,534.0,554.6,72.0,84.3,49.8,63.9,18.5,38.6,19.8,22.4,6.0,4.8,1.2,454.7,365.4,89.3,463.4,372.4,91.0
Pituffik (Thule Air Base),3,2,28.1,11.5,2010.3,2012.0,2011.5,2015.9,679.9,934.6,830.1,1106.9,44.0,58.8,57.3,71.4,22.0,37.0,35.6,48.6,8.0,6.3,1.7,616.0,486.7,129.3,627.8,496.0,131.8
Kuummiut,2,1,7.2,7.0,2006.0,2006.0,2006.0,2006.0,1376.6,1376.6,1376.6,1376.6,156.0,156.0,178.8,178.8,15.0,15.0,9.4,9.4,2.7,2.5,0.2,206.5,189.3,17.2,210.5,193.0,17.6
