Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Nuuk,365,56,779.9,430.7,1995.8,1991.6,1998.4,2000.3,233.9,1075.8,416.9,379.3,24.0,282.9,791.4,588.3,9.0,55.3,74.0,60.0,385.3,337.2,48.0,29209.9,25582.7,3627.2,29770.7,26073.9,3696.9
Sisimiut,305,53,532.5,221.0,1995.5,1992.2,1995.7,1998.5,209.1,833.2,325.4,312.7,21.0,183.2,256.5,246.8,11.0,49.8,73.6,75.3,258.9,200.3,58.7,19611.4,15183.3,4428.2,19988.0,15474.8,4513.2
Aasiaat,211,34,248.9,173.8,1993.5,1991.9,1997.5,1997.4,200.4,979.1,320.3,304.9,22.0,198.5,416.2,469.0,13.0,59.5,76.6,62.8,129.4,104.5,24.9,9793.9,7916.8,1877.2,9982.0,8068.8,1913.2
Illulissat (Jakobshavn),187,38,337.7,140.4,1991.5,1989.3,1991.9,1993.6,213.3,373.2,302.6,341.4,25.0,56.4,58.1,68.9,7.0,20.8,22.5,26.1,143.8,118.4,25.4,10971.3,9051.7,1919.6,11182.0,9225.5,1956.4
Maniitsoq,160,25,153.3,92.2,1995.3,1994.6,1995.5,1995.9,146.7,457.9,242.3,243.8,16.5,186.1,71.0,60.8,6.5,173.0,49.9,46.8,89.9,61.4,28.4,6821.4,4687.3,2134.2,6952.4,4777.3,2175.1
Uummannaq Harbor,92,21,126.3,56.9,1994.6,1991.0,1995.6,1993.8,272.3,669.2,384.5,414.7,46.0,113.0,94.9,121.1,25.0,59.8,58.1,122.1,63.5,45.6,17.9,4822.9,3471.7,1351.3,4915.5,3538.3,1377.2
Paamuit (Frederikshab),88,20,111.3,66.2,1991.3,1992.4,1998.0,1997.8,198.3,415.3,228.3,223.2,19.0,55.4,45.2,39.1,12.0,54.1,40.6,33.8,47.0,32.1,14.8,3580.1,2460.1,1120.0,3648.9,2507.4,1141.5
Narsarssuaq,69,20,166.3,98.1,1992.9,1990.8,1993.9,1995.9,323.0,433.3,317.8,327.6,32.0,68.1,40.3,42.2,4.0,52.6,24.8,20.4,59.9,51.5,8.4,4595.6,3960.7,634.9,4683.8,4036.7,647.1
Qeqertarsuaq,58,24,47.8,16.7,1995.1,1991.1,1993.9,1995.7,178.5,244.4,184.1,235.0,18.0,32.9,42.6,63.4,12.5,48.4,34.2,78.2,28.3,16.3,11.9,2146.8,1244.9,901.9,2188.0,1268.8,919.3
Nanortalik Havn,55,21,153.8,78.8,1996.9,1993.0,1996.6,2000.1,356.4,380.1,410.3,412.7,33.0,51.2,125.7,108.0,19.0,25.0,20.2,22.4,60.6,49.7,10.9,4640.7,3810.4,830.3,4729.8,3883.6,846.2
Toqqusaq,48,6,10.9,7.0,1993.9,1995.0,1995.9,1996.8,86.8,249.6,200.9,193.4,9.5,53.8,84.3,63.1,28.0,32.3,109.9,117.4,17.3,5.0,12.3,1301.3,377.0,924.3,1326.3,384.2,942.0
Kangerlusuaq,46,18,98.5,22.6,1991.3,1990.8,1989.3,1989.4,165.6,222.2,204.5,209.4,15.5,21.4,20.3,20.8,5.0,9.5,7.4,10.8,41.3,34.5,6.9,3171.7,2647.4,524.4,3232.6,2698.2,534.4
Gronnedal (Kangilinnguit),36,18,31.1,13.1,1987.6,1990.4,1995.8,1995.5,237.7,330.3,262.1,255.2,23.0,89.6,80.5,86.8,25.0,67.4,44.7,48.7,20.4,15.2,5.2,1541.8,1148.2,393.6,1571.4,1170.3,401.2
Tasiilaq,16,9,101.4,38.2,1994.9,1991.4,1993.1,1998.9,506.0,726.1,573.4,579.0,42.0,71.3,49.1,54.8,5.0,20.2,7.5,12.4,35.0,32.8,2.2,2688.6,2521.5,167.1,2740.2,2569.9,170.3
Qasigiannguit-Christianshab,11,6,13.0,5.4,1987.7,1986.7,2006.0,2004.2,252.2,414.7,288.0,375.2,22.0,139.4,44.6,92.2,16.0,56.8,17.5,19.8,6.9,5.1,1.8,523.9,387.4,136.6,534.0,394.8,139.2
Nalunaq Gold Mine,7,6,6.9,2.1,1995.0,1993.2,2001.7,2001.5,176.1,238.6,186.4,217.5,24.0,56.2,49.1,94.9,9.0,8.2,9.2,8.9,3.5,2.6,0.8,263.1,200.1,63.0,268.1,203.9,64.2
Pituffik (Thule Air Base),4,3,46.9,16.6,2005.5,2005.0,2008.6,2014.5,1014.4,1122.2,1109.6,1434.1,150.0,191.7,215.0,316.6,17.0,15.8,18.1,17.8,13.8,13.0,0.8,1059.1,999.1,60.0,1079.5,1018.3,61.2
Kuummiut,2,1,2.9,2.8,2006.0,2006.0,2006.0,2006.0,545.9,545.9,545.9,545.9,62.5,62.5,62.4,62.4,10.5,10.5,10.6,10.6,1.3,1.1,0.2,101.0,86.1,14.8,102.9,87.8,15.1
