Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Cruise,49,31,1120.2,144.6,1989.6,1988.9,1993.3,1990.9,1062.2,1023.0,1038.4,1010.9,89.0,90.5,102.8,103.9,6.0,8.2,8.2,8.4,336.2,317.5,18.7,25862.9,24422.4,1440.5,26359.5,24891.3,1468.1
Container,42,4,780.0,576.5,1997.2,1997.0,1997.2,1996.4,1620.2,1695.6,1657.1,1647.9,121.0,130.0,140.5,141.4,24.0,18.0,25.4,27.0,241.5,234.6,6.9,18525.7,18006.3,519.4,18881.4,18352.0,529.4
Miscellaneous - fishing,36,30,227.6,101.1,1993.1,1992.0,1998.1,1999.7,2459.4,2748.0,2820.8,2676.3,351.5,563.6,693.3,662.1,32.0,152.0,121.9,116.0,101.8,92.1,9.7,7641.3,6914.7,726.6,7788.0,7047.5,740.6
Service - other,18,7,70.4,31.7,1991.0,1989.1,1993.6,1993.5,721.9,1251.0,737.8,741.9,108.5,238.8,280.3,280.9,33.0,42.6,51.4,52.3,30.5,27.7,2.8,2289.2,2078.4,210.8,2333.2,2118.3,214.9
General cargo,14,6,408.2,362.6,2011.3,2004.8,2012.8,2012.0,2195.5,2253.9,2618.8,2623.2,168.5,188.6,285.3,280.8,25.0,63.8,58.2,57.5,93.3,90.1,3.2,7151.7,6910.9,240.8,7289.1,7043.6,245.4
Chemical tanker,7,2,115.1,168.8,2007.4,2006.0,2004.7,2004.7,931.7,2297.6,2416.0,2498.2,94.0,188.2,255.0,258.5,19.0,47.5,70.3,71.0,29.1,25.6,3.6,2250.7,1978.0,272.7,2293.9,2016.0,277.9
Oil tanker,5,2,315.5,482.0,2006.2,2006.5,2006.2,2006.2,2401.2,2321.8,2377.2,2377.2,198.0,189.2,197.2,197.2,79.0,63.8,63.7,63.7,59.1,49.4,9.7,4549.9,3796.4,753.5,4637.2,3869.3,768.0
Ferry-RoPax,3,1,20.3,1.7,2007.0,2007.0,2007.0,2007.0,681.8,681.8,580.9,580.9,73.0,73.0,102.0,102.0,10.0,10.0,18.4,18.4,5.7,5.1,0.6,436.4,393.1,43.3,444.8,400.7,44.1
Service - tug,2,2,4.4,4.0,1997.5,1997.5,1983.5,1983.9,1995.5,1995.5,2279.9,2267.0,794.0,794.0,617.4,622.7,74.0,74.0,17.3,19.0,2.7,2.7,0.1,206.1,199.1,7.1,210.1,202.9,7.2
Offshore,1,1,0.3,1.4,1965.0,1965.0,1965.0,1965.0,1365.2,1365.2,1365.2,1365.2,146.0,146.0,146.0,146.0,11.0,11.0,11.0,11.0,2.9,2.9,0.0,219.6,217.2,2.4,223.8,221.4,2.4
Bulk carrier,1,1,7.4,15.9,1982.0,1982.0,1982.0,1982.0,2224.8,2224.8,2224.8,2224.8,240.0,240.0,240.0,240.0,75.0,75.0,75.0,75.0,2.9,2.7,0.1,218.5,207.5,10.9,222.7,211.5,11.2
Refrigerated bulk,1,1,3.3,3.8,1983.0,1983.0,1983.0,1983.0,2519.2,2519.2,2519.2,2519.2,296.0,296.0,296.0,296.0,350.0,350.0,350.0,350.0,5.7,2.8,2.9,429.5,210.0,219.5,437.7,214.0,223.7
Vehicle,1,1,2052.4,617.1,1988.0,1988.0,1988.0,1988.0,48351.7,48351.7,48351.7,48351.7,3337.0,3337.0,3337.0,3337.0,13.0,13.0,13.0,13.0,132.3,131.8,0.5,10251.6,10211.8,39.8,10448.4,10407.8,40.5
Yacht,1,1,0.3,0.5,1974.0,1974.0,1974.0,1974.0,1556.6,1556.6,1556.6,1556.6,177.0,177.0,177.0,177.0,60.0,60.0,60.0,60.0,1.9,1.9,0.0,140.5,140.5,0.0,143.2,143.2,0.0
