Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Bulk carrier,5335,3193,601499.4,1097405.2,2009.9,2010.1,2010.4,2010.4,2417.9,2771.2,2877.2,2897.4,223.0,278.4,404.6,406.3,87.0,114.8,126.1,127.0,48136.8,44437.7,3699.1,3726967.2,3440814.5,286152.7,3798525.0,3506878.1,291646.9
Container,4116,666,238855.3,278101.6,2005.6,2006.0,2007.1,2007.1,1143.5,1410.0,1275.5,1271.7,82.0,103.4,127.4,127.9,23.0,27.5,29.3,29.2,29127.6,26738.2,2389.4,2253044.1,2069328.2,183716.0,2296302.6,2109059.3,187243.3
Chemical tanker,2527,995,105572.2,172095.4,2007.5,2008.3,2008.9,2008.9,2139.7,2663.4,2633.1,2638.7,202.0,262.0,357.3,358.3,43.0,59.4,65.1,65.0,19076.8,16642.5,2434.3,1471916.8,1285408.8,186508.1,1500177.6,1310088.6,190089.0
Oil tanker,2112,951,520875.8,983991.0,2005.9,2007.0,2007.3,2007.2,2063.6,3263.4,3230.6,3259.2,214.0,327.0,585.5,591.6,51.0,71.9,80.9,81.3,38517.1,34470.5,4046.6,2982719.2,2669485.0,313234.2,3039987.4,2720739.1,319248.3
General cargo,1442,624,30759.7,42505.0,2003.9,2005.6,2007.1,2007.1,1369.1,2100.1,2101.0,2094.9,142.5,224.7,362.8,355.5,64.0,86.1,95.4,97.2,5519.4,4863.1,656.4,423911.3,374356.6,49554.7,432050.3,381544.2,50506.1
Liquefied gas tanker,1154,356,174831.2,159820.1,2007.1,2007.9,2009.8,2009.5,1726.1,3242.6,3219.4,3080.1,175.5,269.1,377.1,369.8,32.0,57.5,41.2,45.2,22860.4,21348.8,1511.6,1530177.3,1417029.9,113147.3,1559556.7,1444236.9,115319.8
Vehicle,335,207,34996.1,11616.2,2006.6,2006.8,2007.0,2006.9,1551.7,1960.0,1897.3,1885.5,103.0,136.9,195.4,194.8,14.0,24.8,24.5,24.4,2129.3,2036.0,93.3,164916.3,157697.7,7218.6,168082.7,160725.5,7357.2
Service - tug,253,150,387.0,352.4,2006.1,2005.2,2006.9,2005.8,1050.3,1526.5,1645.1,1661.0,249.0,493.6,668.3,653.9,70.0,224.6,324.1,321.3,330.4,278.4,52.0,24901.5,20997.8,3903.7,25379.7,21401.0,3978.7
Offshore,75,61,2612.8,2595.8,2002.7,2001.5,2005.7,2004.2,1251.1,1876.1,2730.1,2698.5,202.0,443.6,445.0,448.6,47.0,340.6,143.0,122.4,396.3,360.2,36.1,29741.8,27024.3,2717.4,30312.8,27543.2,2769.6
Cruise,57,41,3315.2,397.6,1999.8,2000.2,2000.3,1998.9,864.7,1056.2,1035.4,1065.9,55.0,75.9,102.5,110.4,11.0,20.7,20.6,21.7,757.3,681.4,75.9,58653.1,52777.4,5875.7,59779.3,53790.8,5988.5
Service - other,47,32,488.9,502.0,2002.9,2000.6,2000.1,2000.7,1063.2,2420.6,2039.0,1938.4,215.0,752.3,1071.7,1298.5,93.0,374.6,362.6,166.3,233.1,199.5,33.6,17627.5,15104.9,2522.6,17965.9,15394.9,2571.0
Ro-Ro,22,13,827.9,456.0,2001.9,1998.4,2007.8,2007.4,1457.8,1575.1,1441.7,1451.1,127.0,272.8,147.3,167.0,54.0,68.3,63.4,66.3,128.1,109.4,18.7,9879.1,8440.1,1439.0,10068.8,8602.1,1466.6
Refrigerated bulk,13,13,659.2,688.3,1987.0,1987.0,1988.2,1988.2,4590.6,5195.6,5413.2,5387.4,584.0,672.2,1170.9,1136.5,43.0,124.8,145.9,144.2,356.1,313.5,42.5,26990.7,23795.7,3195.0,27508.9,24252.6,3256.3
Ferry-RoPax,4,4,131.1,26.0,1992.5,1992.5,1986.6,2000.4,2762.3,4237.5,3359.8,2515.2,247.5,370.2,563.6,366.6,265.5,403.2,447.5,584.0,53.9,28.2,25.7,4059.1,2125.8,1933.3,4137.0,2166.6,1970.4
Miscellaneous - fishing,3,2,0.2,0.1,1977.3,1979.5,1975.7,1977.0,46.1,69.9,77.2,71.2,14.0,21.2,42.7,38.3,14.0,25.0,18.7,21.7,0.2,0.1,0.1,18.0,10.8,7.2,18.4,11.0,7.4
Ferry-pax only,1,1,0.3,0.0,1996.0,1996.0,1996.0,1996.0,609.7,609.7,609.7,609.7,12.0,12.0,12.0,12.0,39.0,39.0,39.0,39.0,0.3,0.1,0.2,21.9,6.4,15.5,22.3,6.5,15.8
