Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Hazira,1614,580,23897.7,37774.8,2002.8,2006.8,2007.7,2007.9,308.7,644.9,566.1,637.7,33.0,108.9,158.4,169.6,24.0,51.6,52.7,55.4,2913.0,2227.7,685.3,224305.3,171911.6,52393.7,228612.0,175212.3,53399.6
Mumbai,1511,766,22848.1,33883.2,2004.5,2006.1,2006.7,2007.0,473.4,1010.7,777.9,843.4,43.0,211.8,199.4,198.0,45.0,175.4,109.4,110.2,3669.7,2374.9,1294.9,281965.9,182617.8,99348.1,287379.6,186124.0,101255.6
Haldia,1303,786,32232.8,51128.4,2006.0,2008.5,2006.3,2006.6,688.1,837.7,852.3,812.7,84.0,129.0,172.6,169.3,62.0,107.2,114.7,107.2,4397.7,3183.8,1213.9,339415.5,245878.6,93536.9,345932.3,250599.4,95332.8
Mundra,1157,478,31371.8,37959.6,2007.3,2007.4,2008.4,2008.3,454.0,629.1,498.1,505.1,34.0,113.2,71.7,78.6,23.0,35.8,31.9,34.6,3497.5,2827.6,669.9,270481.3,218730.5,51750.9,275674.6,222930.1,52744.5
Jawaharlal Nehru,1126,402,18757.6,24616.5,2006.5,2006.8,2006.8,2006.6,469.6,860.6,509.7,526.6,50.0,183.9,128.0,132.6,23.0,94.1,63.7,64.8,3212.2,2216.6,995.6,247408.4,170814.0,76594.4,252158.6,174093.6,78065.0
Kandla,1023,651,12554.8,19987.8,2007.3,2008.0,2006.6,2006.8,465.6,619.1,635.8,635.9,76.0,150.9,160.6,159.0,36.0,65.7,66.0,66.1,2394.3,1780.5,613.8,184271.3,137232.3,47038.9,187809.3,139867.2,47942.1
Visakhapatnam,917,376,21801.4,33949.0,2003.3,2006.1,2005.4,2005.6,492.7,956.4,871.0,902.2,47.0,171.2,192.6,187.8,42.0,92.2,90.9,89.8,2712.4,2014.4,698.0,209013.7,155367.2,53646.5,213026.7,158350.2,54676.5
Cochin,852,290,16549.8,25204.0,2002.8,2005.0,2003.6,2003.6,729.3,1074.2,834.8,876.0,63.0,206.7,149.2,147.8,26.0,108.9,50.1,49.0,2409.3,1873.4,536.0,185569.4,144327.8,41241.5,189132.3,147098.9,42033.4
Paradip,754,341,19136.2,33325.6,2004.8,2008.0,2004.8,2004.7,600.1,885.5,808.2,799.7,54.0,110.9,135.2,132.2,59.0,79.2,96.3,96.9,2027.6,1434.2,593.4,156628.7,110773.5,45855.2,159636.0,112900.3,46735.7
Magdalla,685,35,346.7,452.3,2004.3,2002.0,2002.3,2002.9,149.6,462.3,255.6,260.0,29.0,433.7,149.3,146.8,22.0,118.7,236.5,281.0,147.1,95.1,52.0,11059.9,7145.7,3914.2,11272.3,7282.9,3989.3
