Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Singapore,3436,2485,265473.7,439314.6,2009.1,2009.5,2009.5,2009.7,2163.7,2319.5,2368.0,2394.0,180.5,221.7,275.3,289.3,61.0,96.0,91.1,96.7,27297.3,24681.9,2615.4,2109948.5,1908597.4,201351.0,2150459.5,1945242.5,205217.0
United Arab Emirates,2433,1414,147536.8,224175.4,2005.9,2006.6,2006.9,2006.9,1172.4,1636.2,1549.9,1595.9,111.0,189.0,192.1,203.6,42.0,83.9,72.8,78.5,15880.1,13711.1,2168.9,1224041.8,1057087.7,166954.1,1247543.4,1077383.8,170159.6
Sri Lanka,1911,677,54859.8,72654.6,2004.6,2006.4,2006.9,2007.0,885.2,1071.1,914.9,955.5,69.0,141.9,131.8,144.8,32.0,81.3,64.5,73.6,7267.8,6018.8,1249.1,560122.4,464443.2,95679.2,570876.7,473360.5,97516.2
Malaysia,1639,928,158314.4,231543.4,2008.0,2008.3,2008.7,2009.0,2085.2,2337.9,2284.5,2344.8,157.0,218.5,251.7,279.6,45.0,84.9,70.3,79.6,16537.3,15265.5,1271.9,1277262.3,1179382.5,97879.7,1301785.7,1202026.7,99759.0
Pakistan,972,468,27979.2,33360.2,2007.2,2007.3,2008.2,2008.2,498.9,667.3,528.9,534.9,38.0,76.7,63.0,70.3,21.0,46.8,29.1,31.4,3292.1,2679.6,612.5,254632.7,207369.0,47263.6,259521.6,211350.5,48171.1
Indonesia,848,711,76109.4,136141.0,2008.3,2008.7,2008.6,2008.6,2413.5,2550.3,2821.9,2845.1,217.5,254.2,445.4,455.7,68.0,100.0,106.4,107.9,7108.0,6334.2,773.7,549288.4,489918.1,59370.3,559834.8,499324.5,60510.3
Bangladesh,693,501,12008.9,19357.9,2007.6,2007.6,2007.8,2007.9,643.3,874.9,887.8,883.2,109.0,211.3,281.7,288.0,66.0,106.1,95.0,96.6,1906.2,1459.0,447.3,146786.9,112451.8,34335.1,149605.2,114610.9,34994.3
South Africa,597,492,148109.9,272949.2,2009.8,2009.9,2009.4,2009.3,4421.2,4491.6,4541.0,4540.5,422.0,435.9,440.9,442.1,82.0,123.6,127.8,129.7,11216.9,10518.2,698.7,863278.2,809325.8,53952.4,879853.1,824864.9,54988.3
Saudi Arabia,520,371,63025.2,107518.4,2006.7,2007.3,2006.7,2006.7,1854.9,2355.2,2239.3,2235.7,182.0,221.6,540.7,588.7,44.0,60.7,65.1,67.1,5751.3,5096.5,654.8,444846.7,394338.0,50508.6,453387.7,401909.3,51478.4
Oman,434,279,22070.7,30167.8,2007.8,2008.2,2008.0,2008.3,1114.6,1538.9,1453.4,1418.0,112.0,156.8,196.2,190.6,38.0,67.5,59.9,69.3,2719.7,2407.9,311.9,203273.2,179321.7,23951.5,207176.0,182764.6,24411.4
Iran (Islamic Republic of),407,195,31933.6,55150.3,2001.8,2002.8,2003.6,2003.8,1287.3,1638.0,1702.5,1722.6,126.0,171.2,210.0,213.1,44.0,87.5,80.1,79.7,3258.9,2754.4,504.6,252005.2,213109.8,38895.4,256843.7,217201.5,39642.2
Qatar,372,169,36996.2,36555.3,2006.5,2007.1,2006.4,2006.1,1424.7,1697.8,1563.7,1571.4,105.5,189.8,152.8,157.8,28.0,50.8,41.1,44.3,5189.8,4654.7,535.1,355417.7,316541.4,38876.3,362241.7,322619.0,39622.7
