Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Mundra,1569,865,199341.4,340838.4,2006.1,2007.5,2008.4,2008.6,1126.6,2541.6,2311.5,2664.8,88.0,223.3,490.9,535.3,23.0,61.8,64.5,69.5,16212.5,15051.5,1161.0,1255218.2,1165465.1,89753.1,1279318.4,1187842.0,91476.3
Jawaharlal Nehru,1262,537,112121.4,134636.4,2008.2,2007.8,2008.6,2008.6,1609.1,2205.0,1544.1,1590.1,137.0,228.9,175.3,191.1,26.0,36.0,34.4,34.5,13226.6,12395.9,830.6,1023593.1,959489.4,64103.7,1043246.1,977911.6,65334.5
Mumbai,1142,886,83406.1,124901.4,2007.1,2007.6,2007.4,2007.3,2160.7,2359.2,2153.5,2275.8,182.5,219.0,280.1,305.5,58.0,92.7,89.9,96.3,9639.8,8232.5,1407.4,744803.6,636417.1,108386.6,759103.9,648636.3,110467.6
Kandla,1103,770,74608.4,125515.9,2006.9,2008.3,2009.2,2009.3,2242.5,2780.6,2830.6,2960.5,237.0,307.1,456.8,469.5,56.0,90.7,92.7,93.5,8877.4,8109.6,767.8,685676.5,626888.0,58788.5,698841.5,638924.3,59917.2
Chennai,950,494,62305.7,89453.0,2006.1,2007.1,2006.9,2006.7,1526.9,2231.0,1977.5,2118.5,121.0,214.6,280.4,312.3,40.0,67.1,69.8,78.0,7375.0,6320.5,1054.5,570221.7,488962.3,81259.4,581170.0,498350.4,82819.6
Paradip,840,708,141168.9,261175.6,2009.1,2009.6,2007.6,2007.5,2252.5,2982.9,3760.7,3814.8,234.0,299.5,587.7,594.7,86.0,122.7,135.4,136.4,10732.0,9875.0,857.0,830893.5,764604.7,66288.9,846846.7,779285.1,67561.6
Visakhapatnam,824,676,85781.5,150657.5,2007.7,2008.5,2008.9,2009.1,2142.7,2846.4,3075.8,3116.8,212.0,279.4,413.6,421.3,74.0,118.5,114.8,115.5,8187.5,7319.6,867.9,633494.3,566480.0,67014.3,645657.4,577356.5,68300.9
New Tuticorin,783,354,18774.0,30423.1,2004.4,2007.6,2009.5,2009.6,579.5,2004.7,1397.2,1475.2,120.0,204.8,259.0,259.4,40.0,79.0,78.6,80.0,2660.5,2270.8,389.7,204745.4,175112.9,29632.5,208676.5,178475.0,30201.5
Haldia,696,444,25237.3,41009.9,2006.4,2007.4,2008.0,2008.2,1698.2,2232.0,2255.6,2312.2,157.0,250.6,377.1,388.7,59.0,109.6,122.3,126.8,3891.2,3252.2,639.1,299804.7,250926.1,48878.7,305561.0,255743.9,49817.1
Krishnapatnam,628,486,69660.3,128235.9,2008.7,2009.2,2010.1,2010.1,1742.6,2639.6,2744.9,2844.2,155.0,254.5,421.6,429.2,89.0,115.4,144.6,147.5,5587.7,5028.0,559.7,431924.6,388892.3,43032.3,440217.5,396359.0,43858.5
Hazira,611,499,74414.7,96515.9,2008.5,2009.0,2010.3,2010.2,2524.2,2712.6,3179.5,2962.4,218.0,266.8,396.9,393.7,47.0,86.8,62.6,75.0,8115.5,7708.5,407.0,565359.6,534405.3,30954.3,576214.5,544665.9,31548.6
Cochin,488,249,46621.8,70769.7,2005.9,2006.2,2007.7,2007.9,1652.4,2269.4,1845.2,2053.9,126.5,215.6,318.7,355.3,13.0,54.5,54.4,63.0,4438.7,4166.5,272.3,338607.1,317680.2,20926.9,345108.3,323779.7,21328.6
Mangalore,482,359,39476.0,68213.5,2007.5,2008.3,2007.7,2007.7,2040.6,2339.1,2167.2,2206.0,168.0,209.6,239.4,243.1,59.0,74.0,75.8,73.4,4021.9,3483.5,538.4,311119.3,269575.4,41543.9,317092.7,274751.2,42341.5
