Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Bulk carrier,5614,1566,109767.4,193799.3,2006.5,2010.1,2008.0,2008.0,444.0,632.2,747.7,746.7,53.0,95.9,152.6,151.5,58.0,100.2,100.2,100.1,10435.4,7975.1,2460.3,806863.5,616924.8,189938.7,822355.2,628769.7,193585.5
General cargo,4029,351,11526.3,13865.6,2005.5,2005.4,2003.7,2004.6,230.7,789.0,660.1,617.1,36.0,127.0,269.0,199.0,25.0,95.5,122.5,108.5,2734.2,2077.5,656.7,208539.5,158949.0,49590.5,212543.5,162000.9,50542.6
Container,3936,477,78812.5,93522.9,2004.7,2006.5,2005.9,2005.7,421.4,437.5,439.5,442.6,30.0,33.1,47.9,49.2,20.0,25.2,26.0,26.2,9639.1,7726.8,1912.3,744720.9,597497.1,147223.8,759019.5,608969.0,150050.5
Chemical tanker,2613,615,32839.6,53416.8,2006.5,2007.9,2007.3,2007.2,483.3,718.9,706.8,710.9,57.0,88.3,152.6,155.3,32.0,46.0,58.4,58.4,6837.5,4796.4,2041.1,526620.9,369957.9,156662.9,536732.0,377061.1,159670.9
Oil tanker,2143,287,64234.9,110545.1,2001.7,2004.5,2003.6,2003.7,633.0,753.0,907.7,904.9,70.0,97.1,269.8,277.3,43.0,61.0,71.5,71.6,10334.9,6672.6,3662.2,799533.3,516380.1,283153.2,814884.3,526294.6,288589.7
Service - tug,1336,239,1433.0,1252.9,2003.3,2004.5,2007.5,2007.0,340.1,996.4,1275.9,1325.2,95.0,629.8,1300.2,1254.7,33.5,229.0,500.9,506.8,1351.1,1003.1,348.0,101517.3,75366.9,26150.4,103466.4,76813.9,26652.5
Liquefied gas tanker,699,116,17414.9,20046.5,2002.1,2006.0,2005.7,2005.6,479.3,836.2,1016.9,1041.0,50.0,139.9,218.4,223.6,32.0,55.6,68.9,70.4,2918.8,2144.9,773.9,221018.5,162356.1,58662.4,225262.1,165473.4,59788.7
Service - other,430,76,3504.3,4055.9,2003.0,2004.0,2004.2,2004.2,620.8,3493.0,2340.7,2436.9,101.5,762.8,1605.9,1670.2,47.5,224.2,498.2,412.7,1176.9,957.3,219.5,89136.4,72609.5,16526.9,90847.9,74003.6,16844.2
Offshore,305,73,1713.7,1847.6,2006.0,2002.0,2008.1,2008.0,1211.1,1741.7,1670.7,1715.7,214.0,682.6,1321.3,1471.7,67.0,319.6,409.3,410.2,1035.1,731.1,304.0,77694.1,54890.8,22803.3,79185.8,55944.7,23241.1
Vehicle,96,68,4093.3,1371.6,2007.5,2007.0,2008.6,2008.2,446.9,712.1,749.8,749.0,29.0,48.4,85.8,85.9,23.0,32.0,24.9,24.9,245.7,211.2,34.5,19028.2,16356.9,2671.3,19393.5,16670.9,2722.6
Cruise,77,31,1397.8,164.0,1999.6,2000.2,2002.0,2000.2,263.7,386.7,343.0,346.7,18.0,30.3,28.9,29.0,10.0,18.8,17.2,19.0,342.3,248.5,93.8,26516.2,19250.0,7266.2,27025.3,19619.6,7405.7
Miscellaneous - fishing,48,3,70.9,30.1,1987.3,1997.3,1986.8,1986.6,489.9,2364.2,643.3,639.1,90.0,80.7,475.5,465.9,10.5,1094.3,165.8,158.9,37.7,27.5,10.2,2830.7,2062.2,768.5,2885.0,2101.8,783.2
Ferry-pax only,29,7,64.6,9.0,2003.9,2004.1,2002.0,2001.8,3459.9,7139.3,5476.7,6101.3,583.0,1496.1,2258.6,2405.5,40.0,521.8,824.9,817.4,116.9,94.3,22.7,8779.9,7078.9,1701.0,8948.4,7214.8,1733.6
Ferry-RoPax,11,2,174.7,79.7,2007.4,1994.0,1981.3,1980.1,394.0,9715.8,2637.9,3007.5,46.0,1703.2,4321.0,4455.2,24.0,50.8,74.9,71.7,78.7,59.9,18.8,5922.1,4508.0,1414.1,6035.8,4594.5,1441.3
Refrigerated bulk,5,5,459.9,550.9,1983.8,1983.8,1986.2,1986.2,239.7,9184.3,10088.6,11264.6,131.0,587.8,2114.1,2160.7,23.0,83.8,263.9,270.3,143.0,126.7,16.3,10882.3,9639.3,1243.0,11091.2,9824.3,1266.9
Ro-Ro,4,4,9.9,6.4,1993.2,1993.2,1992.8,1995.0,139.2,242.8,209.1,277.5,67.5,80.5,68.3,77.2,22.5,45.5,49.5,30.2,5.2,3.6,1.7,400.4,272.5,127.9,408.1,277.8,130.3
Other liquids tankers,1,1,1.6,2.4,2007.0,2007.0,2007.0,2007.0,2123.1,2123.1,2123.1,2123.1,535.0,535.0,535.0,535.0,144.0,144.0,144.0,144.0,5.9,4.4,1.5,446.7,332.7,114.0,455.3,339.1,116.2
