Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
South Africa,220,154,6377.2,5842.8,2004.2,2005.1,2007.7,2007.2,1169.6,1839.2,1219.0,1226.6,109.0,306.8,175.0,191.7,44.5,155.5,79.5,92.3,1010.6,813.2,197.3,76570.0,61554.9,15015.1,78040.2,62736.7,15303.4
Angola,190,117,4228.5,4019.3,1998.8,2000.2,2006.6,2005.7,967.3,1615.1,1210.0,1142.9,100.5,329.2,218.1,183.9,45.0,155.3,75.5,71.1,820.8,654.4,166.5,59211.4,46613.2,12598.3,60348.3,47508.1,12840.2
Nigeria,77,43,5787.7,7596.3,2005.3,2008.0,2009.3,2008.9,1933.9,2273.7,2027.5,2024.5,181.0,307.7,196.7,204.3,99.0,264.2,122.4,126.4,693.3,570.8,122.5,52687.4,43278.2,9409.3,53699.0,44109.1,9589.9
Spain,43,27,4475.7,5157.9,2007.5,2006.8,2009.5,2009.4,4775.5,4937.8,4717.3,4811.0,379.0,811.1,428.7,421.0,8.0,90.4,22.3,15.2,818.2,807.4,10.7,63059.1,62242.0,817.2,64269.9,63437.0,832.9
Togo,41,27,3012.6,3919.2,2009.6,2009.7,2009.9,2010.0,1957.3,2619.5,2047.9,2058.0,144.0,202.9,175.2,179.1,41.0,184.3,150.8,161.2,443.8,380.7,63.1,34282.0,29455.3,4826.7,34940.2,30020.9,4919.4
"Congo, Democratic Republic of the",40,22,280.8,372.1,1991.9,1996.0,1999.3,2000.6,1183.1,1242.6,1254.2,1246.9,145.5,227.9,229.4,213.0,91.0,102.1,119.0,116.2,194.6,131.3,63.3,14703.1,9950.9,4752.1,14985.4,10142.0,4843.4
Malaysia,37,16,11904.0,14639.7,2012.1,2012.4,2012.0,2012.1,6369.7,6445.3,6403.3,6405.3,451.0,457.8,454.2,454.4,19.0,18.4,24.4,24.3,1020.3,1005.9,14.4,79034.3,77921.6,1112.7,80551.7,79417.7,1134.1
Congo,33,32,714.6,939.3,2009.3,2009.4,2011.3,2011.2,1230.1,1338.0,1282.6,1288.9,273.0,500.5,165.2,166.2,82.0,88.6,77.7,79.9,140.7,122.4,18.2,10774.1,9376.6,1397.5,10981.0,9556.6,1424.3
Mozambique,19,16,522.1,773.8,1996.1,1996.6,2002.3,2003.4,1927.3,2050.3,2061.5,2067.4,201.0,252.6,224.8,224.2,90.0,113.6,128.3,130.9,132.6,106.2,26.4,10142.8,8137.7,2005.2,10337.6,8293.9,2043.7
"Tanzania, United Republic of",12,11,1763.2,628.3,2005.7,2005.6,2008.5,2007.0,3136.0,3118.2,3144.1,3135.8,206.0,213.7,210.5,211.5,16.0,38.4,18.9,26.9,118.7,112.3,6.4,9159.3,8673.8,485.5,9335.1,8840.3,494.8
