Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,213,74,28486.5,35252.5,2005.7,2007.7,2010.4,2010.4,1907.3,3403.2,3760.5,3721.6,151.0,245.6,372.9,372.1,32.0,40.7,28.0,28.0,3250.3,3125.5,124.8,251586.0,242027.3,9558.7,256416.4,246674.2,9742.2
General cargo,133,65,6998.5,9143.4,2004.9,2005.8,2008.2,2008.1,1497.0,2739.8,2934.3,2986.0,177.0,285.2,379.7,387.2,44.0,112.8,82.1,81.2,1128.0,1077.5,50.5,86961.3,83167.3,3793.9,88630.9,84764.1,3866.8
Refrigerated bulk,92,42,1142.6,1289.8,1989.5,1990.6,1991.0,1991.1,1915.1,2463.0,2392.5,2340.7,184.0,220.4,314.8,309.7,129.0,146.2,180.8,180.6,782.6,493.5,289.2,59227.6,37516.7,21710.9,60364.7,38237.0,22127.8
Chemical tanker,73,54,3787.9,6280.8,2009.4,2009.9,2011.0,2011.0,1946.2,2928.8,2862.3,2890.8,259.0,328.3,404.9,403.3,48.0,69.6,90.2,89.9,648.1,562.7,85.5,49923.9,43361.8,6562.2,50882.5,44194.3,6688.2
Bulk carrier,69,49,4067.4,6637.2,2003.4,2007.1,2007.4,2007.3,1797.7,3404.3,2905.7,2886.5,193.0,317.5,415.2,414.0,97.0,129.5,141.0,141.9,421.7,396.3,25.4,32597.7,30652.0,1945.8,33223.6,31240.5,1983.1
Miscellaneous - fishing,52,45,190.2,123.2,1992.3,1993.7,1993.6,1992.8,1639.1,6072.2,3959.4,4168.7,451.0,1115.5,2648.0,2557.7,331.0,905.3,681.5,517.9,267.2,192.3,74.9,20065.0,14440.1,5624.9,20450.2,14717.3,5732.9
Offshore,52,41,793.6,647.0,2005.0,2008.9,2014.7,2014.3,1488.6,2500.4,3189.4,2946.4,199.0,501.1,604.7,621.9,137.0,410.4,453.4,511.0,339.9,289.4,50.5,25547.3,21756.3,3790.9,26037.8,22174.1,3863.7
Service - tug,37,34,226.4,191.9,2007.5,2007.7,2009.0,2008.9,1194.6,2201.4,2019.5,2156.3,215.0,657.1,766.2,808.6,83.0,256.0,220.2,207.4,160.5,152.6,7.9,12190.6,11598.6,592.0,12424.7,11821.3,603.4
Vehicle,36,34,9107.9,2980.2,2009.2,2009.2,2009.4,2009.2,4951.6,4349.2,4245.4,4287.3,306.0,280.4,330.9,332.5,9.0,10.4,8.3,8.3,502.8,498.7,4.0,38898.4,38584.8,313.6,39645.2,39325.6,319.7
Oil tanker,29,24,3834.5,6940.9,2007.2,2008.0,2010.8,2011.0,1617.3,2819.8,3227.7,3288.7,134.0,252.4,474.4,480.0,69.0,64.4,36.8,35.3,349.8,296.8,53.0,27069.3,22967.2,4102.1,27589.1,23408.2,4180.9
Liquefied gas tanker,28,13,16225.8,13417.8,2010.6,2009.8,2011.2,2011.2,6297.6,4696.7,5964.1,5924.5,396.5,287.9,394.1,393.0,26.0,48.6,202.3,203.8,1884.5,1555.6,328.9,113558.1,93627.2,19931.0,115738.5,95424.8,20313.6
Service - other,19,18,270.3,154.9,2002.2,2001.6,2002.8,2001.4,1535.3,2345.8,2742.9,2716.0,211.0,464.1,1185.0,1132.4,143.0,211.8,149.5,151.5,101.4,93.2,8.2,7700.0,7082.3,617.8,7847.9,7218.3,629.6
Cruise,18,15,1092.6,129.4,2001.6,1999.8,2004.2,2003.7,725.1,1029.8,1229.0,1260.5,47.0,64.1,100.2,103.5,10.0,17.0,14.3,13.8,268.7,253.0,15.7,20814.1,19597.2,1216.9,21213.7,19973.5,1240.3
Ro-Ro,1,1,1.4,1.6,2017.0,2017.0,2017.0,2017.0,960.3,960.3,960.3,960.3,135.0,135.0,135.0,135.0,23.0,23.0,23.0,23.0,1.0,0.8,0.2,75.1,62.3,12.8,76.6,63.5,13.1
