Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Container,139,13,2591.4,3027.5,2002.4,2000.9,2001.4,2001.8,153.2,862.0,917.2,894.0,16.0,51.4,86.0,87.1,10.0,10.3,9.4,9.5,661.2,640.2,21.0,51155.8,49564.8,1591.0,52138.0,50516.4,1621.5
General cargo,101,14,1616.5,2005.5,2003.5,2005.9,2011.6,2011.3,905.7,1553.5,1753.4,1781.0,71.0,123.6,128.6,123.3,31.0,263.5,911.1,950.4,211.4,125.3,86.1,16186.9,9615.2,6571.7,16497.6,9799.8,6697.8
Chemical tanker,41,19,1479.3,2422.3,2009.6,2010.0,2009.5,2009.6,1291.9,1506.7,1666.8,1672.7,110.0,155.9,383.8,386.4,27.0,36.0,35.5,35.1,220.6,191.0,29.6,17043.2,14755.5,2287.7,17370.5,15038.8,2331.6
Vehicle,27,14,2743.4,816.3,2004.8,2004.8,2004.9,2004.5,1720.2,1911.8,1960.0,1876.2,112.0,138.0,138.4,136.6,9.0,12.3,16.0,17.5,195.9,191.4,4.5,15166.1,14817.9,348.2,15457.3,15102.4,354.9
Service - tug,24,6,18.3,9.3,1969.8,1980.0,1982.3,1980.2,340.3,3533.2,2356.9,2333.2,62.5,797.2,1277.3,1312.2,30.0,503.1,1981.9,1290.3,51.8,32.7,19.1,3886.6,2454.3,1432.3,3961.2,2501.5,1459.8
Service - other,19,12,442.1,315.1,1992.4,1991.2,1987.6,1984.3,3281.8,3195.1,3640.3,3372.1,395.0,447.3,1123.3,728.3,91.0,141.8,219.6,236.6,150.2,143.7,6.5,11359.0,10872.3,486.6,11577.0,11081.1,496.0
Oil tanker,18,15,1524.8,2716.8,2006.7,2006.7,2005.8,2005.8,1936.5,1789.3,2098.0,2132.2,179.5,165.7,279.8,281.3,32.5,47.6,55.8,56.5,150.6,119.6,31.0,11669.6,9266.0,2403.5,11893.6,9444.0,2449.7
Offshore,12,5,114.4,76.4,2005.8,2004.6,1997.6,1999.0,572.7,7516.3,3117.0,2063.0,81.5,1319.7,3433.9,2706.2,103.5,394.1,315.2,487.5,73.4,58.9,14.5,5516.0,4426.7,1089.3,5621.9,4511.7,1110.2
Miscellaneous - fishing,11,9,59.3,58.3,2001.6,2000.0,2002.1,2004.5,3737.3,6678.6,6824.9,5558.2,361.0,574.4,754.9,777.0,174.0,436.1,1343.4,1075.6,56.8,49.8,7.0,4264.4,3736.3,528.2,4346.3,3808.0,538.3
Bulk carrier,9,4,103.0,160.7,1998.4,2002.0,1997.1,1997.0,1424.5,1142.2,1244.8,1234.2,121.0,94.0,140.8,141.2,20.0,42.2,33.4,32.6,17.9,16.6,1.2,1380.2,1285.9,94.3,1406.7,1310.6,96.1
Liquefied gas tanker,8,2,68.8,72.9,2011.5,2011.0,2011.4,2011.4,2211.3,2224.7,2218.8,2219.5,185.5,204.0,214.7,215.2,19.0,259.5,156.3,169.2,49.7,31.4,18.2,3782.9,2415.1,1367.8,3855.5,2461.5,1394.1
Cruise,2,2,371.5,38.1,1996.0,1996.0,1999.8,1998.4,2324.3,2324.3,2615.2,2286.6,132.5,132.5,161.0,150.3,10.0,10.0,13.2,12.0,82.2,80.5,1.8,6351.6,6219.2,132.4,6473.5,6338.6,134.9
