Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Guadeloupe,126,11,140.2,104.1,1990.6,1991.4,1993.1,1994.1,186.9,190.8,195.3,197.2,19.5,24.5,24.8,25.7,5.0,11.2,7.6,7.3,56.5,46.3,10.2,4316.0,3543.7,772.3,4398.8,3611.7,787.1
Virgin Islands (U.S.),42,7,49.3,20.8,1991.0,1995.9,1994.2,1992.3,132.2,161.6,150.6,136.6,21.5,20.4,18.5,21.5,3.0,15.1,9.6,6.4,20.4,14.0,6.4,1546.1,1059.8,486.3,1575.8,1080.2,495.6
Saint Kitts and Nevis,24,12,26.5,4.0,1983.6,1983.0,2003.8,1999.3,76.7,86.7,88.9,89.4,12.0,14.1,12.6,11.6,13.0,18.5,12.2,21.4,16.2,7.5,8.7,1236.0,573.6,662.4,1259.7,584.6,675.1
Virgin Islands (British),23,12,17.9,3.6,1988.6,1985.3,1992.1,1991.3,152.7,155.0,139.1,144.0,25.0,25.8,23.2,20.7,23.0,11.6,15.8,9.7,15.9,8.1,7.8,1198.8,608.8,590.0,1221.8,620.5,601.3
Saint Lucia,20,6,67.0,40.3,2002.8,1997.7,2008.8,2005.6,301.9,273.8,286.1,323.8,101.5,48.3,59.4,122.6,21.5,9.5,14.3,24.9,43.1,37.1,6.1,3278.7,2820.8,457.8,3341.6,2875.0,466.6
Martinique,19,5,11.2,16.0,1988.6,1988.8,2006.1,2007.2,249.5,253.3,270.3,272.0,44.0,54.9,38.5,37.4,23.0,27.5,22.2,21.5,8.9,6.5,2.4,675.1,494.6,180.6,688.1,504.1,184.0
Antigua and Barbuda,16,11,25.8,3.8,1998.7,2000.4,2007.4,2006.6,92.5,97.0,91.1,79.6,13.5,14.3,13.2,14.2,11.5,19.3,12.5,26.6,11.7,5.2,6.5,893.4,400.5,492.8,910.5,408.2,502.3
Puerto Rico,16,7,79.6,14.2,1997.1,1999.4,2006.3,2000.1,217.4,224.4,213.5,226.9,22.0,21.4,19.0,28.1,7.5,13.1,9.2,6.6,24.8,19.1,5.7,1892.6,1454.4,438.2,1928.9,1482.3,446.6
Dominica,5,5,11.6,3.8,2000.6,2000.6,2005.0,2008.4,195.7,191.3,195.1,192.2,16.0,22.8,15.5,17.0,9.0,9.0,9.6,4.8,4.2,3.3,0.9,325.6,252.3,73.3,331.8,257.1,74.7
United States of America,4,4,199.6,19.3,2002.2,2002.2,2003.1,2003.8,1158.6,1183.6,1196.1,1191.1,66.0,70.2,71.8,71.1,6.5,7.0,7.3,6.9,48.9,47.7,1.2,3782.3,3691.7,90.6,3854.9,3762.5,92.4
Anguilla,3,2,1.0,0.1,1989.0,1988.0,1989.6,1989.3,97.2,83.2,90.0,85.9,17.0,16.5,20.1,19.5,25.0,31.2,27.5,28.2,2.3,0.7,1.5,169.6,55.3,114.3,172.9,56.4,116.5
Montserrat,3,2,2.6,0.3,1989.0,1989.5,1988.6,1988.5,114.5,125.7,112.6,111.6,17.0,34.8,23.2,21.9,13.0,13.5,10.9,10.6,1.9,1.3,0.6,142.2,95.3,47.0,144.9,97.1,47.9
Dominican Republic,3,3,24.5,3.2,1981.0,1981.0,2007.6,2002.2,416.5,390.8,334.4,343.7,42.0,41.0,22.6,26.4,10.0,9.7,8.3,8.6,7.9,6.7,1.2,603.9,510.5,93.4,615.5,520.3,95.2
Trinidad and Tobago,2,2,1.1,1.5,1988.0,1988.0,1980.7,1980.4,352.1,352.1,466.4,479.8,60.5,60.5,61.9,61.9,13.0,13.0,20.3,20.6,0.6,0.5,0.1,45.7,41.7,4.0,46.6,42.5,4.1
Panama,1,1,0.5,0.1,1991.0,1991.0,1991.0,1991.0,2023.1,2023.1,2023.1,2023.1,2960.0,2960.0,2960.0,2960.0,1149.0,1149.0,1149.0,1149.0,53.9,36.5,17.4,4046.5,2740.9,1305.6,4124.2,2793.5,1330.7
Aruba,1,1,28.4,2.5,1995.0,1995.0,1995.0,1995.0,556.1,556.1,556.1,556.1,36.0,36.0,36.0,36.0,29.0,29.0,29.0,29.0,7.4,6.2,1.2,574.1,480.2,94.0,585.2,489.4,95.8
Saint Vincent and the Grenadines,1,1,1.4,2.1,2004.0,2004.0,2004.0,2004.0,313.8,313.8,313.8,313.8,27.0,27.0,27.0,27.0,52.0,52.0,52.0,52.0,1.1,0.5,0.6,83.5,38.0,45.5,85.1,38.8,46.4
Sint Maarten (Dutch part),1,1,1.1,1.5,2007.0,2007.0,2007.0,2007.0,257.9,257.9,257.9,257.9,16.0,16.0,16.0,16.0,13.0,13.0,13.0,13.0,0.2,0.1,0.1,16.5,9.1,7.4,16.8,9.3,7.5
