Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,75,16,13.6,18.8,1975.9,1995.1,1987.3,1987.8,183.3,247.2,262.5,257.9,16.0,33.6,60.6,60.4,13.0,33.6,32.1,31.0,9.2,7.1,2.2,695.0,532.1,162.9,708.3,542.3,166.0
Offshore,42,15,62.2,41.5,2012.1,2010.0,2010.7,2011.1,216.4,350.9,334.6,323.4,40.5,56.5,176.3,159.3,37.0,86.0,317.5,348.0,37.8,19.3,18.5,2847.1,1457.9,1389.2,2901.8,1485.9,1415.8
Service - other,24,6,3.7,1.5,1998.0,2000.7,1997.5,1996.7,267.7,674.3,251.3,239.4,35.0,37.4,91.5,96.4,46.5,201.5,182.1,173.9,11.8,5.8,6.0,883.5,435.1,448.5,900.5,443.4,457.1
Cruise,12,9,64.6,7.4,1999.9,1998.7,1997.6,1995.8,131.7,145.9,163.3,163.7,14.0,14.5,22.9,23.1,10.0,12.0,11.0,10.8,20.2,14.0,6.2,1560.8,1082.7,478.0,1590.7,1103.5,487.2
Miscellaneous - fishing,5,4,2.0,1.5,1997.6,1997.2,1999.8,2000.0,319.0,448.2,484.2,566.6,21.0,42.0,76.8,77.5,34.0,64.1,119.0,113.5,2.5,1.7,0.8,184.3,127.3,57.0,187.8,129.8,58.1
Ro-Ro,5,3,15.1,8.3,1996.8,1996.7,1996.7,1996.9,181.0,266.6,277.8,286.3,12.0,18.0,23.7,29.1,10.0,17.5,28.1,32.4,4.6,2.8,1.8,356.3,217.0,139.3,363.1,221.1,142.0
Bulk carrier,4,4,41.8,72.3,2005.2,2005.2,2012.2,2012.4,488.9,508.6,617.4,642.2,44.0,47.2,89.8,90.3,22.5,21.8,6.2,5.9,4.1,3.8,0.2,308.7,291.4,17.3,314.6,297.0,17.6
Ferry-RoPax,4,1,80.2,26.2,1998.0,1998.0,1998.0,1998.0,1519.0,1519.0,1572.4,1572.4,11.0,11.0,68.2,68.2,83.5,83.5,144.2,144.2,25.2,8.0,17.2,1942.2,616.8,1325.4,1979.5,628.7,1350.9
Service - tug,4,4,1.6,1.3,2009.8,2009.8,2009.0,2008.8,202.0,217.4,227.3,225.6,70.0,102.5,168.9,159.0,10.5,16.8,11.9,15.2,0.7,0.6,0.1,52.4,43.1,9.3,53.4,43.9,9.5
Other liquids tankers,2,1,3.6,6.3,1988.0,1988.0,1988.0,1988.0,949.5,949.5,949.5,949.5,110.5,110.5,110.6,110.6,26.5,26.5,26.5,26.5,3.6,2.7,1.0,276.3,202.8,73.5,281.6,206.7,74.9
Chemical tanker,2,2,3.4,5.2,1998.0,1998.0,1997.5,1997.5,448.6,448.6,445.8,455.5,47.5,47.5,48.3,48.3,27.5,27.5,24.7,24.6,2.6,2.1,0.5,196.4,156.9,39.5,200.2,159.9,40.3
