Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
General cargo,76,16,38.3,54.1,1975.8,1995.1,1992.5,1993.1,324.6,661.5,735.3,738.8,19.5,57.7,209.9,205.2,15.0,22.2,30.7,30.4,20.8,14.7,6.1,1568.4,1107.3,461.1,1598.6,1128.6,470.0
Offshore,38,15,66.3,33.1,2013.1,2010.0,2008.6,2007.7,515.8,2520.1,428.0,318.4,98.0,650.7,837.8,586.2,5.0,14.5,14.3,15.0,107.4,104.9,2.5,8080.1,7891.0,189.1,8235.3,8042.5,192.8
Service - other,24,6,6.4,2.7,1999.1,2000.7,1999.7,1999.4,379.6,516.5,438.7,430.1,61.0,511.8,343.0,301.8,25.0,17.4,45.5,46.3,17.1,14.0,3.2,1287.3,1048.7,238.6,1312.0,1068.8,243.2
Cruise,12,9,61.0,6.6,1999.9,1998.7,2002.1,2001.2,103.6,114.4,154.3,145.6,12.0,11.8,20.5,19.5,9.5,10.7,9.8,9.9,20.0,14.8,5.2,1541.3,1140.8,400.6,1570.9,1162.7,408.3
Miscellaneous - fishing,5,4,2.7,1.7,1994.8,1993.8,1999.8,2000.2,400.3,914.0,646.0,642.3,27.0,92.1,138.5,130.4,16.0,13.8,6.4,6.5,3.7,3.4,0.3,276.9,256.0,21.0,282.3,260.9,21.4
Ro-Ro,5,3,36.2,19.6,1996.8,1996.7,1996.6,1996.8,275.8,808.7,666.4,677.4,14.0,80.7,126.1,142.6,7.0,6.0,5.4,4.6,11.3,10.5,0.8,873.7,811.2,62.6,890.5,826.8,63.8
Bulk carrier,4,4,18.5,30.1,2005.2,2005.2,2009.1,2009.3,600.8,671.1,272.4,267.2,70.5,64.8,62.1,60.2,9.0,10.2,8.4,7.8,3.5,3.1,0.4,270.1,241.0,29.1,275.3,245.6,29.7
Ferry-RoPax,4,1,233.6,76.4,1998.0,1998.0,1998.0,1998.0,3013.9,3013.9,4581.7,4581.7,248.0,248.0,720.9,720.9,0.0,0.0,0.0,0.0,72.5,72.5,0.0,5576.3,5576.3,0.0,5683.4,5683.4,0.0
Service - tug,4,4,5.1,3.8,2009.8,2009.8,2008.2,2008.2,173.1,349.0,740.0,673.3,16.5,44.0,119.0,118.4,26.0,88.2,66.3,65.2,2.7,2.4,0.3,205.0,183.1,21.9,209.0,186.6,22.4
Other liquids tankers,2,1,4.6,8.0,1988.0,1988.0,1988.0,1988.0,1209.6,1209.6,1209.6,1209.6,119.5,119.5,119.9,119.9,112.0,112.0,118.1,118.1,6.8,3.1,3.7,524.1,234.8,289.3,534.2,239.3,294.9
Chemical tanker,2,2,3.2,5.0,1998.0,1998.0,1997.2,1997.2,427.9,427.9,423.9,437.7,33.0,33.0,46.0,46.3,11.5,11.5,16.5,16.6,1.6,1.2,0.4,123.5,92.8,30.7,125.9,94.6,31.3
