Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Vuosaari,1306,134,21953.7,12979.5,2005.0,2004.8,2005.7,2006.9,618.9,1033.8,707.1,780.1,32.0,103.0,148.2,238.1,8.0,38.4,12.6,16.6,5459.7,5220.3,239.3,410367.6,392397.7,17969.8,418246.6,399931.8,18314.8
Helsinki,1100,101,15317.1,1750.3,1994.7,1998.5,1997.9,1999.2,259.5,301.6,292.3,290.5,18.0,37.1,22.3,29.1,6.0,30.7,16.7,21.3,3335.7,2486.3,849.4,249226.0,186417.4,62808.6,254011.2,189996.6,64014.5
Hanko,1052,90,12246.4,6662.3,2004.2,1999.0,2006.7,2006.5,511.5,447.9,537.0,538.9,30.0,60.1,45.6,46.1,10.5,30.0,15.5,15.9,3081.0,2892.0,189.0,230587.0,216388.3,14198.7,235014.3,220542.9,14471.3
Naantali,994,131,4688.0,2218.8,2000.9,2002.0,2003.0,2003.8,120.2,543.9,157.3,246.6,10.0,60.8,39.3,69.2,2.0,32.7,11.6,22.1,931.6,801.1,130.5,69924.9,60128.3,9796.6,71267.5,61282.7,9984.7
Kotka,915,329,10085.5,13594.5,2006.7,2005.6,2007.4,2007.5,719.5,977.0,951.2,995.3,67.0,97.8,207.3,229.8,17.0,43.7,43.8,48.0,2292.8,2064.8,227.9,172296.1,155167.1,17129.0,175604.2,158146.4,17457.8
Kilpilahti (Skoldvik),873,224,9865.6,15339.2,2005.4,2006.4,2008.1,2008.2,564.4,924.2,652.8,642.3,50.0,96.3,160.1,164.3,22.0,37.1,46.0,47.0,2503.3,1951.7,551.6,188271.6,146703.3,41568.3,191886.4,149520.0,42366.4
Rauma,830,218,8621.7,8777.5,2001.8,2002.8,2004.4,2004.8,755.8,819.0,949.7,911.3,63.0,84.5,87.8,87.6,22.0,41.9,22.3,23.1,2383.8,2183.2,200.6,179195.3,164100.9,15094.4,182635.9,167251.6,15384.2
Turku,824,89,6800.7,1622.6,2002.1,1998.1,2005.9,2007.8,170.0,595.5,227.8,360.0,12.0,75.1,28.9,67.9,0.0,34.7,10.3,17.2,1206.3,1123.9,82.4,89412.8,83382.7,6030.1,91129.5,84983.6,6145.9
Mariehamn,726,29,2902.6,335.5,1994.0,1992.6,1992.5,1994.2,81.2,229.3,101.2,112.5,8.0,23.2,13.3,15.7,2.0,16.0,54.1,66.6,563.7,405.9,157.8,42324.5,30475.1,11849.5,43137.2,31060.2,12077.0
Uusikaupunki,548,149,6720.2,4438.4,2005.0,2002.0,2009.2,2009.6,604.3,838.6,775.4,903.9,46.5,89.5,114.9,214.1,14.0,65.6,20.3,27.9,1415.2,1309.0,106.2,106398.6,98420.7,7977.9,108441.5,100310.4,8131.1
Sunila,523,140,2661.6,1924.7,2001.3,2001.4,2003.5,2002.9,480.7,623.2,509.5,494.1,39.0,67.3,64.6,79.7,15.0,31.6,21.2,22.1,813.4,744.4,69.0,61103.4,55915.6,5187.8,62276.6,56989.2,5287.4
Lakulahti,396,203,2197.4,3164.1,2002.8,2004.0,2005.7,2005.6,634.7,724.6,875.2,889.2,63.0,80.3,173.7,176.5,20.0,36.3,62.6,64.5,664.7,567.5,97.1,49901.0,42609.8,7291.2,50859.1,43427.9,7431.2
Kokkola,384,189,4127.4,7092.4,2004.7,2005.0,2010.5,2011.0,804.2,920.4,1102.4,1149.2,86.0,97.4,182.1,188.6,24.0,36.7,37.3,37.7,669.8,621.4,48.4,50444.1,46799.6,3644.4,51412.6,47698.2,3714.4
Mustola,366,49,312.9,434.6,1994.3,1995.9,2000.9,2002.1,174.6,421.9,467.1,498.0,31.0,58.7,114.4,118.0,14.5,17.6,31.0,29.5,95.5,87.1,8.4,7172.2,6540.4,631.8,7309.9,6666.0,643.9
Roytta,365,123,2114.0,2710.0,2005.1,2006.2,2005.4,2005.3,1276.4,865.1,954.3,947.6,101.0,90.1,136.7,142.5,18.0,41.8,29.9,30.3,706.8,657.3,49.5,52854.0,49133.7,3720.3,53868.8,50077.1,3791.7
Inkoo,336,116,615.2,826.4,1995.2,1999.1,2004.6,2004.1,161.6,464.2,490.8,490.5,18.0,86.1,107.6,101.7,14.0,38.7,48.6,44.5,193.0,161.5,31.5,14374.1,12008.0,2366.0,14650.0,12238.6,2411.5
Oulu,320,112,4744.8,4575.5,2003.4,2005.4,2000.7,2002.5,1006.5,1043.5,1154.5,1155.2,90.0,110.3,125.4,135.7,17.0,54.1,40.9,47.3,1234.1,1134.1,100.0,92656.9,85144.8,7512.0,94435.9,86779.6,7656.2
