Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Sweden,5477,761,34597.3,13472.2,1998.9,2002.6,1999.4,2003.7,189.9,478.4,235.8,366.0,17.0,53.4,66.5,74.4,6.0,68.8,18.2,39.8,7203.7,6058.8,1144.9,533643.3,449866.5,83776.8,543889.2,458504.0,85385.3
Russian Federation,2216,521,9963.4,8950.4,2000.9,2002.5,2004.6,2004.8,170.3,350.9,216.4,226.2,18.0,60.3,57.2,78.4,20.0,38.2,27.1,37.3,2655.1,1885.4,769.7,199414.0,141619.2,57794.8,203242.7,144338.3,58904.4
Germany,2157,361,30738.1,16370.5,2004.1,2004.0,2006.4,2006.1,622.1,795.9,645.4,699.9,39.0,94.5,45.0,61.2,12.0,43.8,16.2,25.2,8012.1,7472.4,539.7,601511.7,561010.4,40501.3,613060.7,571781.8,41278.9
Estonia,1725,465,12877.3,4175.8,1998.8,2000.9,2008.8,2006.5,159.6,316.1,801.9,311.1,20.0,42.2,1691.8,759.1,19.0,51.2,8.7,30.4,3238.9,2876.7,362.2,233741.4,206577.8,27163.7,238229.3,210544.0,27685.2
Netherlands,850,321,8977.3,12492.8,2005.5,2005.9,2007.3,2007.6,1093.7,1165.8,1203.4,1218.0,105.0,125.3,125.2,131.5,27.0,46.6,46.2,49.1,2593.9,2348.5,245.4,193879.6,175459.6,18420.0,197602.1,178828.5,18773.6
Poland,617,231,2946.5,3207.6,2002.4,2002.9,2004.5,2004.9,487.2,613.1,468.6,505.0,48.0,68.9,49.2,56.9,26.0,49.8,34.2,42.3,828.4,725.8,102.5,62195.5,54495.9,7699.6,63389.6,55542.2,7847.4
Denmark,474,292,5266.2,6839.1,2003.9,2004.4,2006.8,2007.3,727.4,907.1,933.3,988.4,66.0,103.8,184.6,201.4,28.0,77.1,89.9,97.1,1305.1,1133.4,171.6,98168.4,85280.7,12887.8,100053.3,86918.1,13135.2
Belgium,432,170,8895.8,7714.9,2005.7,2005.1,2006.7,2006.6,1242.9,1268.7,1263.4,1283.9,95.0,156.2,116.1,133.1,16.0,55.5,24.2,35.4,2395.9,2286.5,109.4,179864.0,171651.2,8212.8,183317.4,174946.9,8370.5
Latvia,372,144,859.9,1154.5,2002.3,2002.8,2004.9,2004.8,353.3,444.4,419.6,420.9,37.0,50.8,52.2,53.8,27.0,44.3,50.1,52.9,286.2,213.5,72.7,21456.2,15999.4,5456.8,21868.1,16306.6,5561.6
Lithuania,234,122,845.4,964.4,2003.2,2002.7,2005.9,2005.6,392.6,431.3,428.3,409.9,36.0,48.0,40.5,40.7,27.0,35.4,27.0,30.0,245.9,201.1,44.8,18445.7,15079.8,3365.9,18799.8,15369.3,3430.5
