Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,ene_tj_voy,ene_tj_stop,co2_t,co2_t_voy,co2_t_stop,co2e_t,co2e_t_voy,co2e_t_stop
Naantali,514,91,1078.4,1261.7,1988.4,1996.1,2001.5,2003.5,173.0,335.4,240.8,275.1,17.5,78.5,36.1,37.7,15.0,153.4,48.0,50.4,518.4,273.1,245.3,38922.1,20502.2,18419.9,39669.4,20895.9,18773.5
Kilpilahti (Skoldvik),321,58,1018.8,1455.5,2004.1,2003.2,2005.1,2005.1,218.5,222.2,333.9,332.3,21.0,37.7,53.6,53.9,17.0,42.5,24.5,23.7,422.1,304.2,117.9,31689.2,22841.0,8848.3,32297.7,23279.5,9018.2
Harvaluoto,310,10,232.2,80.1,1976.0,1985.6,1978.3,1975.3,78.4,2189.7,153.5,138.0,6.0,598.2,470.6,353.7,4.0,26.0,35.8,32.9,196.4,141.4,55.0,14744.6,10613.4,4131.3,15027.7,10817.2,4210.6
Kotka,300,109,483.4,658.0,2006.1,2003.2,2006.1,2006.7,111.7,283.6,191.5,207.4,14.0,48.5,53.3,46.5,14.0,49.4,66.4,66.8,208.5,148.1,60.4,15643.7,11109.5,4534.2,15944.1,11322.8,4621.2
Turku,287,83,1223.7,230.5,1988.5,1990.8,2000.6,2002.6,95.6,395.4,237.1,234.4,12.0,107.0,43.7,88.5,7.0,112.9,23.1,33.1,296.5,203.9,92.6,21816.7,14968.5,6848.2,22235.6,15255.9,6979.7
Oulu,261,77,631.5,664.5,2004.6,2003.2,2003.8,2006.5,132.7,721.9,247.2,255.6,14.0,72.6,411.4,225.7,15.0,31.4,93.7,57.2,274.0,198.8,75.2,20558.3,14909.1,5649.2,20953.0,15195.3,5757.7
Rauma,259,120,618.1,566.9,1998.4,1999.2,2004.8,2004.2,250.6,327.2,282.2,293.3,21.0,78.4,54.1,46.6,19.0,34.8,18.5,23.7,218.3,189.6,28.8,16344.2,14184.5,2159.7,16658.1,14456.9,2201.2
Asikkala,252,42,44.6,63.3,1982.3,1992.0,1989.5,1990.4,149.4,167.4,173.2,170.7,24.0,35.4,53.8,51.0,10.0,10.3,11.5,11.1,43.6,39.6,4.0,3273.7,2973.1,300.6,3336.5,3030.2,306.3
Sunila,248,48,657.0,418.8,2002.6,1997.5,2006.3,2005.8,139.2,233.6,141.9,154.5,11.0,66.5,20.6,20.2,8.0,42.7,12.2,13.8,206.7,171.8,34.9,15510.9,12896.6,2614.3,15808.7,13144.2,2664.5
Vuosaari,231,64,547.0,557.7,2006.6,2003.9,2007.8,2007.4,84.8,176.7,148.3,169.4,9.0,78.3,31.2,32.8,23.0,49.6,33.2,32.2,209.9,132.4,77.5,15692.5,9889.2,5803.3,15993.8,10079.1,5914.7
